Reserve,SiteID,Year,Vegetation_Zone,Region,Geomorphology,tidal_range,salinity,abiotic_cover,live_cover,halophyte,freshwater,EIR,invasive_cover,Richness,SWdiv,salt_ratio
KAC,CP,2012,Low,West Coast,Bay Front,Macrotidal,Mesohaline,55.92518519,44.07703704,44.07703704,0,0.030322222,NA,2.851851852,0.640321098,1
KAC,CP,2012,Mid,West Coast,Bay Front,Macrotidal,Mesohaline,37.05983333,62.94033333,57.08316667,0.442666667,0.0070545,NA,3.983333333,0.809304692,0.975983012
KAC,CP,2013,Low,West Coast,Bay Front,Macrotidal,Mesohaline,52.20444444,47.79703704,47.79703704,0,0.028255185,NA,3.148148148,0.678762691,1
KAC,CP,2013,Mid,West Coast,Bay Front,Macrotidal,Mesohaline,42.2125,57.78916667,52.54833333,0.184,0.009063333,NA,3.666666667,0.707928505,0.975506596
KAC,CP,2016,Low,West Coast,Bay Front,Macrotidal,Mesohaline,54.56642857,45.435,45.435,0,0.060570714,NA,2.571428571,0.529297156,1
KAC,CP,2016,Mid,West Coast,Bay Front,Macrotidal,Mesohaline,36.0845,63.9165,61.1815,0,0.000495,NA,3.3,0.749487268,1
KAC,CP,2018,Low,West Coast,Bay Front,Macrotidal,Mesohaline,51.81925926,48.18185185,48.18185185,0,0.047137407,NA,2.592592593,0.59712209,1
KAC,CP,2018,Mid,West Coast,Bay Front,Macrotidal,Mesohaline,37.05763636,62.94309091,61.968,0.018,0.021585455,NA,3.690909091,0.842942648,0.982496128
KAC,CP,2019,Mid,West Coast,Bay Front,Macrotidal,Mesohaline,30.8525,69.1475,13.75,2.7475,0,NA,2.75,0.564847269,0.965256606
KAC,CP,2020,Low,West Coast,Bay Front,Macrotidal,Mesohaline,53.99357143,46.00821429,46.00821429,0,0.033863571,NA,2.642857143,0.606048947,1
KAC,CP,2020,Mid,West Coast,Bay Front,Macrotidal,Mesohaline,37.39222222,62.6087037,59.83074074,0.185,0.027803704,NA,3.37037037,0.749359644,0.975466166
KAC,FR,2010,Low,West Coast,Bay Front,Macrotidal,Mesohaline,40.70526316,59.29473684,53.44473684,0,0.380821053,NA,2.631578947,0.41978631,0.97029703
KAC,FR,2010,Mid,West Coast,Bay Front,Macrotidal,Mesohaline,56.43289855,43.56811594,39.76478261,0.475652174,0.048716957,NA,3.231884058,0.686484714,0.992730875
KAC,FR,2010,Up,West Coast,Bay Front,Macrotidal,Mesohaline,23.10333333,76.89666667,13.00666667,13.38333333,0,NA,5.666666667,1.184075381,0.516733333
KAC,FR,2011,Low,West Coast,Bay Front,Macrotidal,Mesohaline,41.39055556,58.60944444,49.87222222,0,0.321072222,NA,2.555555556,0.371564037,0.955448486
KAC,FR,2011,Mid,West Coast,Bay Front,Macrotidal,Mesohaline,59.29898551,40.70217391,37.30594203,0.461594203,0.042010145,NA,3.391304348,0.680118767,0.994933916
KAC,FR,2011,Up,West Coast,Bay Front,Macrotidal,Mesohaline,24.95,75.04333333,16.19666667,8.036666667,0,NA,6.666666667,1.17573102,0.539553955
KAC,FR,2012,Low,West Coast,Bay Front,Macrotidal,Mesohaline,38.73368421,61.26631579,52.82052632,0,0.375589474,NA,2.789473684,0.422721768,0.957474183
KAC,FR,2012,Mid,West Coast,Bay Front,Macrotidal,Mesohaline,60.94884058,39.05318841,34.29101449,0.307971014,0.027877971,NA,3.231884058,0.690993915,0.996662521
KAC,FR,2012,Up,West Coast,Bay Front,Macrotidal,Mesohaline,19.98,80.02666667,13.36,18.16333333,0,NA,7,1.371052346,0.434233333
KAC,FR,2013,Low,West Coast,Bay Front,Macrotidal,Mesohaline,46.27888889,53.72222222,48.15722222,0,0.335764444,NA,2.5,0.408003946,0.962053795
KAC,FR,2013,Mid,West Coast,Bay Front,Macrotidal,Mesohaline,64.82188406,35.18014493,31.07086957,1.507681159,0.043752464,NA,2.971014493,0.608677292,0.982905979
KAC,FR,2013,Up,West Coast,Bay Front,Macrotidal,Mesohaline,16.34,83.66,19.74666667,20.83333333,0,NA,6.666666667,1.470852288,0.435261981
KAC,FR,2019,Low,West Coast,Bay Front,Macrotidal,Mesohaline,18.41368421,81.58684211,69.88052632,0.824210526,0.377646842,NA,3.263157895,0.590849491,0.949026894
KAC,FR,2019,Mid,West Coast,Bay Front,Macrotidal,Mesohaline,50.59942857,49.40171429,43.96128571,0.349571429,0.019978571,NA,3.914285714,0.838232868,0.985601331
KAC,FR,2019,Up,West Coast,Bay Front,Macrotidal,Mesohaline,6.653333333,93.35333333,18.33,28.31,0,NA,9.666666667,1.65675,0.325587523
KAC,FR,2021,Low,West Coast,Bay Front,Macrotidal,Mesohaline,32.84,67.16210526,54.54315789,0.553157895,0.404083158,NA,3,0.482913061,0.947293311
KAC,FR,2021,Mid,West Coast,Bay Front,Macrotidal,Mesohaline,54.03628571,45.965,40.03014286,0.253142857,0.024785714,NA,3.442857143,0.691710398,0.984502099
KAC,FR,2021,Up,West Coast,Bay Front,Macrotidal,Mesohaline,4.853333333,95.12666667,14.15333333,47.90666667,0,NA,10,1.68314338,0.360042634
KAC,SC,2011,Low,West Coast,Bay Front,Macrotidal,Mesohaline,28.09647059,71.90352941,62.69588235,0,0.310825294,NA,3.352941176,0.825092138,1
KAC,SC,2011,Mid,West Coast,Bay Front,Macrotidal,Mesohaline,9.280625,90.719375,65.894375,0,0.341896875,NA,3.125,0.485041589,0.95535625
KAC,SC,2012,Low,West Coast,Bay Front,Macrotidal,Mesohaline,18.62533333,81.37666667,72.10333333,0,0.382136667,NA,3.666666667,0.878259967,1
KAC,SC,2012,Mid,West Coast,Bay Front,Macrotidal,Mesohaline,8.743125,91.255625,67.681875,0,0.34185125,NA,3.75,0.592788686,0.9535875
KAC,SC,2013,Low,West Coast,Bay Front,Macrotidal,Mesohaline,17.848,82.152,70.68066667,0,0.436832667,NA,3,0.734463403,1
KAC,SC,2013,Mid,West Coast,Bay Front,Macrotidal,Mesohaline,8.04375,91.95875,67.51875,0,0.35051,NA,2.8125,0.424469739,0.95005
KAC,SC,2019,Low,West Coast,Bay Front,Macrotidal,Mesohaline,18.63470588,81.36764706,70.82470588,0,0.391632353,NA,3.705882353,0.811735225,1
KAC,SC,2019,Mid,West Coast,Bay Front,Macrotidal,Mesohaline,10.18875,89.8125,75.979375,0,0.41115875,NA,3.3125,0.533473866,0.9875375
KAC,SC,2021,Low,West Coast,Bay Front,Macrotidal,Mesohaline,19.13117647,80.86941176,72.72588235,0,0.453796471,NA,3.764705882,0.765013569,1
KAC,SC,2021,Mid,West Coast,Bay Front,Macrotidal,Mesohaline,5.56375,94.436875,76.23,0,0.366688125,NA,3.1875,0.405805445,0.987351265
MAR,HF1,2012,Low,Gulf Coast,Bay Front,Microtidal,Polyhaline,1.872727273,98.12727273,98.05454545,NA,0.608363636,NA,2.545454545,0.620419299,0.999818182
MAR,HF1,2013,Low,Gulf Coast,Bay Front,Microtidal,Polyhaline,15.36363636,84.63636364,84.63636364,NA,0.57,NA,2.327272727,0.593293089,1
MAR,HF1,2014,Low,Gulf Coast,Bay Front,Microtidal,Polyhaline,29.76363636,69.87272727,69.85454545,NA,0.597545455,NA,2.363636364,0.490853109,1
MAR,HF1,2015,Low,Gulf Coast,Bay Front,Microtidal,Polyhaline,35.72727273,64.27272727,64.27272727,NA,0.669090909,NA,2.290909091,0.641373191,1
MAR,HF1,2016,Low,Gulf Coast,Bay Front,Microtidal,Polyhaline,64.25454545,35.74545455,35.74545455,NA,0.734727273,NA,1.963636364,0.443659595,1
MAR,HF1,2017,Low,Gulf Coast,Bay Front,Microtidal,Polyhaline,74.64545455,25.35454545,25.29090909,NA,0.789727273,NA,1.372727273,0.273323047,1
MAR,HF1,2018,Low,Gulf Coast,Bay Front,Microtidal,Polyhaline,64.13207547,35.86792453,34.77358491,NA,0.716037736,NA,1.528301887,0.267254255,0.999722222
MAR,HF1,2019,Low,Gulf Coast,Bay Front,Microtidal,Polyhaline,92.63636364,7.363636364,7.145454545,NA,0.942363636,NA,0.545454545,0.108291791,0.996336996
MAR,HF1,2020,Low,Gulf Coast,Bay Front,Microtidal,Polyhaline,89.25454545,10.74545455,10.74545455,NA,0.879090909,NA,0.581818182,0.143289227,1
MAR,HF2,2012,Low,Gulf Coast,Bay Front,Microtidal,Polyhaline,8.218181818,91.78181818,91.74545455,NA,0.467818182,NA,2.436363636,0.596791604,0.999811321
MAR,HF2,2013,Low,Gulf Coast,Bay Front,Microtidal,Polyhaline,16.72727273,83.27272727,83.27272727,NA,0.531818182,NA,2.454545455,0.689674444,1
MAR,HF2,2014,Low,Gulf Coast,Bay Front,Microtidal,Polyhaline,25.8,74.2,74.18181818,NA,0.554181818,NA,2.509090909,0.720785996,0.999790356
MAR,HF2,2015,Low,Gulf Coast,Bay Front,Microtidal,Polyhaline,54.98181818,45.01818182,45.01818182,NA,0.600727273,NA,1.654545455,0.451859061,1
MAR,HF2,2016,Low,Gulf Coast,Bay Front,Microtidal,Polyhaline,71.72727273,28.27272727,28.27272727,NA,0.629636364,NA,1.4,0.339144542,1
MAR,HF2,2017,Low,Gulf Coast,Bay Front,Microtidal,Polyhaline,74.09090909,25.90909091,25.88181818,NA,0.723090909,NA,0.990909091,0.128745672,1
MAR,HF2,2018,Low,Gulf Coast,Bay Front,Microtidal,Polyhaline,53.78181818,46.21818182,45.14545455,NA,0.582727273,NA,1.236363636,0.1609875,0.99902439
MAR,HF2,2019,Low,Gulf Coast,Bay Front,Microtidal,Polyhaline,83.69090909,16.30909091,13.70909091,NA,0.83,NA,1.018181818,0.174861337,0.998697917
MAR,HF2,2020,Low,Gulf Coast,Bay Front,Microtidal,Polyhaline,80.01904762,19.98095238,19.1047619,NA,0.662285714,NA,1.180952381,0.250638759,0.97316227
MAR,HF3,2012,Low,Gulf Coast,Bay Front,Microtidal,Polyhaline,13.69090909,86.30909091,86.27272727,NA,0.322181818,NA,2.036363636,0.381359566,0.999803922
MAR,HF3,2013,Low,Gulf Coast,Bay Front,Microtidal,Polyhaline,20.27777778,79.72222222,79.72222222,NA,0.502777778,NA,2.240740741,0.513723747,1
MAR,HF3,2014,Low,Gulf Coast,Bay Front,Microtidal,Polyhaline,38.38181818,61.61818182,61.61818182,NA,0.471090909,NA,2.272727273,0.546097663,1
MAR,HF3,2015,Low,Gulf Coast,Bay Front,Microtidal,Polyhaline,46.52727273,53.47272727,53.47272727,NA,0.514,NA,1.909090909,0.512755916,1
MAR,HF3,2016,Low,Gulf Coast,Bay Front,Microtidal,Polyhaline,63.96363636,36.03636364,36.03636364,NA,0.552909091,NA,1.654545455,0.344874534,1
MAR,HF3,2017,Low,Gulf Coast,Bay Front,Microtidal,Polyhaline,66.85321101,33.14678899,33.14678899,NA,0.674862385,NA,1.155963303,0.17356003,1
MAR,HF3,2018,Low,Gulf Coast,Bay Front,Microtidal,Polyhaline,49.05454545,50.94545455,50.50909091,NA,0.531636364,NA,1.345454545,0.159880755,0.996890034
MAR,HF3,2019,Low,Gulf Coast,Bay Front,Microtidal,Polyhaline,80.61818182,19.38181818,17.83636364,NA,0.805454545,NA,1.109090909,0.216371638,0.991071429
MAR,HF3,2020,Low,Gulf Coast,Bay Front,Microtidal,Polyhaline,94.14545455,5.854545455,5.854545455,NA,0.822909091,NA,0.509090909,0.075927846,1
MAR,MI-W,2011,Low,Gulf Coast,Bay Front,Microtidal,Polyhaline,59.83636364,40.16363636,40.16363636,NA,0.569272727,NA,2.290909091,0.531129879,1
MAR,MI-W,2012,Low,Gulf Coast,Bay Front,Microtidal,Polyhaline,27.4,72.6,72.58181818,NA,0.392909091,NA,2.109090909,0.433509578,0.999685535
MAR,MI-W,2013,Low,Gulf Coast,Bay Front,Microtidal,Polyhaline,46.30909091,53.69090909,53.61818182,NA,0.529818182,NA,1.763636364,0.267051192,1
MAR,MI-W,2014,Low,Gulf Coast,Bay Front,Microtidal,Polyhaline,35.77777778,64.22222222,64.18518519,NA,0.403148148,NA,2.481481481,0.369754997,0.999028183
MAR,MI-W,2015,Low,Gulf Coast,Bay Front,Microtidal,Polyhaline,35.24074074,64.75925926,64.75925926,NA,0.300925926,NA,2.425925926,0.432715125,1
MAR,MI-W,2016,Low,Gulf Coast,Bay Front,Microtidal,Polyhaline,50.21818182,49.74545455,49.74545455,NA,0.322256,NA,2.018181818,0.378979507,1
MAR,MI-W,2017,Low,Gulf Coast,Bay Front,Microtidal,Polyhaline,52.85454545,47.14545455,46.54545455,NA,0.490909091,NA,1.636363636,0.229495509,1
MAR,MI-W,2018,Low,Gulf Coast,Bay Front,Microtidal,Polyhaline,43.67272727,56.32727273,56.32727273,NA,0.391272727,NA,1.272727273,0.150625356,1
MAR,MI-W,2019,Low,Gulf Coast,Bay Front,Microtidal,Polyhaline,40.61818182,59.38181818,59.38181818,NA,0.185272727,NA,1.381818182,0.197806598,1
MAR,MI-W,2020,Low,Gulf Coast,Bay Front,Microtidal,Polyhaline,48.54545455,51.45454545,51.45454545,NA,0.395272727,NA,1.454545455,0.209618201,1
NAR,Coggeshall,2010,Low,Northeast,Bay Front,Microtidal,Polyhaline,17.93142857,82.06714286,82.06714286,NA,0.179318571,0,2.142857143,0.150286646,1
NAR,Coggeshall,2010,Mid,Northeast,Bay Front,Microtidal,Polyhaline,3.956363636,96.04454545,96.04454545,NA,0.475171818,0,3.454545455,0.78156082,1
NAR,Coggeshall,2010,Up,Northeast,Bay Front,Microtidal,Polyhaline,6.34,93.65666667,93.65666667,NA,0.520983333,0,4,1.063394047,1
NAR,Coggeshall,2011,Low,Northeast,Bay Front,Microtidal,Polyhaline,15.64142857,84.35857143,84.35857143,NA,0.156414286,0,2.142857143,0.17884868,1
NAR,Coggeshall,2011,Mid,Northeast,Bay Front,Microtidal,Polyhaline,6.009090909,93.99272727,93.99272727,NA,0.537699091,0,3.909090909,0.723355113,1
NAR,Coggeshall,2011,Up,Northeast,Bay Front,Microtidal,Polyhaline,16.63666667,83.36333333,83.36333333,NA,0.471166667,0,3.666666667,1.052765415,1
NAR,Coggeshall,2012,Low,Northeast,Bay Front,Microtidal,Polyhaline,11.50142857,88.49714286,88.49714286,NA,0.115015714,0,1.857142857,0.140175119,1
NAR,Coggeshall,2012,Mid,Northeast,Bay Front,Microtidal,Polyhaline,2.836363636,97.16454545,97.16454545,NA,0.563314545,0,3.818181818,0.818345646,1
NAR,Coggeshall,2012,Up,Northeast,Bay Front,Microtidal,Polyhaline,3.153333333,96.84666667,96.84666667,NA,0.559033333,0,4.333333333,1.188872941,1
NAR,Coggeshall,2013,Low,Northeast,Bay Front,Microtidal,Polyhaline,5.868571429,94.13142857,94.13142857,NA,0.058685714,0,1.285714286,0.036056112,1
NAR,Coggeshall,2013,Mid,Northeast,Bay Front,Microtidal,Polyhaline,3.944545455,96.05636364,96.05636364,NA,0.617049091,0,3,0.656458249,1
NAR,Coggeshall,2013,Up,Northeast,Bay Front,Microtidal,Polyhaline,1.173333333,98.83,98.83,NA,0.623916667,0,4.333333333,1.128390094,1
NAR,Coggeshall,2014,Low,Northeast,Bay Front,Microtidal,Polyhaline,17.74142857,82.26,82.26,NA,0.177412857,0,1.714285714,0.084288834,1
NAR,Coggeshall,2014,Mid,Northeast,Bay Front,Microtidal,Polyhaline,11.42454545,88.57363636,88.57363636,NA,0.599266364,0,3.181818182,0.565149834,1
NAR,Coggeshall,2014,Up,Northeast,Bay Front,Microtidal,Polyhaline,2.18,97.82333333,97.33,NA,0.66231,0.493333333,5,1.204645909,1
NAR,Coggeshall,2015,Low,Northeast,Bay Front,Microtidal,Polyhaline,15.56571429,84.43285714,84.43285714,NA,0.155658571,0,1.428571429,0.057365596,1
NAR,Coggeshall,2015,Mid,Northeast,Bay Front,Microtidal,Polyhaline,16.20727273,83.79363636,83.79363636,NA,0.596630909,0,3.181818182,0.51515535,1
NAR,Coggeshall,2015,Up,Northeast,Bay Front,Microtidal,Polyhaline,3.37,96.62666667,96.62666667,NA,0.67642,0,4.666666667,1.108859783,1
NAR,Coggeshall,2016,Low,Northeast,Bay Front,Microtidal,Polyhaline,25.85857143,74.14142857,74.14142857,NA,0.258585714,0,1.428571429,0.054405543,1
NAR,Coggeshall,2016,Mid,Northeast,Bay Front,Microtidal,Polyhaline,20.75818182,79.24090909,79.24090909,NA,0.541686364,0,3.545454545,0.504154165,1
NAR,Coggeshall,2016,Up,Northeast,Bay Front,Microtidal,Polyhaline,11.08333333,88.92,86.68,NA,0.540653333,2.24,5.666666667,1.173427221,1
NAR,Coggeshall,2017,Low,Northeast,Bay Front,Microtidal,Polyhaline,34.12571429,65.87428571,65.87428571,NA,0.3329,0,1.285714286,0.036185094,1
NAR,Coggeshall,2017,Mid,Northeast,Bay Front,Microtidal,Polyhaline,26.00272727,74,74,NA,0.535756364,0,3.363636364,0.464306441,1
NAR,Coggeshall,2017,Up,Northeast,Bay Front,Microtidal,Polyhaline,4.91,95.08666667,91.30666667,NA,0.611983333,3.78,4.666666667,1.139163501,1
NAR,Coggeshall,2018,Low,Northeast,Bay Front,Microtidal,Polyhaline,39.92857143,60.07142857,60.07142857,NA,0.399285714,0,1.571428571,0.065369837,1
NAR,Coggeshall,2018,Mid,Northeast,Bay Front,Microtidal,Polyhaline,31.73363636,68.26454545,68.26454545,NA,0.516818182,0,3.363636364,0.467588686,1
NAR,Coggeshall,2018,Up,Northeast,Bay Front,Microtidal,Polyhaline,26.84333333,73.16,69.46,NA,0.50929,3.7,5.333333333,1.055491875,1
NAR,Coggeshall,2019,Low,Northeast,Bay Front,Microtidal,Polyhaline,37.07714286,62.92285714,62.92285714,NA,0.370771429,0,1,0,1
NAR,Coggeshall,2019,Mid,Northeast,Bay Front,Microtidal,Polyhaline,34.51363636,65.48363636,65.48363636,NA,0.523382727,0,2.545454545,0.386049687,1
NAR,Coggeshall,2019,Up,Northeast,Bay Front,Microtidal,Polyhaline,27.03333333,72.96666667,68.96333333,NA,0.524393333,4.003333333,4.333333333,1.029077249,1
NAR,Coggeshall,2020,Low,Northeast,Bay Front,Microtidal,Polyhaline,37.96285714,62.03714286,62.03714286,NA,0.379628571,0,1.571428571,0.041642036,1
NAR,Coggeshall,2020,Mid,Northeast,Bay Front,Microtidal,Polyhaline,26.19545455,73.80545455,73.80545455,NA,0.590233636,0,3.272727273,0.424846569,1
NAR,Coggeshall,2020,Up,Northeast,Bay Front,Microtidal,Polyhaline,12.40666667,87.6,85.47333333,NA,0.5401,2.126666667,4.333333333,1.117135145,1
NAR,Coggeshall,2021,Low,Northeast,Bay Front,Microtidal,Polyhaline,13.76142857,86.23857143,86.23857143,NA,0.137612857,0,1.285714286,0.010610059,1
NAR,Coggeshall,2021,Mid,Northeast,Bay Front,Microtidal,Polyhaline,13.14727273,86.85272727,86.85272727,NA,0.709540909,0,2.909090909,0.389871248,1
NAR,Coggeshall,2021,Up,Northeast,Bay Front,Microtidal,Polyhaline,24.64,75.36,69.50333333,NA,0.470243333,5.856666667,4,1.054693352,1
NAR,Coggeshall,2022,Low,Northeast,Bay Front,Microtidal,Polyhaline,29.05428571,70.94285714,70.94285714,NA,0.290548571,0,1.571428571,0.025442514,1
NAR,Coggeshall,2022,Mid,Northeast,Bay Front,Microtidal,Polyhaline,24.75,75.25,75.25,NA,0.6363,0,3.090909091,0.372656819,1
NAR,Coggeshall,2022,Up,Northeast,Bay Front,Microtidal,Polyhaline,19.11333333,80.88666667,74.93333333,NA,0.419926667,5.953333333,4.333333333,1.199359294,1
NAR,Nag,2010,Low,Northeast,Bay Front,Microtidal,Polyhaline,0.6,99.404,99.404,NA,0.006,0,1.8,0.37203229,1
NAR,Nag,2010,Mid,Northeast,Bay Front,Microtidal,Polyhaline,6.265,93.735625,93.735625,NA,0.347155625,0,2.8125,0.623226184,1
NAR,Nag,2010,Up,Northeast,Bay Front,Microtidal,Polyhaline,0,100.01,92.38666667,NA,0.768256667,0,4.333333333,1.119676247,0.99556711
NAR,Nag,2011,Low,Northeast,Bay Front,Microtidal,Polyhaline,7.22,92.778,92.778,NA,0.072202,0,2.2,0.266461774,1
NAR,Nag,2011,Mid,Northeast,Bay Front,Microtidal,Polyhaline,8.804375,91.193125,91.159375,NA,0.34617875,0,2.75,0.614685272,0.999650621
NAR,Nag,2011,Up,Northeast,Bay Front,Microtidal,Polyhaline,0,100,87.90333333,NA,0.727333333,0,4.666666667,1.026010708,0.9954
NAR,Nag,2012,Low,Northeast,Bay Front,Microtidal,Polyhaline,3.878,96.122,96.122,NA,0.03878,0,2.2,0.238409777,1
NAR,Nag,2012,Mid,Northeast,Bay Front,Microtidal,Polyhaline,9.409375,90.590625,90.590625,NA,0.3675225,0,3.25,0.627555567,1
NAR,Nag,2012,Up,Northeast,Bay Front,Microtidal,Polyhaline,0,100.0066667,96.82333333,NA,0.791016667,0,5.666666667,1.083969916,0.99413392
NAR,Nag,2013,Low,Northeast,Bay Front,Microtidal,Polyhaline,3.858,96.142,96.142,NA,0.03858,0,2.6,0.317345936,1
NAR,Nag,2013,Mid,Northeast,Bay Front,Microtidal,Polyhaline,3.82125,96.17875,96.17875,NA,0.4089875,0,3.25,0.707674632,1
NAR,Nag,2013,Up,Northeast,Bay Front,Microtidal,Polyhaline,1.336666667,98.66,89.68333333,NA,0.73843,0,5.333333333,1.198919692,0.980005864
NAR,Nag,2014,Low,Northeast,Bay Front,Microtidal,Polyhaline,11.914,88.086,88.086,NA,0.11914,0,1.6,0.145500747,1
NAR,Nag,2014,Mid,Northeast,Bay Front,Microtidal,Polyhaline,11.72125,88.279375,88.279375,NA,0.41090125,0,2.75,0.578519988,1
NAR,Nag,2014,Up,Northeast,Bay Front,Microtidal,Polyhaline,0,100,96.05666667,NA,0.844566667,0,4.666666667,1.002567188,0.997
NAR,Nag,2015,Low,Northeast,Bay Front,Microtidal,Polyhaline,30.006,69.994,69.994,NA,0.30006,0,1.6,0.150313768,1
NAR,Nag,2015,Mid,Northeast,Bay Front,Microtidal,Polyhaline,21.00875,78.990625,78.990625,NA,0.34249375,0,2.6875,0.516867571,1
NAR,Nag,2015,Up,Northeast,Bay Front,Microtidal,Polyhaline,15.44666667,84.55333333,78.01,NA,0.7934,0,4,1.03504507,0.996866667
NAR,Nag,2016,Low,Northeast,Bay Front,Microtidal,Polyhaline,28.182,71.82,71.82,NA,0.281806,0,1.8,0.178304511,1
NAR,Nag,2016,Mid,Northeast,Bay Front,Microtidal,Polyhaline,14.504375,85.495625,85.495625,NA,0.409975,0,3.125,0.527962437,1
NAR,Nag,2016,Up,Northeast,Bay Front,Microtidal,Polyhaline,17.38666667,82.61,78.22666667,NA,0.78713,0,4.666666667,1.058312374,0.996186117
NAR,Nag,2017,Low,Northeast,Bay Front,Microtidal,Polyhaline,3.36,96.642,96.642,NA,0.03034,0,1.8,0.228386817,1
NAR,Nag,2017,Mid,Northeast,Bay Front,Microtidal,Polyhaline,6.16375,93.83625,93.83625,NA,0.500104375,0,2.6875,0.509000044,1
NAR,Nag,2017,Up,Northeast,Bay Front,Microtidal,Polyhaline,19.18666667,80.81666667,68.43,NA,0.702783333,0,3.666666667,0.927588478,1
NAR,Nag,2018,Low,Northeast,Bay Front,Microtidal,Polyhaline,14.94,85.062,85.062,NA,0.149398,0,1.6,0.106264854,1
NAR,Nag,2018,Mid,Northeast,Bay Front,Microtidal,Polyhaline,18.626875,81.373125,81.373125,NA,0.453954375,0,2.6875,0.453521428,1
NAR,Nag,2018,Up,Northeast,Bay Front,Microtidal,Polyhaline,2.236666667,97.76333333,96.83333333,NA,0.826733333,0,4.333333333,0.816374663,0.993733333
NAR,Nag,2019,Low,Northeast,Bay Front,Microtidal,Polyhaline,36.964,63.04,63.04,NA,0.36406,0,1.4,0.117812477,1
NAR,Nag,2019,Mid,Northeast,Bay Front,Microtidal,Polyhaline,19.476875,80.524375,80.524375,NA,0.469989375,0,2.5,0.429496993,1
NAR,Nag,2019,Up,Northeast,Bay Front,Microtidal,Polyhaline,6.606666667,93.39333333,93.23333333,NA,0.8246,0,4,0.927489201,0.998296785
NAR,Nag,2020,Low,Northeast,Bay Front,Microtidal,Polyhaline,45.58,54.422,54.422,NA,0.455786,0,1.8,0.172321969,1
NAR,Nag,2020,Mid,Northeast,Bay Front,Microtidal,Polyhaline,22.635625,77.365,77.365,NA,0.444309375,0,2.75,0.449091029,1
NAR,Nag,2020,Up,Northeast,Bay Front,Microtidal,Polyhaline,12.26,87.73666667,85.43666667,NA,0.88229,0,4.666666667,1.064181684,0.994043363
NAR,Nag,2021,Low,Northeast,Bay Front,Microtidal,Polyhaline,33.608,66.392,66.392,NA,0.336076,0,2.2,0.277396888,1
NAR,Nag,2021,Mid,Northeast,Bay Front,Microtidal,Polyhaline,14.81375,85.186875,85.186875,NA,0.504988125,0,3.0625,0.556158839,1
NAR,Nag,2021,Up,Northeast,Bay Front,Microtidal,Polyhaline,12.51333333,87.48,83.9,NA,0.785293333,0,4.333333333,1.070106321,1
NAR,Nag,2022,Low,Northeast,Bay Front,Microtidal,Polyhaline,36.746,63.254,63.254,NA,0.36746,0,1.6,0.139757904,1
NAR,Nag,2022,Mid,Northeast,Bay Front,Microtidal,Polyhaline,18.473125,81.524375,81.524375,NA,0.514525625,0,2.8125,0.471557839,1
NAR,Nag,2022,Up,Northeast,Bay Front,Microtidal,Polyhaline,4.703333333,95.28666667,94.64666667,NA,0.85964,0,4,1.022098785,1
NIW,Segment A,2006,Low,Southeast,Riverine,Microtidal,Polyhaline,64.99846154,35.00153846,35.00153846,0,0.493246154,NA,0.923076923,0,1
NIW,Segment A,2006,Mid,Southeast,Riverine,Microtidal,Polyhaline,29.642,70.359,69.257,0.166,0,NA,2.3,0.218092361,0.986609601
NIW,Segment A,2006,Up,Southeast,Riverine,Microtidal,Polyhaline,20,80,59,0,0.8,NA,6,1.127399589,1
NIW,Segment A,2007,Low,Southeast,Riverine,Microtidal,Polyhaline,51.88461538,48.11538462,48.11538462,0,0.441923077,NA,1,0.053319014,1
NIW,Segment A,2007,Mid,Southeast,Riverine,Microtidal,Polyhaline,31.047,68.954,61.98,1.861,0,NA,2.3,0.402364628,0.952256151
NIW,Segment A,2007,Up,Southeast,Riverine,Microtidal,Polyhaline,28,72,53.5,0,0.69,NA,4,1.130969568,0.958333333
NIW,Segment A,2008,Low,Southeast,Riverine,Microtidal,Polyhaline,48.84615385,51.15384615,51.15384615,0,0.380769231,NA,0.846153846,0,1
NIW,Segment A,2008,Mid,Southeast,Riverine,Microtidal,Polyhaline,24.026,75.972,69.543,0.198,0,NA,2.3,0.331229751,0.988039193
NIW,Segment A,2008,Up,Southeast,Riverine,Microtidal,Polyhaline,14.705,85.295,27.94,0,0.84805,NA,4,0.561755018,0.993058507
NIW,Segment A,2010,Low,Southeast,Riverine,Microtidal,Polyhaline,67.5,32.5,32.5,0,0.532142857,NA,0.785714286,0,1
NIW,Segment A,2010,Mid,Southeast,Riverine,Microtidal,Polyhaline,33.342,66.659,60.568,0.523,0,NA,2.4,0.401354978,0.976048231
NIW,Segment A,2010,Up,Southeast,Riverine,Microtidal,Polyhaline,39.5,60.5,52.75,0,0.5925,NA,5.5,0.860651771,0.96875
NIW,Segment A,2011,Low,Southeast,Riverine,Microtidal,Polyhaline,70.76923077,29.23076923,29.23076923,0,0.630769231,NA,0.846153846,0,1
NIW,Segment A,2011,Mid,Southeast,Riverine,Microtidal,Polyhaline,38.063,61.936,53.992,0.097,0,NA,2.9,0.461219688,0.930563777
NIW,Segment A,2011,Up,Southeast,Riverine,Microtidal,Polyhaline,37.975,62.025,57.995,0,0.6178,NA,5,0.622638566,0.996952358
NIW,Segment A,2013,Low,Southeast,Riverine,Microtidal,Polyhaline,28.46153846,71.53846154,71.53846154,0,0.207692308,NA,0.923076923,0,1
