"Reserve","SiteID","Vegetation_Zone","Total.unvegetated_slope","Bare_slope","Total.live.veg_slope","H.Halophyte_slope","EIR_slope","Richness_slope","SWdiv_slope","Salt_to_Total_slope","Spartina.alterniflora_slope","Juncus.roemerianus_slope","Wrack_slope","Other.Unvegetated_slope","B.Brackish_slope","F.Freshwater_slope","U.Upland_slope","Invasive_Cover_slope","Spartina.patens_slope","Dead_slope","Other.live.vegetation_slope","Water_slope","Salicornia.pacifica_slope","Rock_slope","Wood_slope","A.Algae_slope","tide_range_slope","temp_avg_slope","precip_sum_slope","Geomorphology","Tidal_Range","Salinity_category","SLR_since_1970","SLR_last19yrs","Latitude","NERR_Region","Region","NERRS_MARS","NERRs_Landscape_resiliency_condition_sum_quantile","NERRs_Landscape_resiliency_vulnerability_sum_quantile","NERRs_Landscape_UnvegVegEdge_ratio","NERRs_Landscape_Core_edge_ratio","NERRs_Landscape_%_Natural","NERRs_Landscape_tidal_range","NERRs_Landscape_Pct_MUC_below_MHHW","Criteria_for_site_not_met","SET_change","SET_deficit","proportion_low","proportion_midToHigh","proportion_uplandOrFresh","siteAvg_distance_to_water","siteAvg_orthometric_height","zoneAvg_distance_to_water","zoneAvg_orthometric_height"
"TJR","V1","Low",-0.422925388998123,,0.422925388998122,0.422925388998122,-0.00422925388998123,0,0,0,,,,-0.422925388998123,,,0,,,0,0,,0.422925388998122,,,,-0.00366666666666663,0.127017543859646,0.00590058479532156,"Back barrier","Mesotidal","Polyhaline",2.71,5.19,32.550214,"West Coast","NA31",3.46,3,-1,0.3,0.43,19.47,1.63,0.03,,,,0.148148148148148,0.592592592592593,0.259259259259259,30.2592592592593,1.88836296296296,61.075,2.37005
"TJR","V1","Mid",2.07598394131724,,-2.07600287801676,-2.07600287801676,-0.00310408661639032,-0.00795838569853947,-0.00117503653161173,0,,,,2.05477224573958,,,0,,,0.0212116955776577,0,,-2.22188132165857,,,,-0.00366666666666663,0.127017543859646,0.00590058479532156,"Back barrier","Mesotidal","Polyhaline",2.71,5.19,32.550214,"West Coast","NA31",3.46,3,-1,0.3,0.43,19.47,1.63,0.03,,,,0.148148148148148,0.592592592592593,0.259259259259259,30.2592592592593,1.88836296296296,34.6375,1.9421375
"TJR","V1","Up",0.523171801258706,,-0.522868779690207,-0.513257488479548,0,0.0415532572060669,0.00504732873786684,0.000112047296097429,,,,0.257783937731712,,,0,,,0.265387863526995,-0.0096112912106591,,-0.520855928251229,,,,-0.00366666666666663,0.127017543859646,0.00590058479532156,"Back barrier","Mesotidal","Polyhaline",2.71,5.19,32.550214,"West Coast","NA31",3.46,3,-1,0.3,0.43,19.47,1.63,0.03,,,,0.148148148148148,0.592592592592593,0.259259259259259,30.2592592592593,1.88836296296296,2.64285714285714,1.4902
"TJR","V3","Mid",-0.743621953550097,,0.743639622141038,0.611483089739619,-0.000955427474534505,-0.000258929793311945,0.0109976301127989,-0.00131689928955807,,,,-1.39067013420153,,,0.0202254991715903,,,0.647048180651436,0.111931033229829,,-0.0187803441833123,,,,-0.00366666666666663,0.127017543859646,0.00590058479532156,"Back barrier","Mesotidal","Polyhaline",2.71,5.19,32.565256,"West Coast","NA31",3.46,5,-3,0.8,0.68,64.19,1.63,0.24,,,,0,1,0,50.8541666666667,1.81729583333333,50.8541666666667,1.81729583333333
"TJR","V4","Mid",-0.80677953979227,,0.806605633520024,0.809082980230889,0.00132911928514036,-0.119112520262416,-0.0171509178979159,2.51036733933114e-05,,,,-0.833449571394259,,,0.000131708944739169,,,0.0266700316019887,-0.00260905565560349,,0.041571940026277,,,,-0.00366666666666663,0.127017543859646,0.00590058479532156,"Back barrier","Mesotidal","Polyhaline",2.71,5.19,32.574838,"West Coast","NA31",3.46,5,-3,0.8,0.68,64.19,1.63,0.24,,1.33,1.38,0.0416666666666667,0.958333333333333,0,29.525,1.63895,30.5695652173913,1.6473652173913
"TJR","V4","Low",-1.46604414013176,,1.46555928135666,1.46555928135666,-0.0146603808435127,-0.224250722198113,-0.0249472451807891,0,,,,-1.46604414013176,,,0,,,0,0,,0.0734313050924711,,,,-0.00366666666666663,0.127017543859646,0.00590058479532156,"Back barrier","Mesotidal","Polyhaline",2.71,5.19,32.574838,"West Coast","NA31",3.46,5,-3,0.8,0.68,64.19,1.63,0.24,,1.33,1.38,0.0416666666666667,0.958333333333333,0,29.525,1.63895,5.5,1.4454
"TJR","Brazo Creek","Mid",-1.87881552211023,,1.87831555131937,1.22837803740071,-0.0211522220181976,0.0799953265382215,0.0758218693745931,-0.00630416773769087,,,,-0.625018937375559,,,0.649937513918654,,,-1.25379658473467,0,,-3.40955355042993,,,,-0.00366666666666663,0.127017543859646,0.00590058479532156,"Back barrier","Mesotidal","Polyhaline",2.71,5.19,32.5465,"West Coast","NA31",3.46,3,-1,0.3,0.43,19.47,1.63,0.03,,,,0,0.833333333333333,0.166666666666667,,,,
"TJR","Brazo Creek","Up",-5.91406611501411,,5.91206652368643,5.73175829819576,0,-2.91835766774975e-05,0.0300968168526392,-0.00416179406786149,,,,2.65261154771036,,,0.180308225490664,,,-8.56667766272447,0,,0,,,,-0.00366666666666663,0.127017543859646,0.00590058479532156,"Back barrier","Mesotidal","Polyhaline",2.71,5.19,32.5465,"West Coast","NA31",3.46,3,-1,0.3,0.43,19.47,1.63,0.03,,,,0,0.833333333333333,0.166666666666667,,,,
"TJR","Horse Trail","Mid",-0.934559754044969,,0.934559754044971,0.920555239646053,-0.000198202848367694,-0.0266627738871501,-0.0147036149350289,-0.00014741602551327,,,,-0.51993576695639,,,0.014004514398919,,,-0.414623987088579,0,,0.566637188377725,,,,-0.00366666666666663,0.127017543859646,0.00590058479532156,"Back barrier","Mesotidal","Polyhaline",2.71,5.19,32.5446,"West Coast","NA31",3.46,3,-1,0.3,0.43,19.47,1.63,0.03,,,,0,1,0,,,,
"TJR","Model Marsh","Mid",-2.12058186303278,,2.12048662494014,2.12048662494014,-0.0148238722777404,-0.0428615897482382,-0.011099240794792,9.45672058383616e-17,,,,-2.60342205117478,,,0,,,0.482840188142,0,,2.2781568701339,,,,-0.00366666666666663,0.127017543859646,0.00590058479532156,"Back barrier","Mesotidal","Polyhaline",2.71,5.19,32.5458,"West Coast","NA31",3.46,3,-1,0.3,0.43,19.47,1.63,0.03,,6.59,-3.88,0.125,0.875,0,,,,
"TJR","Model Marsh","Low",-4.2722714649268,,4.2722714649268,4.2722714649268,-0.0554895094055177,1.65492610217133e-16,0.0367154023656014,9.92955661302797e-17,,,,-5.54895094055177,,,0,,,1.27667947562497,0,,3.27338111631398,,,,-0.00366666666666663,0.127017543859646,0.00590058479532156,"Back barrier","Mesotidal","Polyhaline",2.71,5.19,32.5458,"West Coast","NA31",3.46,3,-1,0.3,0.43,19.47,1.63,0.03,,6.59,-3.88,0.125,0.875,0,,,,
"WEL","WB","Low",-0.133457792020842,-0.320425325727758,0.133291835585957,-0.127953581906392,-0.000365633700269816,-0.0528687432346032,-0.0193716493662159,0.000179851755298506,,,-0.016046602077619,0,-0.0103267737534857,0,0,0,-1.42091251353055,0.203014135784534,-0.0123000615448654,,,,,0.283872252790701,0.00138596491228074,0.159321637426899,-0.120923976608185,"Back barrier","Mesotidal","Polyhaline",1.57,2.52,43.3233048333333,"Northeast","NA10",,3,-4,2.77,2.16,39.44,2.9,0.66,,4.4468,-2.8768,0.2,0.6,0.2,58.23,1.39975,3.0375,1.23125
"WEL","WB","Mid",-0.175122646728633,-0.198205724896705,0.174982270348097,0.0328502936064325,0.00518363161368061,-0.0629094669386602,-0.0117530381983237,-4.724123722422e-20,,,-0.00380999706316219,0,-0.0259670412267293,0,0,-0.00962185897761361,-0.514428079961005,0.0268930752312338,0,,,,,0.168099017968394,0.00138596491228074,0.159321637426899,-0.120923976608185,"Back barrier","Mesotidal","Polyhaline",1.57,2.52,43.3233048333333,"Northeast","NA10",,3,-4,2.77,2.16,39.44,2.9,0.66,,4.4468,-2.8768,0.2,0.6,0.2,58.23,1.39975,53.6958333333333,1.34958333333333
"WEL","WB","Up",0.191217025791302,-0.0585907675245118,-0.191090163429715,-1.00442276796523,-0.00577376913508354,0.0986224444597991,0.0204955848431435,-0.00377935211621893,,,0,0,0.427127168415655,0.00740024743008008,0.0510357897341111,-0.134401988605576,-0.870164194051562,0.249807793315813,0.32776939895567,,,,,0,0.00138596491228074,0.159321637426899,-0.120923976608185,"Back barrier","Mesotidal","Polyhaline",1.57,2.52,43.3233048333333,"Northeast","NA10",,3,-4,2.77,2.16,39.44,2.9,0.66,,4.4468,-2.8768,0.2,0.6,0.2,58.23,1.39975,127.025,1.71875
"WQB","Section 2","Low",-0.756881049177796,-0.237689007034377,0.756962091704132,0.489841060033447,0.00326860619290397,-0.00787818832984016,-0.00898660781312708,-5.40275446964001e-18,0.310532633836147,,-0.473884512962421,,0,0,0,0,-0.00407444304447154,-0.0453075291809985,0,,,,,0.267121031670685,0.00233333333333326,0.153684210526316,-0.258771929824554,"Back barrier","Microtidal","Polyhaline",3.59,5.1,41.554168,"Northeast","NA25",1.06,3,-6,2.94,0.38,48.7,1.37,0.7,,3.35,0.24,0.51063829787234,0.425531914893617,0.0638297872340425,73.7659574468085,0.16204347826087,52.0833333333333,0.0570833333333333
"WQB","Section 2","Mid",0.598672974344975,0.503797054437062,-0.59836746165124,-0.645650306991065,0.018922736737572,-0.0202378262690921,-0.0306685344836482,-0.000302475003624867,1.36498460920053,,0.352322237999084,,-8.13832131867178e-05,0,0.0238863881712549,0,-0.783639498935959,-0.257446318091171,-0.000162615503641406,,,,,0.023640455885399,0.00233333333333326,0.153684210526316,-0.258771929824554,"Back barrier","Microtidal","Polyhaline",3.59,5.1,41.554168,"Northeast","NA25",1.06,3,-6,2.94,0.38,48.7,1.37,0.7,,3.35,0.24,0.51063829787234,0.425531914893617,0.0638297872340425,73.7659574468085,0.16204347826087,89,0.2465
"WQB","Section 2","Up",2.19311086145506,0.445122178503997,-2.19266813240639,-1.91014754826065,-0.0174779450708852,-0.0225286116318359,-0.0552526468106521,-1.23551887036466e-17,0,,0.578313109397945,,-0.282520584145744,0,0,-0.0609888016862868,-1.38015912260905,1.16967557355312,0,,,,,0,0.00233333333333326,0.153684210526316,-0.258771929824554,"Back barrier","Microtidal","Polyhaline",3.59,5.1,41.554168,"Northeast","NA25",1.06,3,-6,2.94,0.38,48.7,1.37,0.7,,3.35,0.24,0.51063829787234,0.425531914893617,0.0638297872340425,73.7659574468085,0.16204347826087,145.666666666667,0.577
"WQB","Section 1","Mid",2.24422666239585,0.842032617274108,-2.24397981046692,-2.03638061445044,0.0115181064830395,0.123246376437253,-0.0253582402897294,0,0.517476024156257,,0.949416342385622,,0,0,0,0,-0.551593960270111,0.45277770273612,0,,,,,-0.207599196016475,0.00233333333333326,0.153684210526316,-0.258771929824554,"Back barrier","Microtidal","Polyhaline",3.59,5.1,41.552199,"Northeast","NA25",1.06,3,-6,2.94,0.38,48.7,1.37,0.7,,2.39,1.2,0.815789473684211,0.105263157894737,0.0789473684210526,59.7894736842105,0.0608167894736842,107.5,0.2806949375
"WQB","Section 1","Low",-0.0189359542752103,0.325173831126994,0.0191134207712565,-0.799832902388655,0.0108419427896071,0.104609525476295,0.0213658185975715,-3.51101376873128e-17,-0.886874085294721,,0.149869672147675,,0,0,0,0,-0.051660523913775,-0.493979457549879,0,,,,,0.818946323159912,0.00233333333333326,0.153684210526316,-0.258771929824554,"Back barrier","Microtidal","Polyhaline",3.59,5.1,41.552199,"Northeast","NA25",1.06,3,-6,2.94,0.38,48.7,1.37,0.7,,2.39,1.2,0.815789473684211,0.105263157894737,0.0789473684210526,59.7894736842105,0.0608167894736842,48.0645161290323,-0.03309425
"WQB","Section 3","Mid",0.314685459286582,0.610871106584932,-0.314327034613209,-0.680784168067599,0.0151212788660213,0.0269065786714241,-0.0128330217731322,6.68940854031056e-07,0.517931960992981,,0.0704865903243642,,-0.0168995455477339,0,0,0,-0.207923715928465,-0.366672237622715,-5.61040694289417e-05,,,,,0.383412783071553,0.00233333333333326,0.153684210526316,-0.258771929824554,"Back barrier","Microtidal","Polyhaline",3.59,5.1,41.553776,"Northeast","NA25",1.06,3,-6,2.94,0.38,48.7,1.37,0.7,,2.02,1.57,0.282051282051282,0.58974358974359,0.128205128205128,56.7692307692308,0.13505352991453,53.1739130434783,0.129814423913043
"WQB","Section 3","Up",-1.6765226652233,0.207064043761889,1.67693193339106,2.02120213820316,0.0243940191335719,-0.110703433929732,-0.0267736004171006,0.00987927713619635,0,,-0.506014916387566,,0.211436677426235,-0.389547820907539,-0.0622611039909731,0.04008925855636,-0.509290971197466,-1.37757179259762,-0.103897957339824,,,,,0,0.00233333333333326,0.153684210526316,-0.258771929824554,"Back barrier","Microtidal","Polyhaline",3.59,5.1,41.553776,"Northeast","NA25",1.06,3,-6,2.94,0.38,48.7,1.37,0.7,,2.02,1.57,0.282051282051282,0.58974358974359,0.128205128205128,56.7692307692308,0.13505352991453,94.6,0.37345585
"WQB","Section 3","Low",-0.456775013708319,-0.208197109921475,0.456951035859881,-0.288230131584591,0.00983944167922681,0.015020915701977,0.0116876723119012,-2.88317614419694e-17,-0.49806134688354,,0.0167376304272627,,0,0,0,0,-0.00810541174264485,-0.265315534214107,0,,,,,0.745181167444473,0.00233333333333326,0.153684210526316,-0.258771929824554,"Back barrier","Microtidal","Polyhaline",3.59,5.1,41.553776,"Northeast","NA25",1.06,3,-6,2.94,0.38,48.7,1.37,0.7,,2.02,1.57,0.282051282051282,0.58974358974359,0.128205128205128,56.7692307692308,0.13505352991453,47.0909090909091,0.0376433333333334
"WQB","Section 1","Up",-0.469440858581528,-2.263484542634,0.469305612767499,-3.1108640973012,-0.0514916892700462,-0.0189579057367448,0.0236851535246867,-0.0455238784504781,0,,3.76084249359787,,0.22465871126547,1.96401577286129,1.42784178617242,0,-1.33940845810406,-1.9667988095454,-0.0363465602304844,,,,,0,0.00233333333333326,0.153684210526316,-0.258771929824554,"Back barrier","Microtidal","Polyhaline",3.59,5.1,41.552199,"Northeast","NA25",1.06,3,-6,2.94,0.38,48.7,1.37,0.7,,2.39,1.2,0.815789473684211,0.105263157894737,0.0789473684210526,59.7894736842105,0.0608167894736842,117.333333333333,0.73806
