"","Reserve","SiteID","TransectID","PlotID","Vegetation_Zone","Region","Geomorphology","tidal_range","salinity","abiotic_cover_change","live_cover_change","halophyte_change","freshwater_change","EIR_change","invasive_cover_change","Richness_change","SWdiv_change","salt_ratio_change"
"1011","MAR","HF1","2","20","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",12.12,-12.12,-12.12,NA,0.07,NA,-0.25,-0.08,NA
"1012","MAR","HF1","2","4","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",11.62,-11.62,-11.62,NA,-0.01,NA,-0.12,-0.06,0
"1013","MAR","HF1","2","6","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",12.5,-12.5,-12.5,NA,0.01,NA,-0.38,-0.1,NA
"1014","MAR","HF1","2","8","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",12.5,-12.5,-12.5,NA,0.01,NA,-0.38,-0.05,NA
"1015","MAR","HF1","3","0","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",12.5,-12.5,-12.25,NA,0.12,NA,-0.62,-0.08,NA
"1016","MAR","HF1","3","10","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",12.5,-12.5,-12.5,NA,0.02,NA,-0.38,-0.11,NA
"1017","MAR","HF1","3","12","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",12.5,-12.5,-12.5,NA,0.08,NA,-0.25,-0.08,NA
"1018","MAR","HF1","3","14","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",12.5,-12.5,-12.5,NA,0.04,NA,-0.25,-0.08,NA
"1019","MAR","HF1","3","16","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",12.12,-12.12,-12.12,NA,0.07,NA,-0.25,-0.08,NA
"1020","MAR","HF1","3","18","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",9.38,-9.38,-9.38,NA,0.02,NA,-0.25,-0.06,NA
"1021","MAR","HF1","3","2","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",4.38,-4.38,-4.38,NA,-0.08,NA,0,0.02,0
"1022","MAR","HF1","3","20","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",12.5,-12.5,-12.5,NA,0.06,NA,-0.25,-0.09,NA
"1023","MAR","HF1","3","4","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",12.12,-12.12,-12.12,NA,-0.01,NA,-0.25,-0.05,0
"1024","MAR","HF1","3","6","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",12.5,-12.5,-12.5,NA,-0.01,NA,-0.38,-0.11,NA
"1025","MAR","HF1","3","8","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",12.5,-12.5,-12.5,NA,0.01,NA,-0.38,-0.1,NA
"1026","MAR","HF1","4","0","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",9.38,-9.38,-9.38,NA,0.12,NA,-0.25,-0.06,NA
"1027","MAR","HF1","4","10","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",12.5,-12.5,-12.5,NA,0.05,NA,-0.25,-0.09,NA
"1028","MAR","HF1","4","12","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",11.5,-11.5,-11.5,NA,0.1,NA,-0.25,-0.05,NA
"1029","MAR","HF1","4","14","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",12.5,-12.5,-12.5,NA,0.07,NA,-0.25,-0.08,NA
"1030","MAR","HF1","4","16","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",11.75,-11.75,-11.75,NA,0.07,NA,-0.25,-0.08,NA
"1031","MAR","HF1","4","18","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",12.5,-12.5,-12.5,NA,0.05,NA,-0.25,-0.08,NA
"1032","MAR","HF1","4","2","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",0,0,0,NA,-0.11,NA,0.12,0.03,0
"1033","MAR","HF1","4","20","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",12.5,-12.5,-12.5,NA,0.1,NA,-0.38,-0.07,NA
"1034","MAR","HF1","4","4","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",6.25,-6.25,-6.25,NA,-0.06,NA,0,0.08,0
"1035","MAR","HF1","4","6","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",12.38,-12.38,-12.38,NA,-0.06,NA,-0.25,-0.1,0
"1036","MAR","HF1","4","8","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",10.38,-10.38,-10.38,NA,-0.06,NA,-0.12,0.02,0
"1037","MAR","HF1","5","0","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",12.5,-12.5,-12.5,NA,0.11,NA,-0.5,-0.08,NA
"1038","MAR","HF1","5","10","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",12.5,-12.5,-12.5,NA,0.06,NA,-0.25,-0.09,NA
"1039","MAR","HF1","5","12","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",12.5,-12.5,-12.5,NA,0.1,NA,-0.25,-0.06,NA
"1040","MAR","HF1","5","14","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",12.5,-12.5,-12.5,NA,0.11,NA,-0.38,-0.06,NA
"1041","MAR","HF1","5","16","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",12.5,-12.5,-12.5,NA,0.06,NA,-0.25,-0.09,NA
"1042","MAR","HF1","5","18","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",12.5,-12.5,-12.5,NA,0.06,NA,-0.25,-0.09,NA
"1043","MAR","HF1","5","2","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",12.25,-12.25,-12.25,NA,0,NA,-0.12,0,0
"1044","MAR","HF1","5","20","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",12.5,-12.5,-12.5,NA,0.04,NA,-0.38,-0.12,NA
"1045","MAR","HF1","5","4","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",0,0,0.25,NA,-0.08,NA,-0.12,-0.03,0
"1046","MAR","HF1","5","6","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",10,-10,-10,NA,-0.03,NA,-0.12,0,0
"1047","MAR","HF1","5","8","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",11.88,-11.88,-11.88,NA,-0.04,NA,-0.12,-0.05,0
"1048","MAR","HF2","1","0","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",9.38,-9.38,-9.38,NA,0.12,NA,-0.25,-0.03,NA
"1049","MAR","HF2","1","10","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",12.38,-12.38,-12.38,NA,0.1,NA,-0.25,-0.06,0
"1050","MAR","HF2","1","12","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",4.88,-4.88,-4.88,NA,-0.01,NA,0,-0.08,0
"1051","MAR","HF2","1","14","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",0,0,0,NA,0,NA,0,0,NA
"1052","MAR","HF2","1","16","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",0,0,0,NA,0.01,NA,0,0,NA
"1053","MAR","HF2","1","18","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",12.12,-12.12,-12.12,NA,0.08,NA,-0.25,-0.08,NA
"1054","MAR","HF2","1","2","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",8.5,-8.5,-8.5,NA,0.02,NA,-0.12,-0.1,0
"1055","MAR","HF2","1","20","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",12.5,-12.5,-12.5,NA,0.11,NA,-0.25,-0.04,NA
"1056","MAR","HF2","1","22","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1057","MAR","HF2","1","24","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1058","MAR","HF2","1","26","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1059","MAR","HF2","1","28","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1060","MAR","HF2","1","30","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1061","MAR","HF2","1","32","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1062","MAR","HF2","1","34","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1063","MAR","HF2","1","36","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1064","MAR","HF2","1","38","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1065","MAR","HF2","1","4","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",12.5,-12.5,-12.5,NA,0.04,NA,-0.38,-0.14,NA
"1066","MAR","HF2","1","40","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1067","MAR","HF2","1","6","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",12.5,-12.5,-12.5,NA,0.01,NA,-0.25,-0.04,NA
"1068","MAR","HF2","1","8","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",11.5,-11.5,-11.5,NA,0.07,NA,-0.25,-0.08,NA
"1069","MAR","HF2","2","0","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",12.5,-12.5,-12.5,NA,0.12,NA,-0.38,-0.06,NA
"1070","MAR","HF2","2","10","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",12.5,-12.5,-12.5,NA,0.03,NA,-0.38,-0.14,NA
"1071","MAR","HF2","2","12","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",12.5,-12.5,-12.5,NA,0.01,NA,-0.25,-0.08,NA
"1072","MAR","HF2","2","14","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",12.5,-12.5,-12.5,NA,0.07,NA,-0.38,-0.06,NA
"1073","MAR","HF2","2","16","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",11.25,-11.25,-11.25,NA,0.09,NA,-0.25,-0.07,NA
"1074","MAR","HF2","2","18","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",6.88,-6.88,-6.88,NA,0.07,NA,-0.12,0,NA
"1075","MAR","HF2","2","2","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",-1.25,1.25,1.25,NA,-0.04,NA,-0.25,-0.13,0
"1076","MAR","HF2","2","20","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",12.5,-12.5,-12.5,NA,0.07,NA,-0.25,-0.08,NA
"1077","MAR","HF2","2","22","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1078","MAR","HF2","2","24","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1079","MAR","HF2","2","26","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1080","MAR","HF2","2","28","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1081","MAR","HF2","2","30","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1082","MAR","HF2","2","32","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1083","MAR","HF2","2","34","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1084","MAR","HF2","2","36","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1085","MAR","HF2","2","38","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1086","MAR","HF2","2","4","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",12.25,-12.25,-12.25,NA,-0.08,NA,-0.25,-0.13,0
"1087","MAR","HF2","2","40","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1088","MAR","HF2","2","6","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",0,0,0,NA,-0.12,NA,-0.25,-0.09,0
"1089","MAR","HF2","2","8","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",4.38,-4.38,-4.38,NA,-0.04,NA,-0.12,-0.04,0
"1090","MAR","HF2","3","0","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",12.5,-12.5,-12.5,NA,0.12,NA,-0.38,-0.06,NA
"1091","MAR","HF2","3","10","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",8.62,-8.62,-8.62,NA,0.04,NA,-0.12,-0.12,0
"1092","MAR","HF2","3","12","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",12.5,-12.5,-12.5,NA,0.12,NA,-0.25,-0.03,NA
"1093","MAR","HF2","3","14","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",11.88,-11.88,-11.88,NA,0.11,NA,-0.25,-0.03,NA
"1094","MAR","HF2","3","16","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",11.88,-11.88,-11.88,NA,0.04,NA,-0.38,-0.13,NA
"1095","MAR","HF2","3","18","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",5.88,-5.88,-5.88,NA,0.03,NA,-0.25,-0.08,0
"1096","MAR","HF2","3","2","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",0,0,0,NA,-0.1,NA,0,-0.04,0
"1097","MAR","HF2","3","20","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",10.62,-10.62,-10.62,NA,0.09,NA,-0.25,-0.06,NA
"1098","MAR","HF2","3","22","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1099","MAR","HF2","3","24","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1100","MAR","HF2","3","26","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1101","MAR","HF2","3","28","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1102","MAR","HF2","3","30","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1103","MAR","HF2","3","32","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1104","MAR","HF2","3","34","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1105","MAR","HF2","3","36","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1106","MAR","HF2","3","38","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1107","MAR","HF2","3","4","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",11.12,-11.12,-11,NA,0.02,NA,-0.38,-0.09,NA
"1108","MAR","HF2","3","40","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1109","MAR","HF2","3","6","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",12.5,-12.5,-12.5,NA,0.07,NA,-0.25,-0.08,NA
"1110","MAR","HF2","3","8","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",11.38,-11.38,-11.38,NA,-0.07,NA,0,0.01,0
"1111","MAR","HF2","4","0","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",12.5,-12.5,-12.5,NA,0.12,NA,-0.25,-0.05,NA
"1112","MAR","HF2","4","10","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",12.5,-12.5,-12.5,NA,0.01,NA,-0.38,-0.06,NA
"1113","MAR","HF2","4","12","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",12.5,-12.5,-12.5,NA,0.07,NA,-0.38,-0.1,NA
"1114","MAR","HF2","4","14","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",12.25,-12.25,-12.25,NA,0.08,NA,-0.25,-0.08,NA
"1115","MAR","HF2","4","16","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",11.5,-11.5,-11.5,NA,0.11,NA,-0.25,-0.03,NA
"1116","MAR","HF2","4","18","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",12.38,-12.38,-12.38,NA,0.08,NA,-0.12,-0.03,0
"1117","MAR","HF2","4","2","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",3.12,-3.12,-3.12,NA,-0.02,NA,-0.12,-0.01,0
"1118","MAR","HF2","4","20","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",12.5,-12.5,-12.38,NA,0.12,NA,-0.38,-0.04,NA
"1119","MAR","HF2","4","22","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1120","MAR","HF2","4","24","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1121","MAR","HF2","4","26","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1122","MAR","HF2","4","28","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1123","MAR","HF2","4","30","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1124","MAR","HF2","4","32","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1125","MAR","HF2","4","34","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1126","MAR","HF2","4","36","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1127","MAR","HF2","4","38","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1128","MAR","HF2","4","4","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",12.5,-12.5,-12.5,NA,0.06,NA,-0.38,-0.11,NA
"1129","MAR","HF2","4","40","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1130","MAR","HF2","4","6","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",11.88,-11.88,-11.88,NA,-0.04,NA,0,-0.01,0
"1131","MAR","HF2","4","8","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",12.5,-12.5,-12.5,NA,0.06,NA,-0.38,-0.13,NA
"1132","MAR","HF2","5","0","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",12.38,-12.38,-12.38,NA,0.12,NA,-0.25,-0.05,0
"1133","MAR","HF2","5","10","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",12.5,-12.5,-12.5,NA,0.07,NA,-0.25,-0.09,NA
"1134","MAR","HF2","5","12","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",10,-10,-10,NA,0.08,NA,-0.25,-0.06,NA
"1135","MAR","HF2","5","14","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",11.25,-11.25,-11.25,NA,0.1,NA,-0.25,-0.04,NA
"1136","MAR","HF2","5","16","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",10.62,-10.62,-10.62,NA,0.1,NA,-0.25,-0.02,NA
"1137","MAR","HF2","5","18","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",12.5,-12.5,-12.5,NA,0.11,NA,-0.25,-0.04,NA
"1138","MAR","HF2","5","2","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",6,-6,-6,NA,-0.08,NA,0,0.04,0
"1139","MAR","HF2","5","20","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",9,-9,-9,NA,0.03,NA,-0.12,-0.06,0
"1140","MAR","HF2","5","22","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1141","MAR","HF2","5","24","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1142","MAR","HF2","5","26","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1143","MAR","HF2","5","28","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1144","MAR","HF2","5","30","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1145","MAR","HF2","5","32","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1146","MAR","HF2","5","34","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1147","MAR","HF2","5","36","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1148","MAR","HF2","5","38","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1149","MAR","HF2","5","4","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",12.25,-12.25,-12.5,NA,0.01,NA,-0.25,-0.09,0
"1150","MAR","HF2","5","40","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1151","MAR","HF2","5","6","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",12.5,-12.5,-12.5,NA,0.09,NA,-0.38,-0.1,NA
"1152","MAR","HF2","5","8","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",12.5,-12.5,-12.5,NA,-0.01,NA,-0.38,-0.13,NA
"1153","MAR","HF3","1","0","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",12.25,-12.25,-12.25,NA,0.12,NA,-0.25,-0.04,NA
"1154","MAR","HF3","1","10","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",12.5,-12.5,-12.5,NA,0.09,NA,-0.25,-0.01,NA
"1155","MAR","HF3","1","12","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",12.5,-12.5,-12.5,NA,0.12,NA,-0.12,0,NA
"1156","MAR","HF3","1","14","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",10.75,-10.75,-10.75,NA,0.08,NA,0,0,0
"1157","MAR","HF3","1","16","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",12.5,-12.5,-12.5,NA,-0.07,NA,-0.38,-0.08,NA
"1158","MAR","HF3","1","18","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",12.5,-12.5,-12.5,NA,0.1,NA,-0.38,-0.07,NA
"1159","MAR","HF3","1","2","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",10.25,-10.25,-10.25,NA,0.06,NA,-0.12,-0.05,0
"1160","MAR","HF3","1","20","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",10.5,-10.5,-10.25,NA,-0.01,NA,-0.25,-0.05,0
"1161","MAR","HF3","1","4","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",9.62,-9.62,-9.62,NA,0.07,NA,-0.25,-0.1,0
"1162","MAR","HF3","1","6","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",12,-12,-12,NA,0.1,NA,-0.25,-0.04,NA
"1163","MAR","HF3","1","8","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",12.5,-12.5,-12.5,NA,0.12,NA,-0.12,0,NA
"1164","MAR","HF3","2","0","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",0,0,0,NA,0,NA,0,0,NA
"1165","MAR","HF3","2","10","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",12.5,-12.5,-12.5,NA,0.11,NA,-0.25,-0.05,NA
"1166","MAR","HF3","2","12","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",11.75,-11.75,-11.75,NA,0.04,NA,-0.12,-0.05,0
"1167","MAR","HF3","2","14","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",12.25,-12.25,-12.25,NA,0.11,NA,-0.38,-0.02,NA
"1168","MAR","HF3","2","16","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",12.5,-12.5,-12.5,NA,0.07,NA,-0.38,-0.12,NA
"1169","MAR","HF3","2","18","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",12.12,-12.12,-12.12,NA,0,NA,-0.25,-0.1,0
"1170","MAR","HF3","2","2","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",11.75,-11.75,-11.75,NA,0.1,NA,-0.38,-0.07,0
"1171","MAR","HF3","2","20","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",6.88,-6.88,-6.88,NA,0.06,NA,-0.12,-0.04,0
"1172","MAR","HF3","2","4","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",11.88,-11.88,-11.88,NA,0.05,NA,-0.12,-0.07,0
"1173","MAR","HF3","2","6","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",6.88,-6.88,-6.88,NA,0.07,NA,-0.12,0,NA
"1174","MAR","HF3","2","8","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",11.88,-11.88,-11.88,NA,0.1,NA,-0.25,-0.05,NA
"1175","MAR","HF3","3","0","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",2.25,-2.25,-2.25,NA,0.02,NA,-0.12,0,NA
"1176","MAR","HF3","3","10","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",11.5,-11.5,-11.5,NA,0.12,NA,-0.12,0,NA
"1177","MAR","HF3","3","12","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",12.5,-12.5,-12.5,NA,0.12,NA,-0.12,0,NA
"1178","MAR","HF3","3","14","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",12.5,-12.5,-12.5,NA,0.12,NA,-0.12,0,NA
"1179","MAR","HF3","3","16","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",12.12,-12.12,-12.12,NA,0.03,NA,0,0,0
"1180","MAR","HF3","3","18","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",10,-10,-10,NA,0,NA,-0.12,-0.01,0
"1181","MAR","HF3","3","2","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",12.25,-12.25,-12.25,NA,0.1,NA,-0.25,-0.06,NA
"1182","MAR","HF3","3","20","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",-7.75,7.75,7.75,NA,0.02,NA,0.12,0.01,0
"1183","MAR","HF3","3","4","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",11.25,-11.25,-11.25,NA,0.07,NA,-0.25,-0.08,NA
"1184","MAR","HF3","3","6","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",12.5,-12.5,-12.5,NA,0.11,NA,-0.25,-0.04,NA
"1185","MAR","HF3","3","8","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",12.5,-12.5,-12.5,NA,0.12,NA,-0.12,0,NA
