"","Reserve","SiteID","TransectID","PlotID","Vegetation_Zone","Year","abiotic_cover","live_cover","halophyte","freshwater","EIR","invasive_cover","Richness","SWdiv","salt_ratio","Region","Geomorphology","tidal_range","salinity"
"8198","MAR","MI-W","2","2","Low",2014,67,33,33,NA,0.3,NA,2,0.304636097,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8199","MAR","MI-W","2","20","Low",2014,9,91,91,NA,0.49,NA,4,1.044590922,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8200","MAR","MI-W","2","4","Low",2014,1,99,99,NA,0,NA,2,0.327296741,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8201","MAR","MI-W","2","6","Low",2014,0,100,100,NA,0,NA,1,0,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8202","MAR","MI-W","2","8","Low",2014,15,85,85,NA,0.16,NA,3,0.175153931,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8203","MAR","MI-W","3","0","Low",2014,100,0,0,NA,0,NA,0,0,NA,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8204","MAR","MI-W","3","10","Low",2014,2,98,98,NA,0.73,NA,4,0.715040367,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8205","MAR","MI-W","3","12","Low",2014,20,80,80,NA,0.4,NA,2,0.562335145,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8206","MAR","MI-W","3","14","Low",2014,37,63,63,NA,0.39,NA,3,0.22175428,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8207","MAR","MI-W","3","16","Low",2014,35,65,65,NA,0.95,NA,4,0.344287107,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8208","MAR","MI-W","3","18","Low",2014,46,54,54,NA,0.86,NA,3,0.727387629,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8209","MAR","MI-W","3","2","Low",2014,100,0,0,NA,0.3,NA,0,0,NA,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8210","MAR","MI-W","3","20","Low",2014,46,54,54,NA,0.96,NA,3,0.315396287,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8211","MAR","MI-W","3","4","Low",2014,40,60,60,NA,0,NA,1,0,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8212","MAR","MI-W","3","6","Low",2014,15,85,85,NA,0.2,NA,4,0.350057397,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8213","MAR","MI-W","3","8","Low",2014,41,59,59,NA,0.88,NA,4,0.913166696,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8214","MAR","MI-W","4","0","Low",2014,100,0,0,NA,0,NA,0,0,NA,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8215","MAR","MI-W","4","10","Low",2014,48,52,52,NA,0.88,NA,4,1.230131189,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8216","MAR","MI-W","4","12","Low",2014,62,38,38,NA,0.82,NA,4,0.955436348,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8217","MAR","MI-W","4","14","Low",2014,79,21,21,NA,0.89,NA,3,0.851584254,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8218","MAR","MI-W","4","16","Low",2014,38,62,62,NA,0.48,NA,4,0.690330776,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8219","MAR","MI-W","4","18","Low",2014,10,90,90,NA,0.27,NA,3,0.553025375,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8220","MAR","MI-W","4","2","Low",2014,95,5,5,NA,0.55,NA,1,0,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8221","MAR","MI-W","4","20","Low",2014,0,100,100,NA,0.9,NA,4,1.018230154,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8222","MAR","MI-W","4","4","Low",2014,8,92,92,NA,0,NA,1,0,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8223","MAR","MI-W","4","6","Low",2014,5,95,95,NA,0.99,NA,3,0.264026087,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8224","MAR","MI-W","5","0","Low",2014,100,0,0,NA,0,NA,0,0,NA,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8225","MAR","MI-W","5","10","Low",2014,0,100,100,NA,0.01,NA,3,0.111902057,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8226","MAR","MI-W","5","12","Low",2014,77,23,23,NA,0.77,NA,3,0.470235962,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8227","MAR","MI-W","5","14","Low",2014,10,90,90,NA,1,NA,2,0.061047038,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8228","MAR","MI-W","5","16","Low",2014,19,81,81,NA,0.6,NA,3,0.751111422,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8229","MAR","MI-W","5","18","Low",2014,0,100,100,NA,0.9,NA,3,0.380025308,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8230","MAR","MI-W","5","2","Low",2014,58,42,40,NA,0.23,NA,2,0.191444082,0.952380952,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8231","MAR","MI-W","5","20","Low",2014,5,95,95,NA,0.84,NA,4,1.069089151,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8232","MAR","MI-W","5","4","Low",2014,8,92,92,NA,0.05,NA,2,0.211123404,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8233","MAR","MI-W","5","6","Low",2014,0,100,100,NA,0,NA,1,0,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8234","MAR","MI-W","5","8","Low",2014,28,72,72,NA,0.28,NA,3,0.146184634,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8235","MAR","MI-W","1","0","Low",2015,100,0,0,NA,0,NA,0,0,NA,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8236","MAR","MI-W","1","10","Low",2015,5,95,95,NA,0.15,NA,4,0.509198534,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8237","MAR","MI-W","1","12","Low",2015,10,90,90,NA,0.1,NA,2,0.061047038,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8238","MAR","MI-W","1","14","Low",2015,0,100,100,NA,0,NA,1,0,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8239","MAR","MI-W","1","16","Low",2015,20,80,80,NA,0.21,NA,3,0.300176554,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8240","MAR","MI-W","1","18","Low",2015,5,95,95,NA,0.06,NA,3,0.116700546,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8241","MAR","MI-W","1","2","Low",2015,90,10,10,NA,0.08,NA,2,0.500402424,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8242","MAR","MI-W","1","20","Low",2015,40,60,60,NA,0.42,NA,4,0.453133546,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8243","MAR","MI-W","1","6","Low",2015,20,80,80,NA,0.2,NA,1,0,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8244","MAR","MI-W","1","8","Low",2015,8,92,92,NA,0.08,NA,2,0.059960152,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8245","MAR","MI-W","2","0","Low",2015,100,0,0,NA,0,NA,0,0,NA,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8246","MAR","MI-W","2","10","Low",2015,5,95,95,NA,0.29,NA,4,0.787661722,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8247","MAR","MI-W","2","12","Low",2015,30,70,70,NA,0.3,NA,2,0.257318641,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8248","MAR","MI-W","2","14","Low",2015,2,98,98,NA,0.04,NA,3,0.156349121,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8249","MAR","MI-W","2","16","Low",2015,5,95,95,NA,0.46,NA,3,0.733241979,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8250","MAR","MI-W","2","18","Low",2015,30,70,70,NA,0.45,NA,4,0.895332666,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8251","MAR","MI-W","2","2","Low",2015,100,0,0,NA,0,NA,0,0,NA,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8252","MAR","MI-W","2","20","Low",2015,5,95,95,NA,0.35,NA,4,0.879045168,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8253","MAR","MI-W","2","4","Low",2015,40,60,60,NA,0.02,NA,3,0.78774606,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8254","MAR","MI-W","2","6","Low",2015,0,100,100,NA,0,NA,1,0,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8255","MAR","MI-W","2","8","Low",2015,5,95,95,NA,0.05,NA,2,0.058406265,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8256","MAR","MI-W","3","0","Low",2015,100,0,0,NA,0,NA,0,0,NA,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8257","MAR","MI-W","3","10","Low",2015,15,85,85,NA,0.5,NA,3,0.958691859,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8258","MAR","MI-W","3","12","Low",2015,2,98,98,NA,0.22,NA,4,0.749438952,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8259","MAR","MI-W","3","14","Low",2015,10,90,90,NA,0.15,NA,3,0.319840177,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8260","MAR","MI-W","3","16","Low",2015,34,66,66,NA,0.94,NA,3,0.345596207,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8261","MAR","MI-W","3","18","Low",2015,60,40,40,NA,0.8,NA,3,1.039720771,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8262","MAR","MI-W","3","2","Low",2015,100,0,0,NA,0,NA,0,0,NA,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8263","MAR","MI-W","3","20","Low",2015,37,63,63,NA,0.87,NA,3,0.646565327,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8264","MAR","MI-W","3","4","Low",2015,85,15,15,NA,0,NA,1,0,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8265","MAR","MI-W","3","6","Low",2015,0,100,100,NA,0.05,NA,3,0.254001195,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8266","MAR","MI-W","3","8","Low",2015,10,90,90,NA,0.18,NA,4,0.570803427,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8267","MAR","MI-W","4","0","Low",2015,100,0,0,NA,0,NA,0,0,NA,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8268","MAR","MI-W","4","10","Low",2015,10,90,90,NA,0.84,NA,4,1.161154224,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8269","MAR","MI-W","4","12","Low",2015,10,90,90,NA,0.23,NA,4,0.657742671,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8270","MAR","MI-W","4","14","Low",2015,73,27,27,NA,0.89,NA,4,0.938555238,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8271","MAR","MI-W","4","16","Low",2015,15,85,85,NA,0.4,NA,5,1.294576916,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8272","MAR","MI-W","4","18","Low",2015,0,100,100,NA,0.2,NA,4,0.826065187,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8273","MAR","MI-W","4","2","Low",2015,100,0,0,NA,0,NA,0,0,NA,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8274","MAR","MI-W","4","20","Low",2015,0,100,100,NA,0.97,NA,4,0.825726367,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8275","MAR","MI-W","4","4","Low",2015,95,5,5,NA,0,NA,1,0,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8276","MAR","MI-W","4","6","Low",2015,5,95,95,NA,1,NA,2,0.336495758,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8277","MAR","MI-W","4","8","Low",2015,44,56,56,NA,0.54,NA,4,0.739904952,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8278","MAR","MI-W","5","0","Low",2015,100,0,0,NA,0,NA,0,0,NA,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8279","MAR","MI-W","5","10","Low",2015,2,98,98,NA,0.25,NA,3,0.614223866,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8280","MAR","MI-W","5","12","Low",2015,80,20,20,NA,0.8,NA,2,0.562335145,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8281","MAR","MI-W","5","14","Low",2015,20,80,80,NA,1,NA,1,0,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8282","MAR","MI-W","5","16","Low",2015,35,65,65,NA,0.54,NA,4,1.02866934,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8283","MAR","MI-W","5","18","Low",2015,1,99,99,NA,0.83,NA,4,1.094918266,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8284","MAR","MI-W","5","2","Low",2015,40,60,60,NA,0,NA,1,0,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8285","MAR","MI-W","5","20","Low",2015,30,70,70,NA,0.79,NA,4,1.15335477,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8286","MAR","MI-W","5","4","Low",2015,70,30,30,NA,0,NA,2,0.636514168,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8287","MAR","MI-W","5","6","Low",2015,0,100,100,NA,0,NA,1,0,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8288","MAR","MI-W","5","8","Low",2015,0,100,100,NA,0,NA,2,0.056001534,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8289","MAR","HF1","1","0","Low",2015,100,0,0,NA,1,NA,0,0,NA,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8290","MAR","HF1","1","10","Low",2015,0,100,100,NA,1,NA,1,0,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8291","MAR","HF1","1","12","Low",2015,40,60,60,NA,0.3,NA,2,0.693147181,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8292","MAR","HF1","1","14","Low",2015,40,60,60,NA,0.3,NA,3,1.011404265,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8293","MAR","HF1","1","16","Low",2015,65,35,35,NA,0.25,NA,3,1.078992208,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8294","MAR","HF1","1","18","Low",2015,75,25,25,NA,0.05,NA,2,0.500402424,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8295","MAR","HF1","1","2","Low",2015,50,50,50,NA,1,NA,2,0.500402424,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8296","MAR","HF1","1","20","Low",2015,60,40,40,NA,0.2,NA,3,1.039720771,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8297","MAR","HF1","1","4","Low",2015,50,50,50,NA,0.5,NA,2,0.673011667,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8298","MAR","HF1","1","6","Low",2015,20,80,80,NA,0.9,NA,3,0.73562194,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8299","MAR","HF1","1","8","Low",2015,35,65,65,NA,0.95,NA,2,0.271189373,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8300","MAR","HF1","2","0","Low",2015,95,5,5,NA,0.95,NA,1,0,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8301","MAR","HF1","2","10","Low",2015,25,75,75,NA,1,NA,2,0.392674467,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8302","MAR","HF1","2","12","Low",2015,20,80,80,NA,0.4,NA,3,0.974314753,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8303","MAR","HF1","2","14","Low",2015,35,65,65,NA,0.5,NA,3,1.073394281,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8304","MAR","HF1","2","16","Low",2015,30,70,70,NA,0.5,NA,3,1.078992208,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8305","MAR","HF1","2","18","Low",2015,20,80,80,NA,0.9,NA,3,0.73562194,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8306","MAR","HF1","2","2","Low",2015,50,50,50,NA,0.3,NA,2,0.673011667,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8307","MAR","HF1","2","20","Low",2015,35,65,65,NA,0.4,NA,3,1.073394281,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8308","MAR","HF1","2","4","Low",2015,40,60,60,NA,0.8,NA,2,0.636514168,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8309","MAR","HF1","2","6","Low",2015,30,70,70,NA,0.9,NA,3,1.004242473,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8310","MAR","HF1","2","8","Low",2015,30,70,70,NA,0.65,NA,3,0.509137344,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8311","MAR","HF1","3","0","Low",2015,95,5,5,NA,0.95,NA,1,0,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8312","MAR","HF1","3","10","Low",2015,0,100,100,NA,0.9,NA,3,0.63903186,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8313","MAR","HF1","3","12","Low",2015,20,80,80,NA,0.75,NA,2,0.233791659,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8314","MAR","HF1","3","14","Low",2015,10,90,90,NA,0.6,NA,3,1.060856947,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8315","MAR","HF1","3","16","Low",2015,0,100,100,NA,0.9,NA,3,0.730588061,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8316","MAR","HF1","3","18","Low",2015,20,80,80,NA,0.6,NA,2,0.562335145,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8317","MAR","HF1","3","2","Low",2015,0,100,100,NA,0.8,NA,3,1.029653014,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8318","MAR","HF1","3","20","Low",2015,10,90,90,NA,0.9,NA,3,0.936888308,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8319","MAR","HF1","3","4","Low",2015,20,80,80,NA,0.8,NA,2,0.661563238,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8320","MAR","HF1","3","6","Low",2015,10,90,90,NA,0.95,NA,3,0.854414982,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8321","MAR","HF1","3","8","Low",2015,90,10,10,NA,1,NA,2,0.693147181,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8322","MAR","HF1","4","0","Low",2015,100,0,0,NA,1,NA,0,0,NA,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8323","MAR","HF1","4","10","Low",2015,20,80,80,NA,0.55,NA,3,1.094780226,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8324","MAR","HF1","4","12","Low",2015,0,100,100,NA,0.8,NA,3,1.029653014,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8325","MAR","HF1","4","14","Low",2015,75,25,25,NA,0.6,NA,2,0.673011667,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8326","MAR","HF1","4","16","Low",2015,0,100,100,NA,0.9,NA,2,0.325082973,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8327","MAR","HF1","4","18","Low",2015,20,80,80,NA,0.5,NA,2,0.661563238,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8328","MAR","HF1","4","2","Low",2015,25,75,75,NA,0.25,NA,2,0.636514168,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8329","MAR","HF1","4","20","Low",2015,65,35,35,NA,0.4,NA,2,0.682908105,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8330","MAR","HF1","4","4","Low",2015,10,90,90,NA,0.9,NA,2,0.636514168,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8331","MAR","HF1","4","6","Low",2015,50,50,50,NA,0.4,NA,3,1.054920168,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8332","MAR","HF1","4","8","Low",2015,20,80,80,NA,0.7,NA,2,0.376770161,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8333","MAR","HF1","5","0","Low",2015,100,0,0,NA,1,NA,0,0,NA,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8334","MAR","HF1","5","10","Low",2015,45,55,55,NA,0.9,NA,3,1.036198785,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8335","MAR","HF1","5","12","Low",2015,20,80,80,NA,0.7,NA,3,0.900256051,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8336","MAR","HF1","5","14","Low",2015,40,60,60,NA,0.55,NA,3,0.566085739,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8337","MAR","HF1","5","16","Low",2015,0,100,100,NA,0.9,NA,2,0.325082973,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8338","MAR","HF1","5","18","Low",2015,80,20,20,NA,0.1,NA,2,0.693147181,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8339","MAR","HF1","5","2","Low",2015,30,70,70,NA,0.3,NA,1,0,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8340","MAR","HF1","5","20","Low",2015,0,100,100,NA,0.05,NA,2,0.198515243,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8341","MAR","HF1","5","4","Low",2015,25,75,75,NA,0.65,NA,3,0.860851391,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8342","MAR","HF1","5","6","Low",2015,0,100,100,NA,0.85,NA,3,0.730588061,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8343","MAR","HF1","5","8","Low",2015,20,80,80,NA,0.9,NA,3,0.73562194,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8344","MAR","HF2","1","0","Low",2015,100,0,0,NA,1,NA,0,0,NA,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8345","MAR","HF2","1","10","Low",2015,0,100,100,NA,0,NA,1,0,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8346","MAR","HF2","1","12","Low",2015,50,50,50,NA,0.6,NA,2,0.500402424,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8347","MAR","HF2","1","14","Low",2015,100,0,0,NA,1,NA,0,0,NA,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8348","MAR","HF2","1","16","Low",2015,100,0,0,NA,1,NA,0,0,NA,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8349","MAR","HF2","1","18","Low",2015,100,0,0,NA,1,NA,0,0,NA,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8350","MAR","HF2","1","2","Low",2015,45,55,55,NA,0.65,NA,3,1.090059659,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8351","MAR","HF2","1","20","Low",2015,100,0,0,NA,1,NA,0,0,NA,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8352","MAR","HF2","1","4","Low",2015,50,50,50,NA,0.3,NA,3,1.054920168,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8353","MAR","HF2","1","6","Low",2015,15,85,85,NA,0.55,NA,3,0.84636583,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8354","MAR","HF2","1","8","Low",2015,10,90,90,NA,0,NA,1,0,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8355","MAR","HF2","2","0","Low",2015,100,0,0,NA,1,NA,0,0,NA,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8356","MAR","HF2","2","10","Low",2015,80,20,20,NA,0.8,NA,1,0,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8357","MAR","HF2","2","12","Low",2015,15,85,85,NA,0.15,NA,2,0.465999257,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8358","MAR","HF2","2","14","Low",2015,0,100,100,NA,0.15,NA,2,0.422709088,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8359","MAR","HF2","2","16","Low",2015,100,0,0,NA,1,NA,0,0,NA,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8360","MAR","HF2","2","18","Low",2015,100,0,0,NA,1,NA,0,0,NA,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8361","MAR","HF2","2","2","Low",2015,15,85,85,NA,0.85,NA,3,0.958691859,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8362","MAR","HF2","2","20","Low",2015,100,0,0,NA,1,NA,0,0,NA,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8363","MAR","HF2","2","4","Low",2015,40,60,60,NA,0.5,NA,2,0.450561209,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8364","MAR","HF2","2","6","Low",2015,20,80,80,NA,0.6,NA,2,0.562335145,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8365","MAR","HF2","2","8","Low",2015,35,65,65,NA,0.3,NA,2,0.540204142,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8366","MAR","HF2","3","0","Low",2015,95,5,5,NA,0.95,NA,1,0,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8367","MAR","HF2","3","10","Low",2015,0,100,100,NA,0.8,NA,3,1.054920168,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8368","MAR","HF2","3","12","Low",2015,90,10,10,NA,0.9,NA,1,0,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8369","MAR","HF2","3","14","Low",2015,50,50,50,NA,0.15,NA,2,0.610864302,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8370","MAR","HF2","3","16","Low",2015,20,80,80,NA,0,NA,1,0,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8371","MAR","HF2","3","18","Low",2015,100,0,0,NA,1,NA,0,0,NA,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8372","MAR","HF2","3","2","Low",2015,45,55,55,NA,0.4,NA,3,0.994923633,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8373","MAR","HF2","3","20","Low",2015,100,0,0,NA,1,NA,0,0,NA,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8374","MAR","HF2","3","4","Low",2015,75,25,25,NA,0.2,NA,3,1.054920168,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8375","MAR","HF2","3","6","Low",2015,45,55,55,NA,0.2,NA,3,0.859967281,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8376","MAR","HF2","3","8","Low",2015,10,90,90,NA,0.3,NA,3,0.786701238,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8377","MAR","HF2","4","0","Low",2015,70,30,30,NA,0.7,NA,1,0,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8378","MAR","HF2","4","10","Low",2015,20,80,80,NA,0.4,NA,3,0.73562194,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
"8379","MAR","HF2","4","12","Low",2015,0,100,100,NA,0.5,NA,3,0.943348392,1,"Gulf Coast","Bay Front","Microtidal","Polyhaline"
