"","Reserve","SiteID","Year","Vegetation_Zone","Region","Geomorphology","tidal_range","salinity","abiotic_cover","live_cover","halophyte","freshwater","EIR","invasive_cover","Richness","SWdiv","salt_ratio"
"377","MAR","HF2",2012,"Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",8.22,91.78,91.75,0,0.47,0,2.44,0.6,0.96
"378","MAR","HF2",2013,"Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",16.73,83.27,83.27,0,0.53,0,2.45,0.69,0.96
"379","MAR","HF2",2014,"Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",25.8,74.2,74.18,0,0.55,0,2.51,0.72,0.96
"380","MAR","HF2",2015,"Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",54.98,45.02,45.02,0,0.6,0,1.65,0.45,0.75
"381","MAR","HF2",2016,"Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",71.73,28.27,28.27,0,0.63,0,1.4,0.34,0.71
"382","MAR","HF2",2017,"Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",74.09,25.91,25.88,0,0.72,0,0.99,0.13,0.65
"383","MAR","HF2",2018,"Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",53.78,46.22,45.15,0,0.58,0,1.24,0.16,0.74
"384","MAR","HF2",2019,"Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",83.69,16.31,13.71,0,0.83,0,1.02,0.17,0.58
"385","MAR","HF2",2020,"Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",80.02,19.98,19.1,0,0.66,0,1.18,0.25,0.48
"386","MAR","HF3",2012,"Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",13.69,86.31,86.27,0,0.32,0,2.04,0.38,0.93
"387","MAR","HF3",2013,"Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",20.28,79.72,79.72,0,0.5,0,2.24,0.51,0.91
"388","MAR","HF3",2014,"Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",38.38,61.62,61.62,0,0.47,0,2.27,0.55,0.95
"389","MAR","HF3",2015,"Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",46.53,53.47,53.47,0,0.51,0,1.91,0.51,0.85
"390","MAR","HF3",2016,"Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",63.96,36.04,36.04,0,0.55,0,1.65,0.34,0.84
"391","MAR","HF3",2017,"Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",66.85,33.15,33.15,0,0.67,0,1.16,0.17,0.67
"392","MAR","HF3",2018,"Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",49.05,50.95,50.51,0,0.53,0,1.35,0.16,0.76
"393","MAR","HF3",2019,"Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",80.62,19.38,17.84,0,0.81,0,1.11,0.22,0.58
"394","MAR","HF3",2020,"Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",94.15,5.85,5.85,0,0.82,0,0.51,0.08,0.35
"395","MAR","MI-W",2011,"Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",59.84,40.16,40.16,0,0.57,0,2.29,0.53,0.96
"396","MAR","MI-W",2012,"Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",27.4,72.6,72.58,0,0.39,0,2.11,0.43,0.96
"397","MAR","MI-W",2013,"Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",46.31,53.69,53.62,0,0.53,0,1.76,0.27,0.95
"398","MAR","MI-W",2014,"Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",35.78,64.22,64.19,0,0.4,0,2.48,0.37,0.91
"399","MAR","MI-W",2015,"Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",35.24,64.76,64.76,0,0.3,0,2.43,0.43,0.85
"400","MAR","MI-W",2016,"Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",50.22,49.75,49.75,0,0.32,0,2.02,0.38,0.84
"401","MAR","MI-W",2017,"Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",52.85,47.15,46.55,0,0.49,0,1.64,0.23,0.82
"402","MAR","MI-W",2018,"Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",43.67,56.33,56.33,0,0.39,0,1.27,0.15,0.84
"403","MAR","MI-W",2019,"Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",40.62,59.38,59.38,0,0.19,0,1.38,0.2,0.84
"404","MAR","MI-W",2020,"Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",48.55,51.45,51.45,0,0.4,0,1.45,0.21,0.84
"405","NAR","Coggeshall",2010,"Low","Northeast","Bay Front","Microtidal","Polyhaline",17.93,82.07,82.07,0,0.18,0,2.14,0.15,1
"406","NAR","Coggeshall",2010,"Mid","Northeast","Bay Front","Microtidal","Polyhaline",3.96,96.04,96.04,0,0.48,0,3.45,0.78,1
"407","NAR","Coggeshall",2010,"Up","Northeast","Bay Front","Microtidal","Polyhaline",6.34,93.66,93.66,0,0.52,0,4,1.06,1
"408","NAR","Coggeshall",2011,"Low","Northeast","Bay Front","Microtidal","Polyhaline",15.64,84.36,84.36,0,0.16,0,2.14,0.18,1
"409","NAR","Coggeshall",2011,"Mid","Northeast","Bay Front","Microtidal","Polyhaline",6.01,93.99,93.99,0,0.54,0,3.91,0.72,1
"410","NAR","Coggeshall",2011,"Up","Northeast","Bay Front","Microtidal","Polyhaline",16.64,83.36,83.36,0,0.47,0,3.67,1.05,1
"411","NAR","Coggeshall",2012,"Low","Northeast","Bay Front","Microtidal","Polyhaline",11.5,88.5,88.5,0,0.12,0,1.86,0.14,1
"412","NAR","Coggeshall",2012,"Mid","Northeast","Bay Front","Microtidal","Polyhaline",2.84,97.16,97.16,0,0.56,0,3.82,0.82,1
"413","NAR","Coggeshall",2012,"Up","Northeast","Bay Front","Microtidal","Polyhaline",3.15,96.85,96.85,0,0.56,0,4.33,1.19,1
"414","NAR","Coggeshall",2013,"Low","Northeast","Bay Front","Microtidal","Polyhaline",5.87,94.13,94.13,0,0.06,0,1.29,0.04,1
"415","NAR","Coggeshall",2013,"Mid","Northeast","Bay Front","Microtidal","Polyhaline",3.94,96.06,96.06,0,0.62,0,3,0.66,1
"416","NAR","Coggeshall",2013,"Up","Northeast","Bay Front","Microtidal","Polyhaline",1.17,98.83,98.83,0,0.62,0,4.33,1.13,1
"417","NAR","Coggeshall",2014,"Low","Northeast","Bay Front","Microtidal","Polyhaline",17.74,82.26,82.26,0,0.18,0,1.71,0.08,1
"418","NAR","Coggeshall",2014,"Mid","Northeast","Bay Front","Microtidal","Polyhaline",11.42,88.57,88.57,0,0.6,0,3.18,0.57,1
"419","NAR","Coggeshall",2014,"Up","Northeast","Bay Front","Microtidal","Polyhaline",2.18,97.82,97.33,0,0.66,0.49,5,1.2,1
"420","NAR","Coggeshall",2015,"Low","Northeast","Bay Front","Microtidal","Polyhaline",15.57,84.43,84.43,0,0.16,0,1.43,0.06,1
"421","NAR","Coggeshall",2015,"Mid","Northeast","Bay Front","Microtidal","Polyhaline",16.21,83.79,83.79,0,0.6,0,3.18,0.52,1
"422","NAR","Coggeshall",2015,"Up","Northeast","Bay Front","Microtidal","Polyhaline",3.37,96.63,96.63,0,0.68,0,4.67,1.11,1
"423","NAR","Coggeshall",2016,"Low","Northeast","Bay Front","Microtidal","Polyhaline",25.86,74.14,74.14,0,0.26,0,1.43,0.05,1
"424","NAR","Coggeshall",2016,"Mid","Northeast","Bay Front","Microtidal","Polyhaline",20.76,79.24,79.24,0,0.54,0,3.55,0.5,1
"425","NAR","Coggeshall",2016,"Up","Northeast","Bay Front","Microtidal","Polyhaline",11.08,88.92,86.68,0,0.54,2.24,5.67,1.17,1
"426","NAR","Coggeshall",2017,"Low","Northeast","Bay Front","Microtidal","Polyhaline",34.13,65.87,65.87,0,0.33,0,1.29,0.04,1
"427","NAR","Coggeshall",2017,"Mid","Northeast","Bay Front","Microtidal","Polyhaline",26,74,74,0,0.54,0,3.36,0.46,1
"428","NAR","Coggeshall",2017,"Up","Northeast","Bay Front","Microtidal","Polyhaline",4.91,95.09,91.31,0,0.61,3.78,4.67,1.14,1
"429","NAR","Coggeshall",2018,"Low","Northeast","Bay Front","Microtidal","Polyhaline",39.93,60.07,60.07,0,0.4,0,1.57,0.07,1
"430","NAR","Coggeshall",2018,"Mid","Northeast","Bay Front","Microtidal","Polyhaline",31.73,68.26,68.26,0,0.52,0,3.36,0.47,1
"431","NAR","Coggeshall",2018,"Up","Northeast","Bay Front","Microtidal","Polyhaline",26.84,73.16,69.46,0,0.51,3.7,5.33,1.06,1
"432","NAR","Coggeshall",2019,"Low","Northeast","Bay Front","Microtidal","Polyhaline",37.08,62.92,62.92,0,0.37,0,1,0,1
"433","NAR","Coggeshall",2019,"Mid","Northeast","Bay Front","Microtidal","Polyhaline",34.51,65.48,65.48,0,0.52,0,2.55,0.39,1
"434","NAR","Coggeshall",2019,"Up","Northeast","Bay Front","Microtidal","Polyhaline",27.03,72.97,68.96,0,0.52,4,4.33,1.03,1
"435","NAR","Coggeshall",2020,"Low","Northeast","Bay Front","Microtidal","Polyhaline",37.96,62.04,62.04,0,0.38,0,1.57,0.04,1
"436","NAR","Coggeshall",2020,"Mid","Northeast","Bay Front","Microtidal","Polyhaline",26.2,73.81,73.81,0,0.59,0,3.27,0.42,1
"437","NAR","Coggeshall",2020,"Up","Northeast","Bay Front","Microtidal","Polyhaline",12.41,87.6,85.47,0,0.54,2.13,4.33,1.12,1
"438","NAR","Coggeshall",2021,"Low","Northeast","Bay Front","Microtidal","Polyhaline",13.76,86.24,86.24,0,0.14,0,1.29,0.01,1
"439","NAR","Coggeshall",2021,"Mid","Northeast","Bay Front","Microtidal","Polyhaline",13.15,86.85,86.85,0,0.71,0,2.91,0.39,1
"440","NAR","Coggeshall",2021,"Up","Northeast","Bay Front","Microtidal","Polyhaline",24.64,75.36,69.5,0,0.47,5.86,4,1.05,1
"441","NAR","Coggeshall",2022,"Low","Northeast","Bay Front","Microtidal","Polyhaline",29.05,70.94,70.94,0,0.29,0,1.57,0.03,1
"442","NAR","Coggeshall",2022,"Mid","Northeast","Bay Front","Microtidal","Polyhaline",24.75,75.25,75.25,0,0.64,0,3.09,0.37,1
"443","NAR","Coggeshall",2022,"Up","Northeast","Bay Front","Microtidal","Polyhaline",19.11,80.89,74.93,0,0.42,5.95,4.33,1.2,1
"444","NAR","Nag",2010,"Low","Northeast","Bay Front","Microtidal","Polyhaline",0.6,99.4,99.4,0,0.01,0,1.8,0.37,1
"445","NAR","Nag",2010,"Mid","Northeast","Bay Front","Microtidal","Polyhaline",6.27,93.74,93.74,0,0.35,0,2.81,0.62,1
"446","NAR","Nag",2010,"Up","Northeast","Bay Front","Microtidal","Polyhaline",0,100.01,92.39,0,0.77,0,4.33,1.12,1
"447","NAR","Nag",2011,"Low","Northeast","Bay Front","Microtidal","Polyhaline",7.22,92.78,92.78,0,0.07,0,2.2,0.27,1
"448","NAR","Nag",2011,"Mid","Northeast","Bay Front","Microtidal","Polyhaline",8.8,91.19,91.16,0,0.35,0,2.75,0.61,1
"449","NAR","Nag",2011,"Up","Northeast","Bay Front","Microtidal","Polyhaline",0,100,87.9,0,0.73,0,4.67,1.03,1
"450","NAR","Nag",2012,"Low","Northeast","Bay Front","Microtidal","Polyhaline",3.88,96.12,96.12,0,0.04,0,2.2,0.24,1
"451","NAR","Nag",2012,"Mid","Northeast","Bay Front","Microtidal","Polyhaline",9.41,90.59,90.59,0,0.37,0,3.25,0.63,1
"452","NAR","Nag",2012,"Up","Northeast","Bay Front","Microtidal","Polyhaline",0,100.01,96.82,0,0.79,0,5.67,1.08,0.99
"453","NAR","Nag",2013,"Low","Northeast","Bay Front","Microtidal","Polyhaline",3.86,96.14,96.14,0,0.04,0,2.6,0.32,1
"454","NAR","Nag",2013,"Mid","Northeast","Bay Front","Microtidal","Polyhaline",3.82,96.18,96.18,0,0.41,0,3.25,0.71,1
"455","NAR","Nag",2013,"Up","Northeast","Bay Front","Microtidal","Polyhaline",1.34,98.66,89.68,0,0.74,0,5.33,1.2,0.98
"456","NAR","Nag",2014,"Low","Northeast","Bay Front","Microtidal","Polyhaline",11.91,88.09,88.09,0,0.12,0,1.6,0.15,1
"457","NAR","Nag",2014,"Mid","Northeast","Bay Front","Microtidal","Polyhaline",11.72,88.28,88.28,0,0.41,0,2.75,0.58,1
"458","NAR","Nag",2014,"Up","Northeast","Bay Front","Microtidal","Polyhaline",0,100,96.06,0,0.84,0,4.67,1,1
"459","NAR","Nag",2015,"Low","Northeast","Bay Front","Microtidal","Polyhaline",30.01,69.99,69.99,0,0.3,0,1.6,0.15,1
"460","NAR","Nag",2015,"Mid","Northeast","Bay Front","Microtidal","Polyhaline",21.01,78.99,78.99,0,0.34,0,2.69,0.52,1
"461","NAR","Nag",2015,"Up","Northeast","Bay Front","Microtidal","Polyhaline",15.45,84.55,78.01,0,0.79,0,4,1.04,1
"462","NAR","Nag",2016,"Low","Northeast","Bay Front","Microtidal","Polyhaline",28.18,71.82,71.82,0,0.28,0,1.8,0.18,1
"463","NAR","Nag",2016,"Mid","Northeast","Bay Front","Microtidal","Polyhaline",14.5,85.5,85.5,0,0.41,0,3.12,0.53,1
"464","NAR","Nag",2016,"Up","Northeast","Bay Front","Microtidal","Polyhaline",17.39,82.61,78.23,0,0.79,0,4.67,1.06,1
"465","NAR","Nag",2017,"Low","Northeast","Bay Front","Microtidal","Polyhaline",3.36,96.64,96.64,0,0.03,0,1.8,0.23,1
"466","NAR","Nag",2017,"Mid","Northeast","Bay Front","Microtidal","Polyhaline",6.16,93.84,93.84,0,0.5,0,2.69,0.51,1
"467","NAR","Nag",2017,"Up","Northeast","Bay Front","Microtidal","Polyhaline",19.19,80.82,68.43,0,0.7,0,3.67,0.93,1
"468","NAR","Nag",2018,"Low","Northeast","Bay Front","Microtidal","Polyhaline",14.94,85.06,85.06,0,0.15,0,1.6,0.11,1
"469","NAR","Nag",2018,"Mid","Northeast","Bay Front","Microtidal","Polyhaline",18.63,81.37,81.37,0,0.45,0,2.69,0.45,1
"470","NAR","Nag",2018,"Up","Northeast","Bay Front","Microtidal","Polyhaline",2.24,97.76,96.83,0,0.83,0,4.33,0.82,0.99
"471","NAR","Nag",2019,"Low","Northeast","Bay Front","Microtidal","Polyhaline",36.96,63.04,63.04,0,0.36,0,1.4,0.12,1
"472","NAR","Nag",2019,"Mid","Northeast","Bay Front","Microtidal","Polyhaline",19.48,80.52,80.52,0,0.47,0,2.5,0.43,1
"473","NAR","Nag",2019,"Up","Northeast","Bay Front","Microtidal","Polyhaline",6.61,93.39,93.23,0,0.82,0,4,0.93,1
"474","NAR","Nag",2020,"Low","Northeast","Bay Front","Microtidal","Polyhaline",45.58,54.42,54.42,0,0.46,0,1.8,0.17,1
"475","NAR","Nag",2020,"Mid","Northeast","Bay Front","Microtidal","Polyhaline",22.64,77.36,77.36,0,0.44,0,2.75,0.45,1
"476","NAR","Nag",2020,"Up","Northeast","Bay Front","Microtidal","Polyhaline",12.26,87.74,85.44,0,0.88,0,4.67,1.06,0.99
"477","NAR","Nag",2021,"Low","Northeast","Bay Front","Microtidal","Polyhaline",33.61,66.39,66.39,0,0.34,0,2.2,0.28,1
"478","NAR","Nag",2021,"Mid","Northeast","Bay Front","Microtidal","Polyhaline",14.81,85.19,85.19,0,0.5,0,3.06,0.56,1
"479","NAR","Nag",2021,"Up","Northeast","Bay Front","Microtidal","Polyhaline",12.51,87.48,83.9,0,0.79,0,4.33,1.07,1
"480","NAR","Nag",2022,"Low","Northeast","Bay Front","Microtidal","Polyhaline",36.75,63.25,63.25,0,0.37,0,1.6,0.14,1
"481","NAR","Nag",2022,"Mid","Northeast","Bay Front","Microtidal","Polyhaline",18.47,81.52,81.52,0,0.51,0,2.81,0.47,1
"482","NAR","Nag",2022,"Up","Northeast","Bay Front","Microtidal","Polyhaline",4.7,95.29,94.65,0,0.86,0,4,1.02,1
"483","NIW","Segment A",2006,"Low","Southeast","Riverine","Microtidal","Polyhaline",65,35,35,0,0.49,0,0.92,0,0.92
"484","NIW","Segment A",2006,"Mid","Southeast","Riverine","Microtidal","Polyhaline",29.64,70.36,69.26,0.17,0,0,2.3,0.22,0.89
"485","NIW","Segment A",2006,"Up","Southeast","Riverine","Microtidal","Polyhaline",20,80,59,0,0.8,0,6,1.13,1
"486","NIW","Segment A",2007,"Low","Southeast","Riverine","Microtidal","Polyhaline",51.88,48.12,48.12,0,0.44,0,1,0.05,0.92
"487","NIW","Segment A",2007,"Mid","Southeast","Riverine","Microtidal","Polyhaline",31.05,68.95,61.98,1.86,0,0,2.3,0.4,0.86
"488","NIW","Segment A",2007,"Up","Southeast","Riverine","Microtidal","Polyhaline",28,72,53.5,0,0.69,0,4,1.13,0.96
"489","NIW","Segment A",2008,"Low","Southeast","Riverine","Microtidal","Polyhaline",48.85,51.15,51.15,0,0.38,0,0.85,0,0.85
"490","NIW","Segment A",2008,"Mid","Southeast","Riverine","Microtidal","Polyhaline",24.03,75.97,69.54,0.2,0,0,2.3,0.33,0.89
"491","NIW","Segment A",2008,"Up","Southeast","Riverine","Microtidal","Polyhaline",14.7,85.3,27.94,0,0.85,0,4,0.56,0.99
"492","NIW","Segment A",2010,"Low","Southeast","Riverine","Microtidal","Polyhaline",67.5,32.5,32.5,0,0.53,0,0.79,0,0.79
"493","NIW","Segment A",2010,"Mid","Southeast","Riverine","Microtidal","Polyhaline",33.34,66.66,60.57,0.52,0,0,2.4,0.4,0.88
"494","NIW","Segment A",2010,"Up","Southeast","Riverine","Microtidal","Polyhaline",39.5,60.5,52.75,0,0.59,0,5.5,0.86,0.97
"495","NIW","Segment A",2011,"Low","Southeast","Riverine","Microtidal","Polyhaline",70.77,29.23,29.23,0,0.63,0,0.85,0,0.85
"496","NIW","Segment A",2011,"Mid","Southeast","Riverine","Microtidal","Polyhaline",38.06,61.94,53.99,0.1,0,0,2.9,0.46,0.93
"497","NIW","Segment A",2011,"Up","Southeast","Riverine","Microtidal","Polyhaline",37.98,62.02,58,0,0.62,0,5,0.62,1
"498","NIW","Segment A",2013,"Low","Southeast","Riverine","Microtidal","Polyhaline",28.46,71.54,71.54,0,0.21,0,0.92,0,0.92
"499","NIW","Segment A",2013,"Mid","Southeast","Riverine","Microtidal","Polyhaline",12.45,87.55,76.23,0.12,0,0,3.7,0.58,0.95
"500","NIW","Segment A",2013,"Up","Southeast","Riverine","Microtidal","Polyhaline",38.88,61.12,44.53,0.49,0.6,0,7,0.94,0.99
"501","NIW","Segment A",2014,"Low","Southeast","Riverine","Microtidal","Polyhaline",33.46,66.54,66.54,0,0.26,0,1,0.02,0.92
"502","NIW","Segment A",2014,"Mid","Southeast","Riverine","Microtidal","Polyhaline",13.9,86.1,82.74,0.21,0,0,3.2,0.46,0.98
"503","NIW","Segment A",2014,"Up","Southeast","Riverine","Microtidal","Polyhaline",24.39,75.61,61.33,0.49,0.75,0,7,1.01,0.99
"504","NIW","Segment A",2015,"Low","Southeast","Riverine","Microtidal","Polyhaline",35,65,65,0,0.24,0,1,0.07,0.89
"505","NIW","Segment A",2015,"Mid","Southeast","Riverine","Microtidal","Polyhaline",10.89,89.11,82.16,0.07,0,0,2.8,0.47,0.94
"506","NIW","Segment A",2015,"Up","Southeast","Riverine","Microtidal","Polyhaline",14.85,85.15,51.05,0,0.85,0,5,1.1,1
"507","NIW","Segment A",2016,"Low","Southeast","Riverine","Microtidal","Polyhaline",30.69,69.31,69.31,0,0.23,0,1,0.05,0.92
"508","NIW","Segment A",2016,"Mid","Southeast","Riverine","Microtidal","Polyhaline",20.26,79.74,77.04,0.07,0,0,2.5,0.39,0.98
"509","NIW","Segment A",2016,"Up","Southeast","Riverine","Microtidal","Polyhaline",19.42,80.59,37.49,0.16,0.8,0,3.33,0.54,1
"510","NIW","Segment A",2017,"Low","Southeast","Riverine","Microtidal","Polyhaline",35,65,65,0,0.27,0,1,0.05,0.92
"511","NIW","Segment A",2017,"Mid","Southeast","Riverine","Microtidal","Polyhaline",23.36,76.05,75.95,0.05,0,0,1.9,0.25,0.8
"512","NIW","Segment A",2017,"Up","Southeast","Riverine","Microtidal","Polyhaline",97.3,0,0,0,0,0,0,0,0
"513","NIW","Segment A",2018,"Low","Southeast","Riverine","Microtidal","Polyhaline",45.77,54.23,54.23,0,0.38,0,1,0.01,0.92
"514","NIW","Segment A",2018,"Mid","Southeast","Riverine","Microtidal","Polyhaline",29.06,70.79,70.66,0.08,0,0,2.1,0.24,0.8
"515","NIW","Segment A",2018,"Up","Southeast","Riverine","Microtidal","Polyhaline",72.48,2.98,2.48,0.25,0.03,0,2,0.57,0.46
"516","NIW","Segment A",2019,"Low","Southeast","Riverine","Microtidal","Polyhaline",48.32,51.68,51.68,0,0.4,0,1,0,0.92
"517","NIW","Segment A",2019,"Mid","Southeast","Riverine","Microtidal","Polyhaline",38.98,61.02,60.91,0.05,0,0,2,0.27,0.8
"518","NIW","Segment A",2019,"Up","Southeast","Riverine","Microtidal","Polyhaline",25.68,74.33,33.94,15.38,0.59,0,2.5,0.49,0.84
"519","NIW","Segment A",2020,"Low","Southeast","Riverine","Microtidal","Polyhaline",40.42,59.58,59.58,0,0.32,0,0.92,0,0.92
"520","NIW","Segment A",2020,"Mid","Southeast","Riverine","Microtidal","Polyhaline",29.62,70.38,67.25,3.03,0,0,2.6,0.31,0.92
"521","NIW","Segment A",2020,"Up","Southeast","Riverine","Microtidal","Polyhaline",45,55,49.38,2.4,0.53,0,3.5,0.54,0.98
"522","NIW","Segment B",2006,"Low","Southeast","Riverine","Microtidal","Polyhaline",25.3,74.7,74.65,0,0.25,0,1.05,0,1
"523","NIW","Segment B",2006,"Mid","Southeast","Riverine","Microtidal","Polyhaline",21.69,78.31,56.89,12,0,0,2.67,0.31,0.81
"524","NIW","Segment B",2007,"Low","Southeast","Riverine","Microtidal","Polyhaline",36.51,63.49,63.49,0,0.34,0,0.95,0,0.95
"525","NIW","Segment B",2007,"Mid","Southeast","Riverine","Microtidal","Polyhaline",28.06,71.94,59.35,0.79,0,0,2.5,0.51,0.91
"526","NIW","Segment B",2008,"Low","Southeast","Riverine","Microtidal","Polyhaline",61.83,38.17,38.17,0,0.59,0,0.9,0,0.9
"527","NIW","Segment B",2008,"Mid","Southeast","Riverine","Microtidal","Polyhaline",37.85,62.14,47.96,0.68,0,0,2.5,0.39,0.99
"528","NIW","Segment B",2010,"Low","Southeast","Riverine","Microtidal","Polyhaline",67.25,32.75,32.75,0,0.67,0,0.8,0,0.8
"529","NIW","Segment B",2010,"Mid","Southeast","Riverine","Microtidal","Polyhaline",25.01,74.99,61.64,0.14,0,0,3,0.37,1
"530","NIW","Segment B",2011,"Low","Southeast","Riverine","Microtidal","Polyhaline",73.67,26.32,26.32,0,0.74,0,0.9,0,0.9
"531","NIW","Segment B",2011,"Mid","Southeast","Riverine","Microtidal","Polyhaline",24.77,75.23,62.62,0.66,0,0,2.67,0.4,0.99
"532","NIW","Segment B",2013,"Low","Southeast","Riverine","Microtidal","Polyhaline",46.91,53.09,53.09,0,0.43,0,0.95,0,0.95
"533","NIW","Segment B",2013,"Mid","Southeast","Riverine","Microtidal","Polyhaline",4.29,95.71,92.64,1.62,0.01,0,3,0.29,0.98
"534","NIW","Segment B",2014,"Low","Southeast","Riverine","Microtidal","Polyhaline",32.75,67.25,67.25,0,0.33,0,0.9,0,0.9
"535","NIW","Segment B",2014,"Mid","Southeast","Riverine","Microtidal","Polyhaline",18.22,81.78,80.54,0.16,0.01,0,2.67,0.22,1
"536","NIW","Segment B",2015,"Low","Southeast","Riverine","Microtidal","Polyhaline",50.25,49.75,49.75,0,0.5,0,0.9,0,0.9
"537","NIW","Segment B",2015,"Mid","Southeast","Riverine","Microtidal","Polyhaline",19.3,80.7,78.25,0.07,0.01,0,2.83,0.33,1
"538","NIW","Segment B",2016,"Low","Southeast","Riverine","Microtidal","Polyhaline",36.25,63.75,63.75,0,0.36,0,0.9,0,0.9
"539","NIW","Segment B",2016,"Mid","Southeast","Riverine","Microtidal","Polyhaline",19.93,80.06,78.37,0.08,0.01,0,3,0.22,0.99
"540","NIW","Segment B",2017,"Low","Southeast","Riverine","Microtidal","Polyhaline",38,62,62,0,0.38,0,0.9,0,0.9
"541","NIW","Segment B",2017,"Mid","Southeast","Riverine","Microtidal","Polyhaline",43.29,56.71,56.46,0,0.01,0,1.83,0.2,0.66
"542","NIW","Segment B",2018,"Low","Southeast","Riverine","Microtidal","Polyhaline",41.98,58.02,58.02,0,0.39,0,0.9,0,0.9
"543","NIW","Segment B",2018,"Mid","Southeast","Riverine","Microtidal","Polyhaline",45.7,51.8,51.72,0,0,0,1.5,0.15,0.67
"544","NIW","Segment B",2019,"Low","Southeast","Riverine","Microtidal","Polyhaline",29.5,70.5,65.75,0,0.3,0,0.9,0,0.9
"545","NIW","Segment B",2019,"Mid","Southeast","Riverine","Microtidal","Polyhaline",38.94,57.73,57.73,0,0.06,0,1.33,0.15,0.83
"546","NIW","Segment B",2020,"Low","Southeast","Riverine","Microtidal","Polyhaline",28,72,72,0,0.28,0,0.9,0,0.9
"547","NIW","Segment B",2020,"Mid","Southeast","Riverine","Microtidal","Polyhaline",40.18,59.82,58.99,0,0.05,0,2.17,0.47,1
"548","NOC","MI",2010,"Low","Southeast","Back Barrier","Microtidal","Polyhaline",43.29,56.71,56.71,0,0.37,0,0.97,0.02,0.89
"549","NOC","MI",2010,"Mid","Southeast","Back Barrier","Microtidal","Polyhaline",12.24,87.76,87.76,0,0,0,3,0.5,1
"550","NOC","MI",2011,"Low","Southeast","Back Barrier","Microtidal","Polyhaline",46.13,53.87,53.87,0,0.39,0,0.97,0.03,0.89
"551","NOC","MI",2011,"Mid","Southeast","Back Barrier","Microtidal","Polyhaline",53.71,46.29,46.29,0,0,0,2.38,0.37,1
"552","NOC","MI",2012,"Low","Southeast","Back Barrier","Microtidal","Polyhaline",39.11,60.89,60.89,0,0.37,0,1.01,0.04,0.89
"553","NOC","MI",2012,"Mid","Southeast","Back Barrier","Microtidal","Polyhaline",16.59,83.41,83.41,0,0,0,2.58,0.52,1
"554","NOC","MI",2013,"Low","Southeast","Back Barrier","Microtidal","Polyhaline",32.29,67.71,67.71,0,0.29,0,1.07,0.04,0.91
"555","NOC","MI",2013,"Mid","Southeast","Back Barrier","Microtidal","Polyhaline",7.73,92.27,92.27,0,0,0,3.5,0.74,1
"556","NOC","MI",2014,"Low","Southeast","Back Barrier","Microtidal","Polyhaline",40.75,59.25,59.25,0,0.33,0,0.97,0.04,0.87
"557","NOC","MI",2014,"Mid","Southeast","Back Barrier","Microtidal","Polyhaline",4.24,95.76,95.76,0,0,0,3.25,0.68,1
"558","NOC","MI",2015,"Low","Southeast","Back Barrier","Microtidal","Polyhaline",32.9,67.1,67.1,0,0.27,0,0.96,0.04,0.85
"559","NOC","MI",2015,"Mid","Southeast","Back Barrier","Microtidal","Polyhaline",2.43,97.56,97.56,0,0,0,3.25,0.68,1
"560","NOC","MI",2016,"Low","Southeast","Back Barrier","Microtidal","Polyhaline",42.44,57.56,57.56,0,0.29,0,0.92,0.04,0.79
"561","NOC","MI",2016,"Mid","Southeast","Back Barrier","Microtidal","Polyhaline",8.79,91.22,91.22,0,0,0,3.08,0.78,1
"562","NOC","MI",2018,"Low","Southeast","Back Barrier","Microtidal","Polyhaline",24.73,75.27,75.27,0,0.17,0,0.96,0.04,0.83
"563","NOC","MI",2018,"Mid","Southeast","Back Barrier","Microtidal","Polyhaline",0,100,100,0,0,0,3.25,0.66,1
"564","NOC","MI",2019,"Low","Southeast","Back Barrier","Microtidal","Polyhaline",97.14,2.86,2.86,0,0.92,0,0.33,0,0.33
