"","Reserve","SiteID","Region","Geomorphology","tidal_range","salinity","Metric","SampleSize","term","df","sumsq","meansq","statistic","pvalue"
"370","GND","juro high","Gulf Coast","Riverine","Microtidal","Mesohaline","Halophyte Cover",128,"Residuals",124,265.7332,2.143,NA,1
"371","GND","juro mid","Gulf Coast","Riverine","Microtidal","Mesohaline","Halophyte Cover",240,"Year",1,6.6544,6.6544,14.7159,2e-04
"372","GND","juro mid","Gulf Coast","Riverine","Microtidal","Mesohaline","Halophyte Cover",240,"Vegetation_Zone",2,62.4271,31.2135,69.0275,0
"373","GND","juro mid","Gulf Coast","Riverine","Microtidal","Mesohaline","Halophyte Cover",240,"Year:Vegetation_Zone",2,48.7301,24.3651,53.8824,0
"374","GND","juro mid","Gulf Coast","Riverine","Microtidal","Mesohaline","Halophyte Cover",240,"Residuals",234,105.8124,0.4522,NA,1
"375","GRB","SP","Northeast","Bay Front","Mesotidal","Polyhaline","Halophyte Cover",491,"Year",1,101.5013,101.5013,0.1405,0.7079
"376","GRB","SP","Northeast","Bay Front","Mesotidal","Polyhaline","Halophyte Cover",491,"Vegetation_Zone",2,229299.1362,114649.5681,158.7464,0
"377","GRB","SP","Northeast","Bay Front","Mesotidal","Polyhaline","Halophyte Cover",491,"Year:Vegetation_Zone",2,12564.4938,6282.2469,8.6985,2e-04
"378","GRB","SP","Northeast","Bay Front","Mesotidal","Polyhaline","Halophyte Cover",491,"Residuals",485,350275.9512,722.2185,NA,1
"379","GRB","GBF","Northeast","Riverine","Mesotidal","Polyhaline","Halophyte Cover",429,"Year",1,37.293,37.293,0.0628,0.8022
"380","GRB","GBF","Northeast","Riverine","Mesotidal","Polyhaline","Halophyte Cover",429,"Vegetation_Zone",2,327566.606,163783.303,275.7973,0
"381","GRB","GBF","Northeast","Riverine","Mesotidal","Polyhaline","Halophyte Cover",429,"Year:Vegetation_Zone",2,152.6351,76.3175,0.1285,0.8794
"382","GRB","GBF","Northeast","Riverine","Mesotidal","Polyhaline","Halophyte Cover",429,"Residuals",423,251200.2422,593.854,NA,1
"383","GRB","BC","Northeast","Riverine","Mesotidal","Polyhaline","Halophyte Cover",329,"Year",1,937.0543,937.0543,1.2441,0.2655
"384","GRB","BC","Northeast","Riverine","Mesotidal","Polyhaline","Halophyte Cover",329,"Vegetation_Zone",2,68274.0793,34137.0396,45.3244,0
"385","GRB","BC","Northeast","Riverine","Mesotidal","Polyhaline","Halophyte Cover",329,"Year:Vegetation_Zone",2,970.6602,485.3301,0.6444,0.5257
"386","GRB","BC","Northeast","Riverine","Mesotidal","Polyhaline","Halophyte Cover",329,"Residuals",323,243274.204,753.1709,NA,1
"387","GTM","46","Southeast","Riverine","Microtidal","Oligohaline","Halophyte Cover",406,"Year",1,13266.0839,13266.0839,44.1131,0
"388","GTM","46","Southeast","Riverine","Microtidal","Oligohaline","Halophyte Cover",406,"Vegetation_Zone",2,476.9435,238.4718,0.793,0.4532
"389","GTM","46","Southeast","Riverine","Microtidal","Oligohaline","Halophyte Cover",406,"Residuals",402,120893.0372,300.7289,NA,1
"390","KAC","FR","West Coast","Bay Front","Macrotidal","Mesohaline","Halophyte Cover",546,"Year",1,3550.2713,3550.2713,4.6805,0.0309
"391","KAC","FR","West Coast","Bay Front","Macrotidal","Mesohaline","Halophyte Cover",546,"Vegetation_Zone",2,37256.726,18628.363,24.5586,0
"392","KAC","FR","West Coast","Bay Front","Macrotidal","Mesohaline","Halophyte Cover",546,"Year:Vegetation_Zone",2,433.0338,216.5169,0.2854,0.7518
"393","KAC","FR","West Coast","Bay Front","Macrotidal","Mesohaline","Halophyte Cover",546,"Residuals",540,409605.3054,758.5283,NA,1
"394","KAC","BS","West Coast","Back Barrier","Macrotidal","Oligohaline","Halophyte Cover",346,"Year",1,6137.7058,6137.7058,4.4078,0.0365
"395","KAC","BS","West Coast","Back Barrier","Macrotidal","Oligohaline","Halophyte Cover",346,"Vegetation_Zone",2,35021.9976,17510.9988,12.5756,0
"396","KAC","BS","West Coast","Back Barrier","Macrotidal","Oligohaline","Halophyte Cover",346,"Year:Vegetation_Zone",2,364.026,182.013,0.1307,0.8775
"397","KAC","BS","West Coast","Back Barrier","Macrotidal","Oligohaline","Halophyte Cover",346,"Residuals",340,473434.1302,1392.4533,NA,1
"398","KAC","CP","West Coast","Bay Front","Macrotidal","Mesohaline","Halophyte Cover",463,"Year",1,903.5501,903.5501,0.5201,0.4712
"399","KAC","CP","West Coast","Bay Front","Macrotidal","Mesohaline","Halophyte Cover",463,"Vegetation_Zone",1,11850.5471,11850.5471,6.8211,0.0093
"400","KAC","CP","West Coast","Bay Front","Macrotidal","Mesohaline","Halophyte Cover",463,"Year:Vegetation_Zone",1,132.2969,132.2969,0.0761,0.7827
"401","KAC","CP","West Coast","Bay Front","Macrotidal","Mesohaline","Halophyte Cover",463,"Residuals",459,797435.2342,1737.3317,NA,1
"402","KAC","SC","West Coast","Bay Front","Macrotidal","Mesohaline","Halophyte Cover",161,"Year",1,1740.3919,1740.3919,1.4439,0.2313
"403","KAC","SC","West Coast","Bay Front","Macrotidal","Mesohaline","Halophyte Cover",161,"Vegetation_Zone",1,43.6658,43.6658,0.0362,0.8493
"404","KAC","SC","West Coast","Bay Front","Macrotidal","Mesohaline","Halophyte Cover",161,"Year:Vegetation_Zone",1,208.2555,208.2555,0.1728,0.6782
"405","KAC","SC","West Coast","Bay Front","Macrotidal","Mesohaline","Halophyte Cover",161,"Residuals",157,189237.3653,1205.3335,NA,1
"406","NAR","Nag","Northeast","Bay Front","Microtidal","Polyhaline","Halophyte Cover",312,"Year",1,9234.8891,9234.8891,39.1035,0
"407","NAR","Nag","Northeast","Bay Front","Microtidal","Polyhaline","Halophyte Cover",312,"Vegetation_Zone",2,2197.5413,1098.7706,4.6525,0.0102
"408","NAR","Nag","Northeast","Bay Front","Microtidal","Polyhaline","Halophyte Cover",312,"Year:Vegetation_Zone",2,4095.4031,2047.7016,8.6706,2e-04
"409","NAR","Nag","Northeast","Bay Front","Microtidal","Polyhaline","Halophyte Cover",312,"Residuals",306,72266.6644,236.1656,NA,1
"410","NAR","Coggeshall","Northeast","Bay Front","Microtidal","Polyhaline","Halophyte Cover",273,"Year",1,15625.7653,15625.7653,42.7309,0
"411","NAR","Coggeshall","Northeast","Bay Front","Microtidal","Polyhaline","Halophyte Cover",273,"Vegetation_Zone",2,2990.6286,1495.3143,4.0892,0.0178
"412","NAR","Coggeshall","Northeast","Bay Front","Microtidal","Polyhaline","Halophyte Cover",273,"Year:Vegetation_Zone",2,138.6309,69.3155,0.1896,0.8274
"413","NAR","Coggeshall","Northeast","Bay Front","Microtidal","Polyhaline","Halophyte Cover",273,"Residuals",267,97636.063,365.6781,NA,1
"414","NIW","Segment A","Southeast","Riverine","Microtidal","Polyhaline","Halophyte Cover",319,"Year",1,5806.4502,5806.4502,5.5421,0.0192
"415","NIW","Segment A","Southeast","Riverine","Microtidal","Polyhaline","Halophyte Cover",319,"Vegetation_Zone",2,30505.7144,15252.8572,14.5583,0
"416","NIW","Segment A","Southeast","Riverine","Microtidal","Polyhaline","Halophyte Cover",319,"Year:Vegetation_Zone",2,6072.7635,3036.3817,2.8981,0.0566
"417","NIW","Segment A","Southeast","Riverine","Microtidal","Polyhaline","Halophyte Cover",319,"Residuals",313,327932.0716,1047.7063,NA,1
"418","NIW","Segment B","Southeast","Riverine","Microtidal","Polyhaline","Halophyte Cover",338,"Year",1,5161.9256,5161.9256,4.6375,0.032
"419","NIW","Segment B","Southeast","Riverine","Microtidal","Polyhaline","Halophyte Cover",338,"Vegetation_Zone",1,4793.3531,4793.3531,4.3063,0.0387
"420","NIW","Segment B","Southeast","Riverine","Microtidal","Polyhaline","Halophyte Cover",338,"Year:Vegetation_Zone",1,588.1323,588.1323,0.5284,0.4678
"421","NIW","Segment B","Southeast","Riverine","Microtidal","Polyhaline","Halophyte Cover",338,"Residuals",334,371773.8508,1113.0954,NA,1
"422","NOC","MI","Southeast","Back Barrier","Microtidal","Polyhaline","Halophyte Cover",789,"Year",1,7009.5234,7009.5234,5.8034,0.0162
"423","NOC","MI","Southeast","Back Barrier","Microtidal","Polyhaline","Halophyte Cover",789,"Vegetation_Zone",1,55608.689,55608.689,46.04,0
"424","NOC","MI","Southeast","Back Barrier","Microtidal","Polyhaline","Halophyte Cover",789,"Year:Vegetation_Zone",1,1783.1431,1783.1431,1.4763,0.2247
"425","NOC","MI","Southeast","Back Barrier","Microtidal","Polyhaline","Halophyte Cover",789,"Residuals",785,948149.5723,1207.8339,NA,1
"426","SOS","DM","West Coast","Riverine","Mesotidal","Mesohaline","Halophyte Cover",70,"Year",1,185.25,185.25,1.1417,0.2892
"427","SOS","DM","West Coast","Riverine","Mesotidal","Mesohaline","Halophyte Cover",70,"Vegetation_Zone",1,81.7906,81.7906,0.5041,0.4802
"428","SOS","DM","West Coast","Riverine","Mesotidal","Mesohaline","Halophyte Cover",70,"Year:Vegetation_Zone",1,38.6049,38.6049,0.2379,0.6273
"429","SOS","DM","West Coast","Riverine","Mesotidal","Mesohaline","Halophyte Cover",70,"Residuals",66,10709.1054,162.2592,NA,1
"430","SOS","MM","West Coast","Bay Front","Mesotidal","Polyhaline","Halophyte Cover",120,"Year",1,7.5182,7.5182,0.05,0.8235
"431","SOS","MM","West Coast","Bay Front","Mesotidal","Polyhaline","Halophyte Cover",120,"Vegetation_Zone",1,106088.5333,106088.5333,705.1208,0
"432","SOS","MM","West Coast","Bay Front","Mesotidal","Polyhaline","Halophyte Cover",120,"Year:Vegetation_Zone",1,3.4688,3.4688,0.0231,0.8796
"433","SOS","MM","West Coast","Bay Front","Mesotidal","Polyhaline","Halophyte Cover",120,"Residuals",116,17452.7126,150.4544,NA,1
"434","SOS","HC","West Coast","Riverine","Mesotidal","Mesohaline","Halophyte Cover",122,"Year",1,1428.0529,1428.0529,3.455,0.0656
"435","SOS","HC","West Coast","Riverine","Mesotidal","Mesohaline","Halophyte Cover",122,"Vegetation_Zone",1,13183.5993,13183.5993,31.8957,0
"436","SOS","HC","West Coast","Riverine","Mesotidal","Mesohaline","Halophyte Cover",122,"Year:Vegetation_Zone",1,1624.0151,1624.0151,3.9291,0.0498
"437","SOS","HC","West Coast","Riverine","Mesotidal","Mesohaline","Halophyte Cover",122,"Residuals",118,48773.4959,413.3347,NA,1
"438","SOS","VM","West Coast","Riverine","Mesotidal","Polyhaline","Halophyte Cover",100,"Year",1,76.411,76.411,0.2011,0.6548
"439","SOS","VM","West Coast","Riverine","Mesotidal","Polyhaline","Halophyte Cover",100,"Vegetation_Zone",1,27725.0992,27725.0992,72.9683,0
"440","SOS","VM","West Coast","Riverine","Mesotidal","Polyhaline","Halophyte Cover",100,"Year:Vegetation_Zone",1,46.4089,46.4089,0.1221,0.7275
"441","SOS","VM","West Coast","Riverine","Mesotidal","Polyhaline","Halophyte Cover",100,"Residuals",96,36476.2461,379.9609,NA,1
"442","SOS","VI","West Coast","Riverine","Mesotidal","Polyhaline","Halophyte Cover",60,"Year",1,1044.638,1044.638,9.9408,0.0026
"443","SOS","VI","West Coast","Riverine","Mesotidal","Polyhaline","Halophyte Cover",60,"Vegetation_Zone",1,2654.9462,2654.9462,25.2646,0
"444","SOS","VI","West Coast","Riverine","Mesotidal","Polyhaline","Halophyte Cover",60,"Year:Vegetation_Zone",1,8.413,8.413,0.0801,0.7783
"445","SOS","VI","West Coast","Riverine","Mesotidal","Polyhaline","Halophyte Cover",60,"Residuals",56,5884.8054,105.0858,NA,1
"446","TJR","McCoy North","West Coast","Back Barrier","Mesotidal","Polyhaline","Halophyte Cover",50,"Year",1,63.9797,63.9797,0.0512,0.8221
"447","TJR","McCoy North","West Coast","Back Barrier","Mesotidal","Polyhaline","Halophyte Cover",50,"Vegetation_Zone",1,21118.6186,21118.6186,16.8854,2e-04
"448","TJR","McCoy North","West Coast","Back Barrier","Mesotidal","Polyhaline","Halophyte Cover",50,"Year:Vegetation_Zone",1,553.3735,553.3735,0.4425,0.5093
"449","TJR","McCoy North","West Coast","Back Barrier","Mesotidal","Polyhaline","Halophyte Cover",50,"Residuals",46,57532.2311,1250.7007,NA,1
"450","TJR","McCoy South","West Coast","Back Barrier","Mesotidal","Polyhaline","Halophyte Cover",240,"Year",1,1031.3338,1031.3338,1.4546,0.229
"451","TJR","McCoy South","West Coast","Back Barrier","Mesotidal","Polyhaline","Halophyte Cover",240,"Vegetation_Zone",2,203121.6838,101560.8419,143.2396,0
"452","TJR","McCoy South","West Coast","Back Barrier","Mesotidal","Polyhaline","Halophyte Cover",240,"Year:Vegetation_Zone",2,217.5488,108.7744,0.1534,0.8579
"453","TJR","McCoy South","West Coast","Back Barrier","Mesotidal","Polyhaline","Halophyte Cover",240,"Residuals",234,165912.4658,709.0276,NA,1
"454","TJR","South Beach","West Coast","Back Barrier","Mesotidal","Polyhaline","Halophyte Cover",210,"Year",1,644.09,644.09,0.4791,0.4896
"455","TJR","South Beach","West Coast","Back Barrier","Mesotidal","Polyhaline","Halophyte Cover",210,"Vegetation_Zone",1,42411.8078,42411.8078,31.5445,0
"456","TJR","South Beach","West Coast","Back Barrier","Mesotidal","Polyhaline","Halophyte Cover",210,"Year:Vegetation_Zone",1,6.4211,6.4211,0.0048,0.945
"457","TJR","South Beach","West Coast","Back Barrier","Mesotidal","Polyhaline","Halophyte Cover",210,"Residuals",206,276968.2156,1344.5059,NA,1
"458","TJR","V1","West Coast","Back Barrier","Mesotidal","Polyhaline","Halophyte Cover",270,"Year",1,3767.9338,3767.9338,14.3771,2e-04
"459","TJR","V1","West Coast","Back Barrier","Mesotidal","Polyhaline","Halophyte Cover",270,"Vegetation_Zone",2,7299.846,3649.923,13.9268,0
"460","TJR","V1","West Coast","Back Barrier","Mesotidal","Polyhaline","Halophyte Cover",270,"Year:Vegetation_Zone",2,2131.4861,1065.743,4.0665,0.0182
"461","TJR","V1","West Coast","Back Barrier","Mesotidal","Polyhaline","Halophyte Cover",270,"Residuals",264,69188.6463,262.0782,NA,1
"462","TJR","V4","West Coast","Back Barrier","Mesotidal","Polyhaline","Halophyte Cover",240,"Year",1,1385.0265,1385.0265,4.3857,0.0373
"463","TJR","V4","West Coast","Back Barrier","Mesotidal","Polyhaline","Halophyte Cover",240,"Vegetation_Zone",1,257.3122,257.3122,0.8148,0.3676
"464","TJR","V4","West Coast","Back Barrier","Mesotidal","Polyhaline","Halophyte Cover",240,"Year:Vegetation_Zone",1,34.0691,34.0691,0.1079,0.7429
"465","TJR","V4","West Coast","Back Barrier","Mesotidal","Polyhaline","Halophyte Cover",240,"Residuals",236,74529.508,315.803,NA,1
"466","TJR","Brazo Creek","West Coast","Back Barrier","Mesotidal","Polyhaline","Halophyte Cover",48,"Year",1,235.026,235.026,0.9579,0.3331
"467","TJR","Brazo Creek","West Coast","Back Barrier","Mesotidal","Polyhaline","Halophyte Cover",48,"Vegetation_Zone",1,1593.2045,1593.2045,6.4934,0.0144
"468","TJR","Brazo Creek","West Coast","Back Barrier","Mesotidal","Polyhaline","Halophyte Cover",48,"Year:Vegetation_Zone",1,169.0501,169.0501,0.689,0.411
"469","TJR","Brazo Creek","West Coast","Back Barrier","Mesotidal","Polyhaline","Halophyte Cover",48,"Residuals",44,10795.7044,245.3569,NA,1
"470","TJR","Model Marsh","West Coast","Back Barrier","Mesotidal","Polyhaline","Halophyte Cover",120,"Year",1,1370.3305,1370.3305,1.7499,0.1885
"471","TJR","Model Marsh","West Coast","Back Barrier","Mesotidal","Polyhaline","Halophyte Cover",120,"Vegetation_Zone",1,1479.6581,1479.6581,1.8895,0.1719
"472","TJR","Model Marsh","West Coast","Back Barrier","Mesotidal","Polyhaline","Halophyte Cover",120,"Year:Vegetation_Zone",1,121.6741,121.6741,0.1554,0.6942
"473","TJR","Model Marsh","West Coast","Back Barrier","Mesotidal","Polyhaline","Halophyte Cover",120,"Residuals",116,90838.3025,783.0888,NA,1
"474","WEL","WB","Northeast","Back Barrier","Mesotidal","Polyhaline","Halophyte Cover",265,"Year",1,305.8986,305.8986,0.4647,0.4961
"475","WEL","WB","Northeast","Back Barrier","Mesotidal","Polyhaline","Halophyte Cover",265,"Vegetation_Zone",2,10741.5981,5370.799,8.1587,4e-04
"476","WEL","WB","Northeast","Back Barrier","Mesotidal","Polyhaline","Halophyte Cover",265,"Year:Vegetation_Zone",2,1864.2515,932.1257,1.416,0.2446
"477","WEL","WB","Northeast","Back Barrier","Mesotidal","Polyhaline","Halophyte Cover",265,"Residuals",259,170497.9129,658.2931,NA,1
"478","WQB","Section 2","Northeast","Back Barrier","Microtidal","Polyhaline","Halophyte Cover",420,"Year",1,57.7645,57.7645,0.0839,0.7722
"479","WQB","Section 2","Northeast","Back Barrier","Microtidal","Polyhaline","Halophyte Cover",420,"Vegetation_Zone",2,123764.4825,61882.2413,89.8997,0
"480","WQB","Section 2","Northeast","Back Barrier","Microtidal","Polyhaline","Halophyte Cover",420,"Year:Vegetation_Zone",2,1510.3736,755.1868,1.0971,0.3348
"481","WQB","Section 2","Northeast","Back Barrier","Microtidal","Polyhaline","Halophyte Cover",420,"Residuals",414,284975.8418,688.3474,NA,1
"482","WQB","Section 1","Northeast","Back Barrier","Microtidal","Polyhaline","Halophyte Cover",307,"Year",1,3894.929,3894.929,4.4912,0.0349
"483","WQB","Section 1","Northeast","Back Barrier","Microtidal","Polyhaline","Halophyte Cover",307,"Vegetation_Zone",2,25222.6392,12611.3196,14.5419,0
"484","WQB","Section 1","Northeast","Back Barrier","Microtidal","Polyhaline","Halophyte Cover",307,"Year:Vegetation_Zone",2,671.6233,335.8116,0.3872,0.6793
"485","WQB","Section 1","Northeast","Back Barrier","Microtidal","Polyhaline","Halophyte Cover",307,"Residuals",301,261039.7142,867.2416,NA,1
"486","WQB","Section 3","Northeast","Back Barrier","Microtidal","Polyhaline","Halophyte Cover",331,"Year",1,218.8969,218.8969,0.3186,0.5728
"487","WQB","Section 3","Northeast","Back Barrier","Microtidal","Polyhaline","Halophyte Cover",331,"Vegetation_Zone",2,69208.6167,34604.3084,50.3665,0
"488","WQB","Section 3","Northeast","Back Barrier","Microtidal","Polyhaline","Halophyte Cover",331,"Year:Vegetation_Zone",2,2976.1599,1488.08,2.1659,0.1163
"489","WQB","Section 3","Northeast","Back Barrier","Microtidal","Polyhaline","Halophyte Cover",331,"Residuals",325,223291.0815,687.0495,NA,1
"490","ACE","EIN","Southeast","Riverine","Microtidal","Polyhaline","Freshwater Cover",142,"Year",1,0,0,NA,1
"491","ACE","EIN","Southeast","Riverine","Microtidal","Polyhaline","Freshwater Cover",142,"Vegetation_Zone",1,0,0,NA,1
"492","ACE","EIN","Southeast","Riverine","Microtidal","Polyhaline","Freshwater Cover",142,"Year:Vegetation_Zone",1,0,0,NA,1
"493","ACE","EIN","Southeast","Riverine","Microtidal","Polyhaline","Freshwater Cover",142,"Residuals",138,0,0,NA,1
"494","ACE","EIS","Southeast","Riverine","Microtidal","Polyhaline","Freshwater Cover",122,"Year",1,0,0,NA,1
"495","ACE","EIS","Southeast","Riverine","Microtidal","Polyhaline","Freshwater Cover",122,"Vegetation_Zone",1,0,0,NA,1
"496","ACE","EIS","Southeast","Riverine","Microtidal","Polyhaline","Freshwater Cover",122,"Year:Vegetation_Zone",1,0,0,NA,1
"497","ACE","EIS","Southeast","Riverine","Microtidal","Polyhaline","Freshwater Cover",122,"Residuals",118,0,0,NA,1
"498","APA","PC","Gulf Coast","Bay Front","Microtidal","Polyhaline","Freshwater Cover",346,"Year",1,627.5351,627.5351,8.6358,0.0035
"499","APA","PC","Gulf Coast","Bay Front","Microtidal","Polyhaline","Freshwater Cover",346,"Vegetation_Zone",2,926.3974,463.1987,6.3743,0.0019
"500","APA","PC","Gulf Coast","Bay Front","Microtidal","Polyhaline","Freshwater Cover",346,"Year:Vegetation_Zone",2,685.6624,342.8312,4.7179,0.0095
"501","APA","PC","Gulf Coast","Bay Front","Microtidal","Polyhaline","Freshwater Cover",346,"Residuals",340,24706.5877,72.6664,NA,1
"502","CBM","MB","Mid-Atlantic","Bay Front","Microtidal","Mesohaline","Freshwater Cover",160,"Year",1,0,0,NA,1
"503","CBM","MB","Mid-Atlantic","Bay Front","Microtidal","Mesohaline","Freshwater Cover",160,"Vegetation_Zone",1,0,0,NA,1
"504","CBM","MB","Mid-Atlantic","Bay Front","Microtidal","Mesohaline","Freshwater Cover",160,"Year:Vegetation_Zone",1,0,0,NA,1
"505","CBM","MB","Mid-Atlantic","Bay Front","Microtidal","Mesohaline","Freshwater Cover",160,"Residuals",156,0,0,NA,1
"506","CBM","OPC","Mid-Atlantic","Riverine","Microtidal","Oligohaline","Freshwater Cover",419,"Year",1,30345.7786,30345.7786,96.5692,0
"507","CBM","OPC","Mid-Atlantic","Riverine","Microtidal","Oligohaline","Freshwater Cover",419,"Vegetation_Zone",1,940.3843,940.3843,2.9926,0.0844
"508","CBM","OPC","Mid-Atlantic","Riverine","Microtidal","Oligohaline","Freshwater Cover",419,"Year:Vegetation_Zone",1,1273.3612,1273.3612,4.0522,0.0448
"509","CBM","OPC","Mid-Atlantic","Riverine","Microtidal","Oligohaline","Freshwater Cover",419,"Residuals",415,130409.0377,314.2386,NA,1
"510","DEL","SJR","Mid-Atlantic","Riverine","Microtidal","Mesohaline","Freshwater Cover",120,"Year",1,0,0,NA,1
"511","DEL","SJR","Mid-Atlantic","Riverine","Microtidal","Mesohaline","Freshwater Cover",120,"Vegetation_Zone",2,0,0,NA,1
"512","DEL","SJR","Mid-Atlantic","Riverine","Microtidal","Mesohaline","Freshwater Cover",120,"Year:Vegetation_Zone",2,0,0,NA,1
"513","DEL","SJR","Mid-Atlantic","Riverine","Microtidal","Mesohaline","Freshwater Cover",120,"Residuals",114,0,0,NA,1
"514","ELK","Upper","West Coast","Riverine","Mesotidal","Polyhaline","Freshwater Cover",60,"Year",1,0,0,NA,1
"515","ELK","Upper","West Coast","Riverine","Mesotidal","Polyhaline","Freshwater Cover",60,"Vegetation_Zone",2,0,0,NA,1
"516","ELK","Upper","West Coast","Riverine","Mesotidal","Polyhaline","Freshwater Cover",60,"Year:Vegetation_Zone",2,0,0,NA,1
"517","ELK","Upper","West Coast","Riverine","Mesotidal","Polyhaline","Freshwater Cover",60,"Residuals",54,0,0,NA,1
"518","ELK","Lower","West Coast","Riverine","Mesotidal","Polyhaline","Freshwater Cover",100,"Year",1,0,0,NA,1
"519","ELK","Lower","West Coast","Riverine","Mesotidal","Polyhaline","Freshwater Cover",100,"Vegetation_Zone",2,0,0,NA,1
"520","ELK","Lower","West Coast","Riverine","Mesotidal","Polyhaline","Freshwater Cover",100,"Year:Vegetation_Zone",2,0,0,NA,1
"521","ELK","Lower","West Coast","Riverine","Mesotidal","Polyhaline","Freshwater Cover",100,"Residuals",94,0,0,NA,1
"522","GND","spalt","Gulf Coast","Bay Front","Microtidal","Polyhaline","Freshwater Cover",162,"Year",1,0,0,NA,1
"523","GND","spalt","Gulf Coast","Bay Front","Microtidal","Polyhaline","Freshwater Cover",162,"Vegetation_Zone",1,0,0,NA,1
"524","GND","spalt","Gulf Coast","Bay Front","Microtidal","Polyhaline","Freshwater Cover",162,"Year:Vegetation_Zone",1,0,0,NA,1
"525","GND","spalt","Gulf Coast","Bay Front","Microtidal","Polyhaline","Freshwater Cover",162,"Residuals",158,0,0,NA,1
"526","GND","juro low","Gulf Coast","Bay Front","Microtidal","Mesohaline","Freshwater Cover",210,"Year",1,0,0,NA,1
"527","GND","juro low","Gulf Coast","Bay Front","Microtidal","Mesohaline","Freshwater Cover",210,"Vegetation_Zone",1,0,0,NA,1
"528","GND","juro low","Gulf Coast","Bay Front","Microtidal","Mesohaline","Freshwater Cover",210,"Year:Vegetation_Zone",1,0,0,NA,1
"529","GND","juro low","Gulf Coast","Bay Front","Microtidal","Mesohaline","Freshwater Cover",210,"Residuals",206,0,0,NA,1
"530","GND","juro high","Gulf Coast","Riverine","Microtidal","Mesohaline","Freshwater Cover",128,"Year",1,2.2792,2.2792,0.0976,0.7553
"531","GND","juro high","Gulf Coast","Riverine","Microtidal","Mesohaline","Freshwater Cover",128,"Vegetation_Zone",1,44.3497,44.3497,1.8991,0.1707
"532","GND","juro high","Gulf Coast","Riverine","Microtidal","Mesohaline","Freshwater Cover",128,"Year:Vegetation_Zone",1,0.3898,0.3898,0.0167,0.8974
"533","GND","juro high","Gulf Coast","Riverine","Microtidal","Mesohaline","Freshwater Cover",128,"Residuals",124,2895.786,23.3531,NA,1
"534","GND","juro mid","Gulf Coast","Riverine","Microtidal","Mesohaline","Freshwater Cover",240,"Year",1,21.8772,21.8772,0.3061,0.5806
"535","GND","juro mid","Gulf Coast","Riverine","Microtidal","Mesohaline","Freshwater Cover",240,"Vegetation_Zone",2,12514.7391,6257.3695,87.5592,0
"536","GND","juro mid","Gulf Coast","Riverine","Microtidal","Mesohaline","Freshwater Cover",240,"Year:Vegetation_Zone",2,2650.4783,1325.2392,18.544,0
"537","GND","juro mid","Gulf Coast","Riverine","Microtidal","Mesohaline","Freshwater Cover",240,"Residuals",234,16722.671,71.4644,NA,1
"538","GRB","SP","Northeast","Bay Front","Mesotidal","Polyhaline","Freshwater Cover",491,"Year",1,0.0899,0.0899,0.0014,0.9706
"539","GRB","SP","Northeast","Bay Front","Mesotidal","Polyhaline","Freshwater Cover",491,"Vegetation_Zone",2,21580.5307,10790.2654,163.7547,0
"540","GRB","SP","Northeast","Bay Front","Mesotidal","Polyhaline","Freshwater Cover",491,"Year:Vegetation_Zone",2,20.5553,10.2777,0.156,0.8556
"541","GRB","SP","Northeast","Bay Front","Mesotidal","Polyhaline","Freshwater Cover",491,"Residuals",485,31958.0368,65.8929,NA,1
"542","GRB","GBF","Northeast","Riverine","Mesotidal","Polyhaline","Freshwater Cover",429,"Year",1,281.6889,281.6889,5.5993,0.0184
"543","GRB","GBF","Northeast","Riverine","Mesotidal","Polyhaline","Freshwater Cover",429,"Vegetation_Zone",2,7019.0732,3509.5366,69.7613,0
"544","GRB","GBF","Northeast","Riverine","Mesotidal","Polyhaline","Freshwater Cover",429,"Year:Vegetation_Zone",2,745.9071,372.9536,7.4134,7e-04
"545","GRB","GBF","Northeast","Riverine","Mesotidal","Polyhaline","Freshwater Cover",429,"Residuals",423,21280.1962,50.3078,NA,1
"546","GRB","BC","Northeast","Riverine","Mesotidal","Polyhaline","Freshwater Cover",329,"Year",1,450.3518,450.3518,10.8488,0.0011
"547","GRB","BC","Northeast","Riverine","Mesotidal","Polyhaline","Freshwater Cover",329,"Vegetation_Zone",2,6356.3641,3178.1821,76.5613,0
"548","GRB","BC","Northeast","Riverine","Mesotidal","Polyhaline","Freshwater Cover",329,"Year:Vegetation_Zone",2,1546.0092,773.0046,18.6214,0
"549","GRB","BC","Northeast","Riverine","Mesotidal","Polyhaline","Freshwater Cover",329,"Residuals",323,13408.244,41.5116,NA,1
"550","GTM","46","Southeast","Riverine","Microtidal","Oligohaline","Freshwater Cover",406,"Year",1,2278.5068,2278.5068,73.2416,0
"551","GTM","46","Southeast","Riverine","Microtidal","Oligohaline","Freshwater Cover",406,"Vegetation_Zone",2,17974.9932,8987.4966,288.8992,0
"552","GTM","46","Southeast","Riverine","Microtidal","Oligohaline","Freshwater Cover",406,"Residuals",402,12506,31.1095,NA,1
"553","KAC","FR","West Coast","Bay Front","Macrotidal","Mesohaline","Freshwater Cover",546,"Year",1,69.1883,69.1883,1.9696,0.1611
"554","KAC","FR","West Coast","Bay Front","Macrotidal","Mesohaline","Freshwater Cover",546,"Vegetation_Zone",2,8654.3129,4327.1565,123.1834,0
"555","KAC","FR","West Coast","Bay Front","Macrotidal","Mesohaline","Freshwater Cover",546,"Year:Vegetation_Zone",2,2498.3626,1249.1813,35.5611,0
