"","Reserve","SiteID","Metric","site_variable","Category","SampleSize","term","slope","std.error","statistic","pvalue"
"518","GRB","SP","Live Cover","Geomorphology","Bay Front",1964,"Year",0.2792,0.2902,0.962,0.3365
"519","GRB","GBF","Live Cover","Geomorphology","Riverine",1716,"Year",-0.0922,0.3688,-0.2501,0.8026
"520","GRB","BC","Live Cover","Geomorphology","Riverine",1316,"Year",-0.9726,0.3674,-2.6475,0.0085
"521","GTM","22","Live Cover","Geomorphology","Riverine",1596,"Year",0.5243,0.4727,1.1092,0.268
"522","GTM","0","Live Cover","Geomorphology","Back Barrier",1396,"Year",0.0082,0.4399,0.0186,0.9852
"523","GTM","40","Live Cover","Geomorphology","Riverine",1312,"Year",1.5523,0.4277,3.6295,3e-04
"524","GTM","1","Live Cover","Geomorphology","Riverine",1500,"Year",-0.4985,0.6082,-0.8196,0.4129
"525","GTM","46","Live Cover","Geomorphology","Riverine",1624,"Year",-0.4449,0.6237,-0.7134,0.476
"526","JAC","Central Segment","Live Cover","Geomorphology","Bay Front",1080,"Year",1.7301,0.3264,5.3008,0
"527","JAC","South Segment","Live Cover","Geomorphology","Bay Front",1080,"Year",0.5472,0.3952,1.3846,0.1673
"528","KAC","FR","Live Cover","Geomorphology","Bay Front",2184,"Year",0.9314,0.3269,2.8496,0.0045
"529","KAC","BS","Live Cover","Geomorphology","Back Barrier",1384,"Year",0.9516,0.5607,1.6973,0.0906
"530","KAC","CP","Live Cover","Geomorphology","Bay Front",1852,"Year",0.2054,0.5759,0.3567,0.7215
"531","KAC","SC","Live Cover","Geomorphology","Bay Front",644,"Year",0.2939,0.5523,0.5321,0.5954
"532","MAR","MI-W","Live Cover","Geomorphology","Bay Front",2192,"Year",-0.2629,0.5228,-0.5029,0.6152
"533","MAR","HF1","Live Cover","Geomorphology","Bay Front",2192,"Year",-11.6503,0.492,-23.681,0
"534","MAR","HF2","Live Cover","Geomorphology","Bay Front",2400,"Year",-9.0587,0.5072,-17.8589,0
"535","MAR","HF3","Live Cover","Geomorphology","Bay Front",2192,"Year",-9.1453,0.5736,-15.9427,0
"536","NAR","Nag","Live Cover","Geomorphology","Bay Front",1248,"Year",-1.5334,0.2409,-6.3659,0
"537","NAR","Coggeshall","Live Cover","Geomorphology","Bay Front",1092,"Year",-1.9468,0.3146,-6.1883,0
"538","NIW","Segment A","Live Cover","Geomorphology","Riverine",1276,"Year",0.8227,0.4236,1.9421,0.053
"539","NIW","Segment B","Live Cover","Geomorphology","Riverine",1352,"Year",0.6177,0.4097,1.5077,0.1326
"540","NOC","MI","Live Cover","Geomorphology","Back Barrier",3156,"Year",0.9645,0.4118,2.3422,0.0194
"541","NOC","MM","Live Cover","Geomorphology","Back Barrier",2404,"Year",-4.892,0.3954,-12.3714,0
"542","SOS","DM","Live Cover","Geomorphology","Riverine",280,"Year",-4e-04,3e-04,-1.6613,0.1012
"543","SOS","MM","Live Cover","Geomorphology","Bay Front",480,"Year",0.1484,0.1187,1.2497,0.2139
"544","SOS","HC","Live Cover","Geomorphology","Riverine",488,"Year",-0.0206,0.0113,-1.8215,0.071
"545","SOS","VM","Live Cover","Geomorphology","Riverine",400,"Year",-0.5127,0.3379,-1.5174,0.1324
"546","SOS","VI","Live Cover","Geomorphology","Riverine",240,"Year",-0.0243,0.0233,-1.0434,0.3011
"547","SOS","MI","Live Cover","Geomorphology","Bay Front",240,"Year",-0.3545,0.2125,-1.6678,0.1007
"548","TJR","McCoy North","Live Cover","Geomorphology","Back Barrier",200,"Year",0.3606,1.9721,0.1829,0.8557
"549","TJR","McCoy South","Live Cover","Geomorphology","Back Barrier",960,"Year",-1.59,0.7452,-2.1336,0.0339
"550","TJR","South Beach","Live Cover","Geomorphology","Back Barrier",840,"Year",-0.3841,0.9055,-0.4242,0.6719
"551","TJR","V1","Live Cover","Geomorphology","Back Barrier",1080,"Year",-1.3031,0.3628,-3.5914,4e-04
"552","TJR","V3","Live Cover","Geomorphology","Back Barrier",960,"Year",0.7436,0.539,1.3796,0.169
"553","TJR","V4","Live Cover","Geomorphology","Back Barrier",960,"Year",0.834,0.3987,2.0918,0.0375
"554","TJR","Brazo Creek","Live Cover","Geomorphology","Back Barrier",192,"Year",2.5509,1.9699,1.2949,0.2018
"555","TJR","Horse Trail","Live Cover","Geomorphology","Back Barrier",300,"Year",0.9346,0.6614,1.413,0.1619
"556","TJR","Model Marsh","Live Cover","Geomorphology","Back Barrier",480,"Year",2.3895,1.8067,1.3226,0.1885
"557","WEL","WB","Live Cover","Geomorphology","Back Barrier",1060,"Year",0.1245,0.2521,0.4939,0.6218
"558","WQB","Section 2","Live Cover","Geomorphology","Back Barrier",1680,"Year",0.0245,0.5248,0.0467,0.9628
"559","WQB","Section 1","Live Cover","Geomorphology","Back Barrier",1228,"Year",-0.2454,0.6572,-0.3734,0.7091
"560","WQB","Section 3","Live Cover","Geomorphology","Back Barrier",1324,"Year",0.1489,0.5319,0.28,0.7796
"561","ACE","EIN","Halophyte Cover","Geomorphology","Riverine",568,"Year",1.0266,0.8342,1.2306,0.2205
"562","ACE","EIS","Halophyte Cover","Geomorphology","Riverine",488,"Year",3.0081,0.8554,3.5168,6e-04
"563","APA","PC","Halophyte Cover","Geomorphology","Bay Front",1384,"Year",-0.4504,0.8327,-0.5409,0.5889
"564","CBM","MB","Halophyte Cover","Geomorphology","Bay Front",640,"Year",1.308,0.3438,3.8043,2e-04
"565","CBM","OPC","Halophyte Cover","Geomorphology","Riverine",1676,"Year",0,0,NA,1
"566","DEL","SJR","Halophyte Cover","Geomorphology","Riverine",480,"Year",-0.7739,1.4006,-0.5526,0.5816
"567","ELK","Upper","Halophyte Cover","Geomorphology","Riverine",240,"Year",0.4192,0.6581,0.6369,0.5267
"568","ELK","Lower","Halophyte Cover","Geomorphology","Riverine",400,"Year",0,0,NA,1
"569","GND","spalt","Halophyte Cover","Geomorphology","Bay Front",648,"Year",0,0,NA,1
"570","GND","juro low","Halophyte Cover","Geomorphology","Bay Front",840,"Year",0,0,NA,1
"571","GND","juro high","Halophyte Cover","Geomorphology","Riverine",512,"Year",-0.0255,0.0778,-0.3284,0.7432
"572","GND","juro mid","Halophyte Cover","Geomorphology","Riverine",960,"Year",0.0975,0.0361,2.7017,0.0074
"573","GND","clmaj","Halophyte Cover","Geomorphology","Riverine",600,"Year",0,0,NA,1
"574","GRB","SP","Halophyte Cover","Geomorphology","Bay Front",1964,"Year",-0.1188,0.4102,-0.2895,0.7723
"575","GRB","GBF","Halophyte Cover","Geomorphology","Riverine",1716,"Year",0.0767,0.4622,0.1659,0.8684
"576","GRB","BC","Halophyte Cover","Geomorphology","Riverine",1316,"Year",-0.44,0.4444,-0.9902,0.3228
"577","GTM","22","Halophyte Cover","Geomorphology","Riverine",1596,"Year",0.5243,0.4727,1.1092,0.268
"578","GTM","0","Halophyte Cover","Geomorphology","Back Barrier",1396,"Year",0.0082,0.4399,0.0186,0.9852
"579","GTM","40","Halophyte Cover","Geomorphology","Riverine",1312,"Year",1.5523,0.4277,3.6295,3e-04
"580","GTM","1","Halophyte Cover","Geomorphology","Riverine",1500,"Year",-0.4985,0.6082,-0.8196,0.4129
"581","GTM","46","Halophyte Cover","Geomorphology","Riverine",1624,"Year",-2.2472,0.3382,-6.6452,0
"582","JAC","Central Segment","Halophyte Cover","Geomorphology","Bay Front",1080,"Year",1.7301,0.3264,5.3008,0
"583","JAC","South Segment","Halophyte Cover","Geomorphology","Bay Front",1080,"Year",0.5472,0.3952,1.3846,0.1673
"584","KAC","FR","Halophyte Cover","Geomorphology","Bay Front",2184,"Year",0.6127,0.2949,2.0779,0.0382
"585","KAC","BS","Halophyte Cover","Geomorphology","Back Barrier",1384,"Year",1.1423,0.5608,2.037,0.0424
"586","KAC","CP","Halophyte Cover","Geomorphology","Bay Front",1852,"Year",0.4092,0.5704,0.7174,0.4735
"587","KAC","SC","Halophyte Cover","Geomorphology","Bay Front",644,"Year",0.8126,0.6725,1.2085,0.2287
"588","MAR","MI-W","Halophyte Cover","Geomorphology","Bay Front",2192,"Year",-0.2702,0.5236,-0.5159,0.6061
"589","MAR","HF1","Halophyte Cover","Geomorphology","Bay Front",2192,"Year",-11.6902,0.4906,-23.8281,0
"590","MAR","HF2","Halophyte Cover","Geomorphology","Bay Front",2400,"Year",-9.2515,0.506,-18.2834,0
"591","MAR","HF3","Halophyte Cover","Geomorphology","Bay Front",2192,"Year",-9.2302,0.5717,-16.1455,0
"592","NAR","Nag","Halophyte Cover","Geomorphology","Bay Front",1248,"Year",-1.454,0.2409,-6.0367,0
"593","NAR","Coggeshall","Halophyte Cover","Geomorphology","Bay Front",1092,"Year",-2.022,0.3119,-6.4826,0
"594","NIW","Segment A","Halophyte Cover","Geomorphology","Riverine",1276,"Year",0.9552,0.4251,2.2471,0.0253
"595","NIW","Segment B","Halophyte Cover","Geomorphology","Riverine",1352,"Year",0.872,0.4066,2.1444,0.0327
"596","NOC","MI","Halophyte Cover","Geomorphology","Back Barrier",3156,"Year",0.9645,0.4118,2.3422,0.0194
"597","NOC","MM","Halophyte Cover","Geomorphology","Back Barrier",2404,"Year",-4.9886,0.397,-12.5654,0
"598","SOS","DM","Halophyte Cover","Geomorphology","Riverine",280,"Year",0.4222,0.3914,1.0785,0.2846
"599","SOS","MM","Halophyte Cover","Geomorphology","Bay Front",480,"Year",-0.0773,0.9128,-0.0847,0.9326
"600","SOS","HC","Halophyte Cover","Geomorphology","Riverine",488,"Year",1.136,0.6919,1.6417,0.1033
"601","SOS","VM","Halophyte Cover","Geomorphology","Riverine",400,"Year",-0.2499,0.7319,-0.3414,0.7335
"602","SOS","VI","Halophyte Cover","Geomorphology","Riverine",240,"Year",0.9959,0.3741,2.6623,0.01
"603","SOS","MI","Halophyte Cover","Geomorphology","Bay Front",240,"Year",1.9614,0.3791,5.1737,0
"604","TJR","McCoy North","Halophyte Cover","Geomorphology","Back Barrier",200,"Year",0.3938,2.0001,0.1969,0.8447
"605","TJR","McCoy South","Halophyte Cover","Geomorphology","Back Barrier",960,"Year",-0.7217,0.8852,-0.8153,0.4157
"606","TJR","South Beach","Halophyte Cover","Geomorphology","Back Barrier",840,"Year",-0.6097,0.9414,-0.6477,0.5179
"607","TJR","V1","Halophyte Cover","Geomorphology","Back Barrier",1080,"Year",-1.3006,0.3629,-3.5839,4e-04
"608","TJR","V3","Halophyte Cover","Geomorphology","Back Barrier",960,"Year",0.6115,0.5463,1.1193,0.2641
"609","TJR","V4","Halophyte Cover","Geomorphology","Back Barrier",960,"Year",0.8364,0.3985,2.099,0.0369
"610","TJR","Brazo Creek","Halophyte Cover","Geomorphology","Back Barrier",192,"Year",1.9792,2.1331,0.9278,0.3583
"611","TJR","Horse Trail","Halophyte Cover","Geomorphology","Back Barrier",300,"Year",0.9206,0.6623,1.39,0.1687
"612","TJR","Model Marsh","Halophyte Cover","Geomorphology","Back Barrier",480,"Year",2.3895,1.8067,1.3226,0.1885
"613","WEL","WB","Halophyte Cover","Geomorphology","Back Barrier",1060,"Year",-0.2284,0.3445,-0.6629,0.508
"614","WQB","Section 2","Halophyte Cover","Geomorphology","Back Barrier",1680,"Year",-0.1282,0.5286,-0.2426,0.8084
"615","WQB","Section 1","Halophyte Cover","Geomorphology","Back Barrier",1228,"Year",-1.3683,0.6724,-2.0347,0.0427
"616","WQB","Section 3","Halophyte Cover","Geomorphology","Back Barrier",1324,"Year",-0.2967,0.6009,-0.4937,0.6219
"617","ACE","EIN","Freshwater Cover","Geomorphology","Riverine",568,"Year",0,0,NA,1
"618","ACE","EIS","Freshwater Cover","Geomorphology","Riverine",488,"Year",0,0,NA,1
"619","APA","PC","Freshwater Cover","Geomorphology","Bay Front",1384,"Year",-0.7154,0.2498,-2.864,0.0044
"620","CBM","MB","Freshwater Cover","Geomorphology","Bay Front",640,"Year",0,0,NA,1
"621","CBM","OPC","Freshwater Cover","Geomorphology","Riverine",1676,"Year",2.5235,0.2583,9.7681,0
"622","DEL","SJR","Freshwater Cover","Geomorphology","Riverine",480,"Year",0,0,NA,1
"623","ELK","Upper","Freshwater Cover","Geomorphology","Riverine",240,"Year",0,0,NA,1
"624","ELK","Lower","Freshwater Cover","Geomorphology","Riverine",400,"Year",0,0,NA,1
"625","GND","spalt","Freshwater Cover","Geomorphology","Bay Front",648,"Year",0,0,NA,1
"626","GND","juro low","Freshwater Cover","Geomorphology","Bay Front",840,"Year",0,0,NA,1
"627","GND","juro high","Freshwater Cover","Geomorphology","Riverine",512,"Year",0.0787,0.2518,0.3125,0.7552
"628","GND","juro mid","Freshwater Cover","Geomorphology","Riverine",960,"Year",-0.1768,0.4375,-0.4041,0.6865
"629","GND","clmaj","Freshwater Cover","Geomorphology","Riverine",600,"Year",-3.2417,1.1438,-2.8341,0.0052
"630","GRB","SP","Freshwater Cover","Geomorphology","Bay Front",1964,"Year",-0.0035,0.1234,-0.0286,0.9772
"631","GRB","GBF","Freshwater Cover","Geomorphology","Riverine",1716,"Year",-0.2107,0.1035,-2.035,0.0425
"632","GRB","BC","Freshwater Cover","Geomorphology","Riverine",1316,"Year",-0.305,0.116,-2.6288,0.009
"633","GTM","22","Freshwater Cover","Geomorphology","Riverine",1596,"Year",0,0,NA,1
"634","GTM","0","Freshwater Cover","Geomorphology","Back Barrier",1396,"Year",0,0,NA,1
"635","GTM","40","Freshwater Cover","Geomorphology","Riverine",1312,"Year",0,0,NA,1
"636","GTM","1","Freshwater Cover","Geomorphology","Riverine",1500,"Year",0,0,NA,1
"637","GTM","46","Freshwater Cover","Geomorphology","Riverine",1624,"Year",0.9313,0.1695,5.4954,0
"638","JAC","Central Segment","Freshwater Cover","Geomorphology","Bay Front",1080,"Year",0,0,NA,1
"639","JAC","South Segment","Freshwater Cover","Geomorphology","Bay Front",1080,"Year",0,0,NA,1
"640","KAC","FR","Freshwater Cover","Geomorphology","Bay Front",2184,"Year",0.0855,0.0765,1.1178,0.2641
"641","KAC","BS","Freshwater Cover","Geomorphology","Back Barrier",1384,"Year",0.1906,0.252,0.7563,0.45
"642","KAC","CP","Freshwater Cover","Geomorphology","Bay Front",1852,"Year",-0.0179,0.0245,-0.7309,0.4652
"643","KAC","SC","Freshwater Cover","Geomorphology","Bay Front",644,"Year",0,0,NA,1
"644","MAR","MI-W","Freshwater Cover","Geomorphology","Bay Front",2192,"Year",0,0,NA,1
"645","MAR","HF1","Freshwater Cover","Geomorphology","Bay Front",2192,"Year",0,0,NA,1
"646","MAR","HF2","Freshwater Cover","Geomorphology","Bay Front",2400,"Year",0,0,NA,1
"647","MAR","HF3","Freshwater Cover","Geomorphology","Bay Front",2192,"Year",0,0,NA,1
"648","NAR","Nag","Freshwater Cover","Geomorphology","Bay Front",1248,"Year",0,0,NA,1
"649","NAR","Coggeshall","Freshwater Cover","Geomorphology","Bay Front",1092,"Year",0,0,NA,1
"650","NIW","Segment A","Freshwater Cover","Geomorphology","Riverine",1276,"Year",0.041,0.0318,1.2896,0.1981
"651","NIW","Segment B","Freshwater Cover","Geomorphology","Riverine",1352,"Year",-0.088,0.0479,-1.8368,0.0671
"652","NOC","MI","Freshwater Cover","Geomorphology","Back Barrier",3156,"Year",0,0,NA,1
"653","NOC","MM","Freshwater Cover","Geomorphology","Back Barrier",2404,"Year",0,0,NA,1
"654","SOS","DM","Freshwater Cover","Geomorphology","Riverine",280,"Year",-0.089,0.1387,-0.6418,0.5232
"655","SOS","MM","Freshwater Cover","Geomorphology","Bay Front",480,"Year",0,0,NA,1
"656","SOS","HC","Freshwater Cover","Geomorphology","Riverine",488,"Year",0.1518,0.0929,1.6351,0.1047
"657","SOS","VM","Freshwater Cover","Geomorphology","Riverine",400,"Year",0.0031,0.015,0.2038,0.8389
"658","SOS","VI","Freshwater Cover","Geomorphology","Riverine",240,"Year",0,0,NA,1
"659","SOS","MI","Freshwater Cover","Geomorphology","Bay Front",240,"Year",0,0,NA,1
"660","TJR","McCoy North","Freshwater Cover","Geomorphology","Back Barrier",200,"Year",0,0,NA,1
"661","TJR","McCoy South","Freshwater Cover","Geomorphology","Back Barrier",960,"Year",0,0,NA,1
"662","TJR","South Beach","Freshwater Cover","Geomorphology","Back Barrier",840,"Year",0,0,NA,1
"663","TJR","V1","Freshwater Cover","Geomorphology","Back Barrier",1080,"Year",0,0,NA,1
"664","TJR","V3","Freshwater Cover","Geomorphology","Back Barrier",960,"Year",0,0,NA,1
"665","TJR","V4","Freshwater Cover","Geomorphology","Back Barrier",960,"Year",0,0,NA,1
"666","TJR","Brazo Creek","Freshwater Cover","Geomorphology","Back Barrier",192,"Year",0,0,NA,1
"667","TJR","Horse Trail","Freshwater Cover","Geomorphology","Back Barrier",300,"Year",0,0,NA,1
"668","TJR","Model Marsh","Freshwater Cover","Geomorphology","Back Barrier",480,"Year",0,0,NA,1
"669","WEL","WB","Freshwater Cover","Geomorphology","Back Barrier",1060,"Year",0.0152,0.0958,0.1581,0.8745
"670","WQB","Section 2","Freshwater Cover","Geomorphology","Back Barrier",1680,"Year",0,0,NA,1
"671","WQB","Section 1","Freshwater Cover","Geomorphology","Back Barrier",1228,"Year",0.3622,0.1528,2.3696,0.0184
"672","WQB","Section 3","Freshwater Cover","Geomorphology","Back Barrier",1324,"Year",-0.0505,0.0244,-2.0735,0.0389
"673","ACE","EIN","EMI","Geomorphology","Riverine",568,"Year",0.0109,0.0083,1.3162,0.1903
"674","ACE","EIS","EMI","Geomorphology","Riverine",488,"Year",0.0301,0.0086,3.52,6e-04
"675","APA","PC","EMI","Geomorphology","Bay Front",1384,"Year",0.0045,0.0059,0.7621,0.4465
"676","CBM","MB","EMI","Geomorphology","Bay Front",640,"Year",0,0.0052,9e-04,0.9992
"677","CBM","OPC","EMI","Geomorphology","Riverine",1676,"Year",0.0087,0.0015,5.6721,0
"678","DEL","SJR","EMI","Geomorphology","Riverine",480,"Year",0.0101,0.0159,0.6331,0.5279
"679","ELK","Upper","EMI","Geomorphology","Riverine",240,"Year",0.0096,0.0251,0.3829,0.7032
"680","ELK","Lower","EMI","Geomorphology","Riverine",400,"Year",0.0091,0.0141,0.6429,0.5218
"681","GND","spalt","EMI","Geomorphology","Bay Front",648,"Year",0.0583,0.0074,7.8617,0
"682","GND","juro low","EMI","Geomorphology","Bay Front",840,"Year",0.0819,0.0091,9.0293,0
"683","GND","juro high","EMI","Geomorphology","Riverine",512,"Year",0.0642,0.0106,6.0762,0
"684","GND","juro mid","EMI","Geomorphology","Riverine",960,"Year",0.0465,0.0093,5.0213,0
"685","GND","clmaj","EMI","Geomorphology","Riverine",600,"Year",0,0,NA,1
"686","GRB","SP","EMI","Geomorphology","Bay Front",1964,"Year",0.0151,0.0039,3.8623,1e-04
"687","GRB","GBF","EMI","Geomorphology","Riverine",1716,"Year",0.0086,0.0046,1.8791,0.0609
"688","GRB","BC","EMI","Geomorphology","Riverine",1316,"Year",0.0127,0.0045,2.8018,0.0054
"689","GTM","22","EMI","Geomorphology","Riverine",1596,"Year",-0.0052,0.0047,-1.1092,0.268
"690","GTM","0","EMI","Geomorphology","Back Barrier",1396,"Year",-1e-04,0.0044,-0.0186,0.9852
"691","GTM","40","EMI","Geomorphology","Riverine",1312,"Year",-0.0155,0.0043,-3.6295,3e-04
"692","GTM","1","EMI","Geomorphology","Riverine",1500,"Year",0.005,0.0061,0.8196,0.413
"693","GTM","46","EMI","Geomorphology","Riverine",1624,"Year",-7e-04,0.0064,-0.103,0.918
"694","JAC","Central Segment","EMI","Geomorphology","Bay Front",1080,"Year",-0.0171,0.0034,-5.0013,0
"695","JAC","South Segment","EMI","Geomorphology","Bay Front",1080,"Year",-0.0041,0.004,-1.0221,0.3076
"696","KAC","FR","EMI","Geomorphology","Bay Front",2184,"Year",-7e-04,0.0027,-0.2714,0.7862
"697","KAC","BS","EMI","Geomorphology","Back Barrier",1384,"Year",0.0018,0.0036,0.518,0.6048
"698","KAC","CP","EMI","Geomorphology","Bay Front",1852,"Year",0.0021,0.0011,1.8276,0.0683
"699","KAC","SC","EMI","Geomorphology","Bay Front",644,"Year",0.0065,0.007,0.9353,0.351
"700","MAR","MI-W","EMI","Geomorphology","Bay Front",2192,"Year",-0.0208,0.0052,-4.0107,1e-04
"701","MAR","HF1","EMI","Geomorphology","Bay Front",2192,"Year",0.0431,0.0047,9.1677,0
"702","MAR","HF2","EMI","Geomorphology","Bay Front",2400,"Year",0.0278,0.0052,5.3971,0
"703","MAR","HF3","EMI","Geomorphology","Bay Front",2192,"Year",0.0539,0.0057,9.4815,0
"704","NAR","Nag","EMI","Geomorphology","Bay Front",1248,"Year",0.017,0.0048,3.5205,5e-04
"705","NAR","Coggeshall","EMI","Geomorphology","Bay Front",1092,"Year",0.0089,0.0045,1.9913,0.0474
"706","NIW","Segment A","EMI","Geomorphology","Riverine",1276,"Year",-0.0089,0.0038,-2.319,0.021
"707","NIW","Segment B","EMI","Geomorphology","Riverine",1352,"Year",-0.0075,0.0041,-1.8222,0.0693
"708","NOC","MI","EMI","Geomorphology","Back Barrier",3156,"Year",-0.0073,0.0038,-1.9252,0.0546
"709","NOC","MM","EMI","Geomorphology","Back Barrier",2404,"Year",0.0361,0.0037,9.6477,0
"710","SOS","DM","EMI","Geomorphology","Riverine",280,"Year",0.0043,0.0026,1.6562,0.1023
"711","SOS","MM","EMI","Geomorphology","Bay Front",480,"Year",0.0012,0.0054,0.2161,0.8293
"712","SOS","HC","EMI","Geomorphology","Riverine",488,"Year",-0.003,0.0039,-0.7587,0.4495
"713","SOS","VM","EMI","Geomorphology","Riverine",400,"Year",0.0061,0.0071,0.8642,0.3896
"714","SOS","VI","EMI","Geomorphology","Riverine",240,"Year",2e-04,2e-04,1.0348,0.305
"715","SOS","MI","EMI","Geomorphology","Bay Front",240,"Year",0.0035,0.0021,1.6658,0.1011
"716","TJR","McCoy North","EMI","Geomorphology","Back Barrier",200,"Year",0,0,NA,1
"717","TJR","McCoy South","EMI","Geomorphology","Back Barrier",960,"Year",0.0012,0.0057,0.2123,0.8321
"718","TJR","South Beach","EMI","Geomorphology","Back Barrier",840,"Year",-0.0032,0.0042,-0.7578,0.4494
"719","TJR","V1","EMI","Geomorphology","Back Barrier",1080,"Year",-0.0025,0.003,-0.8275,0.4087
"720","TJR","V3","EMI","Geomorphology","Back Barrier",960,"Year",-0.001,0.0031,-0.3113,0.7558
"721","TJR","V4","EMI","Geomorphology","Back Barrier",960,"Year",7e-04,0.003,0.2225,0.8241
"722","TJR","Brazo Creek","EMI","Geomorphology","Back Barrier",192,"Year",-0.0176,0.0267,-0.6614,0.5117
"723","TJR","Horse Trail","EMI","Geomorphology","Back Barrier",300,"Year",-2e-04,0.0025,-0.0797,0.9367
"724","TJR","Model Marsh","EMI","Geomorphology","Back Barrier",480,"Year",-0.0199,0.0097,-2.0442,0.0432
"725","WEL","WB","EMI","Geomorphology","Back Barrier",1060,"Year",0.0012,0.0047,0.2487,0.8038
"726","WQB","Section 2","EMI","Geomorphology","Back Barrier",1680,"Year",0.0104,0.0051,2.0621,0.0398
"727","WQB","Section 1","EMI","Geomorphology","Back Barrier",1228,"Year",0.013,0.0057,2.2599,0.0245
"728","WQB","Section 3","EMI","Geomorphology","Back Barrier",1324,"Year",0.0153,0.0062,2.4849,0.0135
"729","ACE","EIN","Richness","Geomorphology","Riverine",568,"Year",-0.0011,0.0142,-0.081,0.9356
"730","ACE","EIS","Richness","Geomorphology","Riverine",488,"Year",0.0531,0.0199,2.6705,0.0086
"731","APA","PC","Richness","Geomorphology","Bay Front",1384,"Year",-0.024,0.0522,-0.4594,0.6462
"732","CBM","MB","Richness","Geomorphology","Bay Front",640,"Year",0.0424,0.0351,1.2066,0.2294
"733","CBM","OPC","Richness","Geomorphology","Riverine",1676,"Year",0.0647,0.0463,1.3979,0.1629
"734","DEL","SJR","Richness","Geomorphology","Riverine",480,"Year",-0.0617,0.0215,-2.8719,0.0048
"735","ELK","Upper","Richness","Geomorphology","Riverine",240,"Year",0.0036,0.0402,0.089,0.9294
"736","ELK","Lower","Richness","Geomorphology","Riverine",400,"Year",0.0287,0.0431,0.6663,0.5068
"737","GND","spalt","Richness","Geomorphology","Bay Front",648,"Year",0.0487,0.0227,2.141,0.0338
"738","GND","juro low","Richness","Geomorphology","Bay Front",840,"Year",0.0531,0.0206,2.5797,0.0106
"739","GND","juro high","Richness","Geomorphology","Riverine",512,"Year",0.3715,0.0835,4.4473,0
"740","GND","juro mid","Richness","Geomorphology","Riverine",960,"Year",0.1993,0.0589,3.3858,8e-04
"741","GND","clmaj","Richness","Geomorphology","Riverine",600,"Year",0.8767,0.1418,6.1813,0
"742","GRB","SP","Richness","Geomorphology","Bay Front",1964,"Year",-0.0113,0.0306,-0.3682,0.7129
"743","GRB","GBF","Richness","Geomorphology","Riverine",1716,"Year",-0.048,0.0211,-2.2709,0.0237
"744","GRB","BC","Richness","Geomorphology","Riverine",1316,"Year",-0.0662,0.0391,-1.692,0.0916
"745","GTM","22","Richness","Geomorphology","Riverine",1596,"Year",0.0407,0.0119,3.4136,7e-04
"746","GTM","0","Richness","Geomorphology","Back Barrier",1396,"Year",-0.025,0.0101,-2.4829,0.0135
"747","GTM","40","Richness","Geomorphology","Riverine",1312,"Year",-0.025,0.005,-5.02,0
"748","GTM","1","Richness","Geomorphology","Riverine",1500,"Year",0.109,0.023,4.748,0
"749","GTM","46","Richness","Geomorphology","Riverine",1624,"Year",0.0345,0.0346,0.9985,0.3186
"750","JAC","Central Segment","Richness","Geomorphology","Bay Front",1080,"Year",-0.0118,0.012,-0.985,0.3255
"751","JAC","South Segment","Richness","Geomorphology","Bay Front",1080,"Year",-0.0058,0.016,-0.3638,0.7163
"752","KAC","FR","Richness","Geomorphology","Bay Front",2184,"Year",0.0556,0.0212,2.6242,0.0089
"753","KAC","BS","Richness","Geomorphology","Back Barrier",1384,"Year",0.1065,0.0277,3.8443,1e-04
"754","KAC","CP","Richness","Geomorphology","Bay Front",1852,"Year",-0.0554,0.024,-2.3046,0.0216
"755","KAC","SC","Richness","Geomorphology","Bay Front",644,"Year",0.0212,0.0329,0.6449,0.5199
"756","MAR","MI-W","Richness","Geomorphology","Bay Front",2192,"Year",-0.109,0.0165,-6.6186,0
"757","MAR","HF1","Richness","Geomorphology","Bay Front",2192,"Year",-0.2648,0.0172,-15.4415,0
"758","MAR","HF2","Richness","Geomorphology","Bay Front",2400,"Year",-0.1965,0.0172,-11.4542,0
"759","MAR","HF3","Richness","Geomorphology","Bay Front",2192,"Year",-0.2051,0.0177,-11.5988,0
"760","NAR","Nag","Richness","Geomorphology","Bay Front",1248,"Year",-0.0261,0.0193,-1.3498,0.1781
"761","NAR","Coggeshall","Richness","Geomorphology","Bay Front",1092,"Year",-0.0445,0.0236,-1.885,0.0605
"762","NIW","Segment A","Richness","Geomorphology","Riverine",1276,"Year",-0.0071,0.0201,-0.3546,0.7231
"763","NIW","Segment B","Richness","Geomorphology","Riverine",1352,"Year",-0.0186,0.0111,-1.6807,0.0937
"764","NOC","MI","Richness","Geomorphology","Back Barrier",3156,"Year",-0.0054,0.0119,-0.4517,0.6516
"765","NOC","MM","Richness","Geomorphology","Back Barrier",2404,"Year",8e-04,0.0043,0.1924,0.8475
"766","SOS","DM","Richness","Geomorphology","Riverine",280,"Year",0.0029,0.0586,0.0492,0.9609
"767","SOS","MM","Richness","Geomorphology","Bay Front",480,"Year",0.039,0.0511,0.7634,0.4468
"768","SOS","HC","Richness","Geomorphology","Riverine",488,"Year",0.037,0.0527,0.7015,0.4843
"769","SOS","VM","Richness","Geomorphology","Riverine",400,"Year",0.0209,0.0893,0.2342,0.8153
"770","SOS","VI","Richness","Geomorphology","Riverine",240,"Year",-0.006,0.0451,-0.1334,0.8944
