"","Reserve","SiteID","Vegetation_Zone","Metric","SampleSize","term","slope","std.error","statistic","pvalue"
"613","GTM","46","Low","Richness",388,"Year",-0.1266,0.0226,-5.6013,0
"614","JAC","Central Segment","Low","Richness",270,"Year",-0.0118,0.012,-0.985,0.3255
"615","JAC","South Segment","Low","Richness",270,"Year",-0.0058,0.016,-0.3638,0.7163
"616","KAC","FR","Mid","Richness",416,"Year",0.0427,0.02,2.1366,0.0332
"617","KAC","FR","Low","Richness",112,"Year",0.0526,0.0569,0.9246,0.3572
"618","KAC","FR","Up","Richness",18,"Year",0.3849,0.0807,4.7672,2e-04
"619","KAC","BS","Low","Richness",322,"Year",0.1103,0.0286,3.858,1e-04
"620","KAC","BS","Mid","Richness",12,"Year",0.1951,0.106,1.841,0.0954
"621","KAC","BS","Up","Richness",12,"Year",-0.0854,0.1908,-0.4473,0.6642
"622","KAC","CP","Mid","Richness",313,"Year",-0.0625,0.0298,-2.0949,0.037
"623","KAC","CP","Low","Richness",150,"Year",-0.0315,0.0363,-0.8691,0.3862
"624","KAC","SC","Low","Richness",81,"Year",0.0435,0.0402,1.0801,0.2834
"625","KAC","SC","Mid","Richness",80,"Year",-0.0029,0.0526,-0.0559,0.9555
"626","MAR","MI-W","Low","Richness",548,"Year",-0.109,0.0165,-6.6186,0
"627","MAR","HF1","Low","Richness",548,"Year",-0.2648,0.0172,-15.4415,0
"628","MAR","HF2","Low","Richness",600,"Year",-0.1965,0.0172,-11.4542,0
"629","MAR","HF3","Low","Richness",548,"Year",-0.2051,0.0177,-11.5988,0
"630","NAR","Nag","Low","Richness",65,"Year",-0.0341,0.0356,-0.9566,0.3424
"631","NAR","Nag","Mid","Richness",208,"Year",-0.0155,0.0174,-0.8897,0.3747
"632","NAR","Nag","Up","Richness",39,"Year",-0.0696,0.0641,-1.0852,0.2849
"633","NAR","Coggeshall","Mid","Richness",143,"Year",-0.0559,0.0251,-2.2244,0.0277
"634","NAR","Coggeshall","Low","Richness",91,"Year",-0.0557,0.0242,-2.3019,0.0237
"635","NAR","Coggeshall","Up","Richness",39,"Year",0.0238,0.0464,0.5135,0.6107
"636","NIW","Segment A","Mid","Richness",130,"Year",-0.0095,0.0304,-0.3144,0.7537
"637","NIW","Segment A","Low","Richness",164,"Year",0.0077,0.0066,1.1702,0.2436
"638","NIW","Segment A","Up","Richness",25,"Year",-0.2438,0.1154,-2.1131,0.0457
"639","NIW","Segment B","Mid","Richness",78,"Year",-0.0664,0.0307,-2.1636,0.0336
"640","NIW","Segment B","Low","Richness",260,"Year",-0.0042,0.0041,-1.0297,0.3041
"641","NOC","MI","Low","Richness",681,"Year",-0.0158,0.0084,-1.8652,0.0626
"642","NOC","MI","Mid","Richness",108,"Year",0.0595,0.0327,1.82,0.0716
"643","NOC","MM","Low","Richness",601,"Year",8e-04,0.0043,0.1924,0.8475
"644","SOS","DM","Low","Richness",19,"Year",-0.1822,0.1528,-1.192,0.2496
"645","SOS","DM","Mid","Richness",51,"Year",0.0271,0.0627,0.4328,0.6671
"646","SOS","MM","Low","Richness",60,"Year",-0.0881,0.0355,-2.4825,0.016
"647","SOS","MM","Mid","Richness",60,"Year",0.166,0.0515,3.225,0.0021
"648","SOS","HC","Mid","Richness",92,"Year",0.1001,0.0542,1.8467,0.0681
"649","SOS","HC","Low","Richness",30,"Year",-0.1049,0.0725,-1.447,0.159
"650","SOS","VM","Mid","Richness",40,"Year",0.009,0.126,0.0713,0.9435
"651","SOS","VM","Low","Richness",60,"Year",0.0289,0.0614,0.4705,0.6397
"652","SOS","VI","Low","Richness",54,"Year",0.0172,0.0434,0.3968,0.6931
"653","SOS","VI","Mid","Richness",6,"Year",-0.2152,0.0763,-2.8187,0.0479
"654","SOS","MI","Low","Richness",60,"Year",0.1487,0.0392,3.7982,4e-04
"655","TJR","McCoy North","Mid","Richness",40,"Year",-0.0121,0.1305,-0.0929,0.9265
"656","TJR","McCoy North","Up","Richness",10,"Year",0.1758,0.0544,3.2322,0.012
"657","TJR","McCoy South","Up","Richness",90,"Year",-0.1461,0.0392,-3.7266,3e-04
"658","TJR","McCoy South","Mid","Richness",90,"Year",-0.1017,0.0338,-3.0084,0.0034
"659","TJR","McCoy South","Low","Richness",60,"Year",-0.0222,0.0275,-0.8085,0.4221
"660","TJR","South Beach","Mid","Richness",180,"Year",-0.0128,0.0354,-0.3612,0.7184
"661","TJR","South Beach","Up","Richness",30,"Year",-0.0081,0.0786,-0.1028,0.9188
"662","TJR","V1","Low","Richness",40,"Year",0,0,1.5976,0.1184
"663","TJR","V1","Mid","Richness",160,"Year",-0.008,0.0427,-0.1861,0.8526
"664","TJR","V1","Up","Richness",70,"Year",0.0416,0.0617,0.6734,0.503
"665","TJR","V3","Mid","Richness",240,"Year",-3e-04,0.0406,-0.0062,0.995
"666","TJR","V4","Mid","Richness",230,"Year",-0.1191,0.029,-4.1102,1e-04
"667","TJR","V4","Low","Richness",10,"Year",-0.2242,0.0597,-3.7568,0.0056
"668","TJR","Brazo Creek","Mid","Richness",40,"Year",0.08,0.1557,0.5137,0.6104
"669","TJR","Brazo Creek","Up","Richness",8,"Year",0,0.1581,0,1
"670","TJR","Horse Trail","Mid","Richness",75,"Year",-0.0267,0.0617,-0.4322,0.6669
"671","TJR","Model Marsh","Mid","Richness",105,"Year",-0.0429,0.0674,-0.6362,0.526
"672","TJR","Model Marsh","Low","Richness",15,"Year",0,0.0925,0,1
"673","WEL","WB","Low","Richness",53,"Year",-0.0457,0.039,-1.1731,0.2462
"674","WEL","WB","Mid","Richness",159,"Year",-0.0474,0.0345,-1.3714,0.1722
"675","WEL","WB","Up","Richness",53,"Year",0.1003,0.0542,1.8519,0.0698
"676","WQB","Section 2","Low","Richness",216,"Year",-0.0052,0.0345,-0.1511,0.8801
"677","WQB","Section 2","Mid","Richness",180,"Year",-0.0204,0.0497,-0.4116,0.6811
"678","WQB","Section 2","Up","Richness",24,"Year",-0.0825,0.1173,-0.7037,0.489
"679","WQB","Section 1","Mid","Richness",36,"Year",0.1232,0.1073,1.1474,0.2592
"680","WQB","Section 1","Low","Richness",251,"Year",0.0988,0.0239,4.1409,0
"681","WQB","Section 3","Mid","Richness",195,"Year",0.037,0.05,0.7402,0.4601
"682","WQB","Section 3","Up","Richness",45,"Year",-0.1109,0.1342,-0.8262,0.4133
"683","WQB","Section 3","Low","Richness",91,"Year",0.042,0.0503,0.8346,0.4062
"684","WQB","Section 1","Up","Richness",20,"Year",0.0164,0.1858,0.0881,0.9307
"685","ACE","EIN","Mid","Shannon-Weiner Diversity",107,"Year",0.004,0.0069,0.5797,0.5634
"686","ACE","EIN","Low","Shannon-Weiner Diversity",35,"Year",-0.0177,0.0101,-1.7502,0.0894
"687","ACE","EIS","Mid","Shannon-Weiner Diversity",117,"Year",0.0081,0.007,1.1529,0.2514
"688","ACE","EIS","Low","Shannon-Weiner Diversity",5,"Year",-0.0389,0.0375,-1.036,0.3764
"689","APA","PC","Low","Shannon-Weiner Diversity",138,"Year",-0.0028,0.0162,-0.1724,0.8634
"690","APA","PC","Mid","Shannon-Weiner Diversity",195,"Year",0.0198,0.0128,1.5453,0.1239
"691","APA","PC","Up","Shannon-Weiner Diversity",13,"Year",0.001,0.017,0.0578,0.955
"692","CBM","MB","Low","Shannon-Weiner Diversity",121,"Year",0.0215,0.0109,1.9648,0.0518
"693","CBM","MB","Mid","Shannon-Weiner Diversity",39,"Year",-0.0226,0.0192,-1.1758,0.2472
"694","CBM","OPC","Low","Shannon-Weiner Diversity",154,"Year",0.0139,0.0117,1.1916,0.2353
"695","CBM","OPC","Mid","Shannon-Weiner Diversity",265,"Year",0.0149,0.0083,1.7921,0.0743
"696","DEL","SJR","Up","Shannon-Weiner Diversity",4,"Year",-0.1358,0.0432,-3.1407,0.0882
"697","DEL","SJR","Low","Shannon-Weiner Diversity",32,"Year",-0.0216,0.0132,-1.6345,0.1126
"698","DEL","SJR","Mid","Shannon-Weiner Diversity",84,"Year",-0.0187,0.0116,-1.6077,0.1117
"699","ELK","Upper","Up","Shannon-Weiner Diversity",6,"Year",-0.0297,0.0252,-1.1746,0.3053
"700","ELK","Upper","Low","Shannon-Weiner Diversity",45,"Year",0.0182,0.0171,1.0618,0.2942
"701","ELK","Lower","Up","Shannon-Weiner Diversity",8,"Year",-0.0085,0.0433,-0.1964,0.8508
"702","ELK","Lower","Low","Shannon-Weiner Diversity",90,"Year",0.0076,0.009,0.8418,0.4022
"703","ELK","Upper","Mid","Shannon-Weiner Diversity",9,"Year",0,0,NA,1
"704","GND","spalt","Low","Shannon-Weiner Diversity",96,"Year",0.0195,0.0161,1.2112,0.2288
"705","GND","spalt","Mid","Shannon-Weiner Diversity",66,"Year",0.0303,0.0161,1.8757,0.0653
"706","GND","juro low","Low","Shannon-Weiner Diversity",36,"Year",0.0551,0.0261,2.1123,0.0421
"707","GND","juro low","Mid","Shannon-Weiner Diversity",174,"Year",0.0055,0.0077,0.7103,0.4785
"708","GND","juro high","Mid","Shannon-Weiner Diversity",116,"Year",0.1288,0.0257,5.0023,0
"709","GND","juro high","Low","Shannon-Weiner Diversity",12,"Year",0.0991,0.0385,2.5731,0.0277
"710","GND","juro mid","Mid","Shannon-Weiner Diversity",204,"Year",0.054,0.0183,2.9491,0.0036
"711","GND","juro mid","Low","Shannon-Weiner Diversity",18,"Year",0.0352,0.0688,0.512,0.6157
"712","GND","juro mid","Up","Shannon-Weiner Diversity",18,"Year",0.2157,0.0438,4.9205,2e-04
"713","GND","clmaj","Up","Shannon-Weiner Diversity",150,"Year",0.2381,0.0314,7.5753,0
"714","GRB","SP","Low","Shannon-Weiner Diversity",66,"Year",0.0093,0.0103,0.9036,0.3696
"715","GRB","SP","Mid","Shannon-Weiner Diversity",363,"Year",-0.009,0.0059,-1.5292,0.1271
"716","GRB","SP","Up","Shannon-Weiner Diversity",62,"Year",-0.0067,0.0232,-0.288,0.7744
"717","GRB","GBF","Low","Shannon-Weiner Diversity",66,"Year",-0.0078,0.0076,-1.0268,0.3084
"718","GRB","GBF","Mid","Shannon-Weiner Diversity",297,"Year",-0.0181,0.007,-2.5898,0.0101
"719","GRB","GBF","Up","Shannon-Weiner Diversity",66,"Year",-0.0097,0.0135,-0.7196,0.4744
"720","GRB","BC","Low","Shannon-Weiner Diversity",109,"Year",0.0061,0.0061,0.9993,0.3199
"721","GRB","BC","Mid","Shannon-Weiner Diversity",154,"Year",-0.021,0.0103,-2.0405,0.043
"722","GRB","BC","Up","Shannon-Weiner Diversity",66,"Year",-0.0287,0.0162,-1.7721,0.0811
"723","GTM","22","Low","Shannon-Weiner Diversity",399,"Year",0.0281,0.0039,7.2046,0
"724","GTM","0","Low","Shannon-Weiner Diversity",349,"Year",0.0044,0.0041,1.0635,0.2883
"725","GTM","40","Low","Shannon-Weiner Diversity",328,"Year",0,2e-04,-0.267,0.7897
"726","GTM","1","Low","Shannon-Weiner Diversity",375,"Year",0.0531,0.0071,7.4431,0
"727","GTM","46","Low","Shannon-Weiner Diversity",388,"Year",-0.027,0.0077,-3.5155,5e-04
"728","JAC","Central Segment","Low","Shannon-Weiner Diversity",270,"Year",-0.0093,0.0045,-2.0667,0.0397
"729","JAC","South Segment","Low","Shannon-Weiner Diversity",270,"Year",-0.0071,0.0044,-1.6186,0.1067
"730","KAC","FR","Mid","Shannon-Weiner Diversity",416,"Year",0.0083,0.0053,1.5609,0.1193
"731","KAC","FR","Low","Shannon-Weiner Diversity",112,"Year",0.0134,0.0134,0.9971,0.3209
"732","KAC","FR","Up","Shannon-Weiner Diversity",18,"Year",0.0459,0.0135,3.406,0.0036
"733","KAC","BS","Low","Shannon-Weiner Diversity",322,"Year",0.0369,0.0074,5.0005,0
"734","KAC","BS","Mid","Shannon-Weiner Diversity",12,"Year",0.0098,0.0329,0.2989,0.7711
"735","KAC","BS","Up","Shannon-Weiner Diversity",12,"Year",-0.0036,0.0316,-0.1132,0.9121
"736","KAC","CP","Mid","Shannon-Weiner Diversity",313,"Year",0.0012,0.0073,0.1627,0.8709
"737","KAC","CP","Low","Shannon-Weiner Diversity",150,"Year",-0.0027,0.0099,-0.2757,0.7831
"738","KAC","SC","Low","Shannon-Weiner Diversity",81,"Year",-0.0046,0.0103,-0.441,0.6604
"739","KAC","SC","Mid","Shannon-Weiner Diversity",80,"Year",-0.006,0.0132,-0.4575,0.6486
"740","MAR","MI-W","Low","Shannon-Weiner Diversity",548,"Year",-0.0339,0.0049,-6.8769,0
"741","MAR","HF1","Low","Shannon-Weiner Diversity",548,"Year",-0.0705,0.0052,-13.5285,0
"742","MAR","HF2","Low","Shannon-Weiner Diversity",600,"Year",-0.0676,0.0054,-12.565,0
"743","MAR","HF3","Low","Shannon-Weiner Diversity",548,"Year",-0.0551,0.0057,-9.7264,0
"744","NAR","Nag","Low","Shannon-Weiner Diversity",65,"Year",-0.0121,0.0101,-1.1971,0.2357
"745","NAR","Nag","Mid","Shannon-Weiner Diversity",208,"Year",-0.0165,0.0056,-2.9355,0.0037
"746","NAR","Nag","Up","Shannon-Weiner Diversity",39,"Year",-0.0096,0.0135,-0.7062,0.4845
"747","NAR","Coggeshall","Mid","Shannon-Weiner Diversity",143,"Year",-0.0371,0.0083,-4.4827,0
"748","NAR","Coggeshall","Low","Shannon-Weiner Diversity",91,"Year",-0.0118,0.0039,-3.0458,0.0031
"749","NAR","Coggeshall","Up","Shannon-Weiner Diversity",39,"Year",-2e-04,0.0097,-0.0155,0.9877
"750","NIW","Segment A","Mid","Shannon-Weiner Diversity",130,"Year",-0.0038,0.0073,-0.5177,0.6055
"751","NIW","Segment A","Low","Shannon-Weiner Diversity",164,"Year",8e-04,0.0019,0.415,0.6787
"752","NIW","Segment A","Up","Shannon-Weiner Diversity",25,"Year",-0.0366,0.0252,-1.4536,0.1596
"753","NIW","Segment B","Mid","Shannon-Weiner Diversity",78,"Year",-0.0128,0.0074,-1.7179,0.0899
"754","NIW","Segment B","Low","Shannon-Weiner Diversity",260,"Year",-1e-04,1e-04,-1.6533,0.0995
"755","NOC","MI","Low","Shannon-Weiner Diversity",681,"Year",4e-04,0.0022,0.1766,0.8599
"756","NOC","MI","Mid","Shannon-Weiner Diversity",108,"Year",0.0312,0.0118,2.6428,0.0095
"757","NOC","MM","Low","Shannon-Weiner Diversity",601,"Year",0.0013,5e-04,2.4481,0.0146
"758","SOS","DM","Low","Shannon-Weiner Diversity",19,"Year",-0.0453,0.0272,-1.6625,0.1147
"759","SOS","DM","Mid","Shannon-Weiner Diversity",51,"Year",0.018,0.0084,2.1473,0.0367
"760","SOS","MM","Low","Shannon-Weiner Diversity",60,"Year",0.0021,0.0071,0.296,0.7683
"761","SOS","MM","Mid","Shannon-Weiner Diversity",60,"Year",0.0273,0.0091,2.9954,0.004
"762","SOS","HC","Mid","Shannon-Weiner Diversity",92,"Year",0.0287,0.0062,4.615,0
"763","SOS","HC","Low","Shannon-Weiner Diversity",30,"Year",0.0077,0.0124,0.6239,0.5378
"764","SOS","VM","Mid","Shannon-Weiner Diversity",40,"Year",0.0189,0.0103,1.834,0.0745
"765","SOS","VM","Low","Shannon-Weiner Diversity",60,"Year",0.0289,0.0176,1.645,0.1054
"766","SOS","VI","Low","Shannon-Weiner Diversity",54,"Year",0.0242,0.0113,2.1368,0.0373
"767","SOS","VI","Mid","Shannon-Weiner Diversity",6,"Year",-0.012,0.0128,-0.9416,0.3997
"768","SOS","MI","Low","Shannon-Weiner Diversity",60,"Year",0.0298,0.0086,3.4779,0.001
"769","TJR","McCoy North","Mid","Shannon-Weiner Diversity",40,"Year",-0.0182,0.0206,-0.8819,0.3834
"770","TJR","McCoy North","Up","Shannon-Weiner Diversity",10,"Year",0.0088,0.0051,1.7321,0.1215
"771","TJR","McCoy South","Up","Shannon-Weiner Diversity",90,"Year",-0.0258,0.0119,-2.1722,0.0325
"772","TJR","McCoy South","Mid","Shannon-Weiner Diversity",90,"Year",-0.0253,0.0102,-2.485,0.0148
"773","TJR","McCoy South","Low","Shannon-Weiner Diversity",60,"Year",0.002,0.0115,0.169,0.8664
"774","TJR","South Beach","Mid","Shannon-Weiner Diversity",180,"Year",-0.0026,0.0093,-0.2838,0.7769
"775","TJR","South Beach","Up","Shannon-Weiner Diversity",30,"Year",0.0083,0.022,0.3782,0.7081
"776","TJR","V1","Low","Shannon-Weiner Diversity",40,"Year",0,0,NA,1
"777","TJR","V1","Mid","Shannon-Weiner Diversity",160,"Year",-0.0012,0.012,-0.098,0.9221
"778","TJR","V1","Up","Shannon-Weiner Diversity",70,"Year",0.005,0.02,0.2518,0.802
"779","TJR","V3","Mid","Shannon-Weiner Diversity",240,"Year",0.011,0.0077,1.4346,0.1527
"780","TJR","V4","Mid","Shannon-Weiner Diversity",230,"Year",-0.0171,0.0072,-2.3984,0.0173
"781","TJR","V4","Low","Shannon-Weiner Diversity",10,"Year",-0.0249,0.0187,-1.3359,0.2183
"782","TJR","Brazo Creek","Mid","Shannon-Weiner Diversity",40,"Year",0.0758,0.0502,1.5094,0.1395
"783","TJR","Brazo Creek","Up","Shannon-Weiner Diversity",8,"Year",0.0301,0.0747,0.4033,0.7007
"784","TJR","Horse Trail","Mid","Shannon-Weiner Diversity",75,"Year",-0.0147,0.0198,-0.7438,0.4594
"785","TJR","Model Marsh","Mid","Shannon-Weiner Diversity",105,"Year",-0.0111,0.023,-0.4832,0.63
"786","TJR","Model Marsh","Low","Shannon-Weiner Diversity",15,"Year",0.0367,0.0475,0.7728,0.4535
"787","WEL","WB","Low","Shannon-Weiner Diversity",53,"Year",-0.0207,0.0089,-2.3167,0.0246
"788","WEL","WB","Mid","Shannon-Weiner Diversity",159,"Year",-0.0083,0.0081,-1.0237,0.3075
"789","WEL","WB","Up","Shannon-Weiner Diversity",53,"Year",0.0226,0.0142,1.593,0.1173
"790","WQB","Section 2","Low","Shannon-Weiner Diversity",216,"Year",-0.0084,0.0078,-1.0844,0.2794
"791","WQB","Section 2","Mid","Shannon-Weiner Diversity",180,"Year",-0.0307,0.0106,-2.8964,0.0042
"792","WQB","Section 2","Up","Shannon-Weiner Diversity",24,"Year",-0.075,0.022,-3.4134,0.0025
"793","WQB","Section 1","Mid","Shannon-Weiner Diversity",36,"Year",-0.0253,0.0289,-0.8752,0.3876
"794","WQB","Section 1","Low","Shannon-Weiner Diversity",251,"Year",0.022,0.006,3.6638,3e-04
"795","WQB","Section 3","Mid","Shannon-Weiner Diversity",195,"Year",-0.0091,0.0106,-0.8523,0.3951
"796","WQB","Section 3","Up","Shannon-Weiner Diversity",45,"Year",-0.0268,0.0168,-1.5949,0.1181
"797","WQB","Section 3","Low","Shannon-Weiner Diversity",91,"Year",0.0194,0.0147,1.3194,0.1904
"798","WQB","Section 1","Up","Shannon-Weiner Diversity",20,"Year",0.0229,0.0303,0.7553,0.4599
"799","ACE","EIN","Mid","Salt Ratio",107,"Year",0.0153,0.009,1.6966,0.0927
"800","ACE","EIN","Low","Salt Ratio",35,"Year",-0.0147,0.0107,-1.3742,0.1786
"801","ACE","EIS","Mid","Salt Ratio",117,"Year",0.0278,0.0112,2.4756,0.0148
"802","ACE","EIS","Low","Salt Ratio",5,"Year",-0.1176,0.0568,-2.0702,0.1302
"803","APA","PC","Low","Salt Ratio",138,"Year",0.0177,0.009,1.9579,0.0523
"804","APA","PC","Mid","Salt Ratio",195,"Year",-0.0011,0.0048,-0.226,0.8215
"805","APA","PC","Up","Salt Ratio",13,"Year",0,0,NA,1
"806","CBM","MB","Low","Salt Ratio",121,"Year",-2e-04,1e-04,-1.7752,0.0784
"807","CBM","MB","Mid","Salt Ratio",39,"Year",0,1e-04,-0.4008,0.6909
"808","CBM","OPC","Low","Salt Ratio",154,"Year",0.0016,0.0011,1.3728,0.1718
"809","CBM","OPC","Mid","Salt Ratio",265,"Year",0.0028,0.002,1.3768,0.1697
"810","DEL","SJR","Up","Salt Ratio",4,"Year",0,0,NA,1
"811","DEL","SJR","Low","Salt Ratio",32,"Year",0,0,1.3599,0.184
"812","DEL","SJR","Mid","Salt Ratio",84,"Year",0,0,1.3482,0.1813
"813","ELK","Upper","Up","Salt Ratio",6,"Year",0.0831,0.0408,2.0382,0.1112
"814","ELK","Upper","Low","Salt Ratio",45,"Year",0,0,NA,1
"815","ELK","Lower","Up","Salt Ratio",8,"Year",0,0,NA,1
"816","ELK","Lower","Low","Salt Ratio",90,"Year",0,0,NA,1
"817","ELK","Upper","Mid","Salt Ratio",9,"Year",0,0,NA,1
"818","GND","spalt","Low","Salt Ratio",96,"Year",0.0239,0.0205,1.1666,0.2463
"819","GND","spalt","Mid","Salt Ratio",66,"Year",-0.0133,0.0142,-0.9379,0.3518
"820","GND","juro low","Low","Salt Ratio",36,"Year",-0.0748,0.0378,-1.98,0.0558
"821","GND","juro low","Mid","Salt Ratio",174,"Year",-0.0087,0.012,-0.7256,0.469
"822","GND","juro high","Mid","Salt Ratio",116,"Year",-0.0172,0.0139,-1.24,0.2175
"823","GND","juro high","Low","Salt Ratio",12,"Year",-0.0073,0.0056,-1.303,0.2218
"824","GND","juro mid","Mid","Salt Ratio",204,"Year",-0.0153,0.0055,-2.7999,0.0056
"825","GND","juro mid","Low","Salt Ratio",18,"Year",0.1602,0.0516,3.1069,0.0068
"826","GND","juro mid","Up","Salt Ratio",18,"Year",-0.0105,0.0471,-0.2233,0.8261
"827","GND","clmaj","Up","Salt Ratio",150,"Year",0.0614,0.0116,5.2748,0
"828","GRB","SP","Low","Salt Ratio",66,"Year",0,0,-0.6589,0.5123
"829","GRB","SP","Mid","Salt Ratio",363,"Year",9e-04,0.0011,0.7625,0.4463
"830","GRB","SP","Up","Salt Ratio",62,"Year",0.014,0.0115,1.2197,0.2273
"831","GRB","GBF","Low","Salt Ratio",66,"Year",0.0072,0.0105,0.6832,0.497
"832","GRB","GBF","Mid","Salt Ratio",297,"Year",0.0016,0.003,0.5339,0.5938
"833","GRB","GBF","Up","Salt Ratio",66,"Year",9e-04,0.0104,0.0882,0.93
"834","GRB","BC","Low","Salt Ratio",109,"Year",-0.0012,0.0034,-0.366,0.7151
"835","GRB","BC","Mid","Salt Ratio",154,"Year",4e-04,2e-04,1.872,0.0631
"836","GRB","BC","Up","Salt Ratio",66,"Year",0.011,0.0108,1.0111,0.3158
"837","GTM","22","Low","Salt Ratio",399,"Year",-0.0242,0.0057,-4.2787,0
"838","GTM","0","Low","Salt Ratio",349,"Year",-0.0288,0.0047,-6.1644,0
"839","GTM","40","Low","Salt Ratio",328,"Year",-0.0246,0.0048,-5.1434,0
"840","GTM","1","Low","Salt Ratio",375,"Year",-0.0302,0.005,-6.0784,0
"841","GTM","46","Low","Salt Ratio",388,"Year",-0.0241,0.0049,-4.9513,0
"842","JAC","Central Segment","Low","Salt Ratio",270,"Year",-0.0011,0.0016,-0.6805,0.4968
"843","JAC","South Segment","Low","Salt Ratio",270,"Year",0.0013,0.0067,0.1993,0.8422
"844","KAC","FR","Mid","Salt Ratio",416,"Year",-0.0042,0.0022,-1.9441,0.0526
"845","KAC","FR","Low","Salt Ratio",112,"Year",1e-04,0.0044,0.0169,0.9866
"846","KAC","FR","Up","Salt Ratio",18,"Year",-0.0166,0.0214,-0.7739,0.4503
"847","KAC","BS","Low","Salt Ratio",322,"Year",0.0061,0.0032,1.9085,0.0572
"848","KAC","BS","Mid","Salt Ratio",12,"Year",-0.0394,0.0169,-2.3251,0.0424
"849","KAC","BS","Up","Salt Ratio",12,"Year",0,0,NA,1
"850","KAC","CP","Mid","Salt Ratio",313,"Year",0.0033,0.0032,1.0135,0.3116
"851","KAC","CP","Low","Salt Ratio",150,"Year",-0.0068,0.0074,-0.9171,0.3606
"852","KAC","SC","Low","Salt Ratio",81,"Year",0.0037,0.0072,0.5156,0.6076
"853","KAC","SC","Mid","Salt Ratio",80,"Year",0.004,0.0041,0.993,0.3238
"854","MAR","MI-W","Low","Salt Ratio",548,"Year",-0.0173,0.0048,-3.6241,3e-04
"855","MAR","HF1","Low","Salt Ratio",548,"Year",-0.1009,0.0061,-16.4565,0
"856","MAR","HF2","Low","Salt Ratio",600,"Year",-0.0619,0.0065,-9.4509,0
"857","MAR","HF3","Low","Salt Ratio",548,"Year",-0.0649,0.007,-9.3155,0
"858","NAR","Nag","Low","Salt Ratio",65,"Year",0,0,1.6239,0.1094
"859","NAR","Nag","Mid","Salt Ratio",208,"Year",0,0,1.3389,0.1821
"860","NAR","Nag","Up","Salt Ratio",39,"Year",6e-04,3e-04,1.6668,0.104
"861","NAR","Coggeshall","Mid","Salt Ratio",143,"Year",0,0,-1.6126,0.1091
"862","NAR","Coggeshall","Low","Salt Ratio",91,"Year",0,0,1.6179,0.1092
"863","NAR","Coggeshall","Up","Salt Ratio",39,"Year",0,0,-1.6387,0.1097
"864","NIW","Segment A","Mid","Salt Ratio",130,"Year",-0.002,0.0054,-0.3693,0.7125
"865","NIW","Segment A","Low","Salt Ratio",164,"Year",0.0037,0.0053,0.6946,0.4883
"866","NIW","Segment A","Up","Salt Ratio",25,"Year",-0.027,0.0153,-1.7665,0.0906
"867","NIW","Segment B","Mid","Salt Ratio",78,"Year",-0.0063,0.0068,-0.9238,0.3585
"868","NIW","Segment B","Low","Salt Ratio",260,"Year",-0.0028,0.004,-0.6991,0.4851
"869","NOC","MI","Low","Salt Ratio",681,"Year",-0.018,0.0044,-4.0697,1e-04
"870","NOC","MI","Mid","Salt Ratio",108,"Year",0,0,1.4167,0.1595
"871","NOC","MM","Low","Salt Ratio",601,"Year",-0.0015,0.0042,-0.3519,0.725
"872","SOS","DM","Low","Salt Ratio",19,"Year",0.0047,0.0049,0.9584,0.3513
"873","SOS","DM","Mid","Salt Ratio",51,"Year",-0.0014,9e-04,-1.6028,0.1154
"874","SOS","MM","Low","Salt Ratio",60,"Year",0,0,-1.9504,0.056
"875","SOS","MM","Mid","Salt Ratio",60,"Year",0,0,0.0511,0.9594
"876","SOS","HC","Mid","Salt Ratio",92,"Year",-0.0023,0.0016,-1.4553,0.1491
"877","SOS","HC","Low","Salt Ratio",30,"Year",0,0,-2.3077,0.0286
"878","SOS","VM","Mid","Salt Ratio",40,"Year",-1e-04,5e-04,-0.2279,0.8209
"879","SOS","VM","Low","Salt Ratio",60,"Year",0,0,-1.8675,0.0669
"880","SOS","VI","Low","Salt Ratio",54,"Year",0,1e-04,-0.3155,0.7536
"881","SOS","VI","Mid","Salt Ratio",6,"Year",0,0,-1.519,0.2034
"882","SOS","MI","Low","Salt Ratio",60,"Year",0,1e-04,-0.3158,0.7533
"883","TJR","McCoy North","Mid","Salt Ratio",40,"Year",1e-04,6e-04,0.1719,0.8644
"884","TJR","McCoy North","Up","Salt Ratio",10,"Year",0.1252,0.0338,3.7018,0.006
"885","TJR","McCoy South","Up","Salt Ratio",90,"Year",0.0059,0.0154,0.3815,0.7038
"886","TJR","McCoy South","Mid","Salt Ratio",90,"Year",-0.0081,0.0074,-1.1003,0.2742
"887","TJR","McCoy South","Low","Salt Ratio",60,"Year",0,0,-1.5867,0.118
"888","TJR","South Beach","Mid","Salt Ratio",180,"Year",9e-04,0.0094,0.0934,0.9257
"889","TJR","South Beach","Up","Salt Ratio",30,"Year",0,0,-1.609,0.1188
"890","TJR","V1","Low","Salt Ratio",40,"Year",0,0,1.5976,0.1184
"891","TJR","V1","Mid","Salt Ratio",160,"Year",0,0,1.574,0.1175
"892","TJR","V1","Up","Salt Ratio",70,"Year",1e-04,1e-04,1.0239,0.3095
"893","TJR","V3","Mid","Salt Ratio",240,"Year",9e-04,0.0018,0.48,0.6317
"894","TJR","V4","Mid","Salt Ratio",230,"Year",0,1e-04,0.4899,0.6247
"895","TJR","V4","Low","Salt Ratio",10,"Year",0,0,NA,1
