"","Reserve","SiteID","Metric","SampleSize","term","slope","std.error","statistic","pvalue"
"526","NIW","Segment B","Halophyte Cover",338,"Year:Vegetation_ZoneMid",-0.6986,0.9611,-0.7269,0.4678
"527","NOC","MI","Halophyte Cover",789,"(Intercept)",-1489.5682,867.6313,-1.7168,0.0864
"528","NOC","MI","Halophyte Cover",789,"Year",0.7701,0.4307,1.7879,0.0742
"529","NOC","MI","Halophyte Cover",789,"Vegetation_ZoneMid",-2834.7313,2353.1457,-1.2047,0.2287
"530","NOC","MI","Halophyte Cover",789,"Year:Vegetation_ZoneMid",1.4194,1.1682,1.215,0.2247
"531","SOS","DM","Halophyte Cover",70,"(Intercept)",-1707.9733,1639.6211,-1.0417,0.3014
"532","SOS","DM","Halophyte Cover",70,"Year",0.8634,0.8148,1.0597,0.2932
"533","SOS","DM","Halophyte Cover",70,"Vegetation_ZoneMid",930.8799,1913.7311,0.4864,0.6283
"534","SOS","DM","Halophyte Cover",70,"Year:Vegetation_ZoneMid",-0.4637,0.9506,-0.4878,0.6273
"535","SOS","MM","Halophyte Cover",120,"(Intercept)",148.3249,986.5848,0.1503,0.8808
"536","SOS","MM","Halophyte Cover",120,"Year",-0.0248,0.4893,-0.0507,0.9597
"537","SOS","MM","Halophyte Cover",120,"Vegetation_ZoneMid",152.3859,1395.2416,0.1092,0.9132
"538","SOS","MM","Halophyte Cover",120,"Year:Vegetation_ZoneMid",-0.1051,0.692,-0.1518,0.8796
"539","SOS","HC","Halophyte Cover",122,"(Intercept)",-6372.372,2612.5414,-2.4391,0.0162
"540","SOS","HC","Halophyte Cover",122,"Year",3.1992,1.2958,2.4689,0.015
"541","SOS","HC","Halophyte Cover",122,"Vegetation_ZoneMid",5851.1487,2964.071,1.974,0.0507
"542","SOS","HC","Halophyte Cover",122,"Year:Vegetation_ZoneMid",-2.9142,1.4702,-1.9822,0.0498
"543","SOS","VM","Halophyte Cover",100,"(Intercept)",917.5504,1450.3755,0.6326,0.5285
"544","SOS","VM","Halophyte Cover",100,"Year",-0.4088,0.7193,-0.5684,0.5711
"545","SOS","VM","Halophyte Cover",100,"Vegetation_ZoneMid",-835.447,2293.2451,-0.3643,0.7164
"546","SOS","VM","Halophyte Cover",100,"Year:Vegetation_ZoneMid",0.3975,1.1373,0.3495,0.7275
"547","SOS","VI","Halophyte Cover",60,"(Intercept)",-1974.0149,671.1004,-2.9415,0.0047
"548","SOS","VI","Halophyte Cover",60,"Year",1.0257,0.3329,3.0806,0.0032
"549","SOS","VI","Halophyte Cover",60,"Vegetation_ZoneMid",578.2955,2122.2059,0.2725,0.7862
"550","SOS","VI","Halophyte Cover",60,"Year:Vegetation_ZoneMid",-0.2979,1.0529,-0.2829,0.7783
"551","TJR","McCoy North","Halophyte Cover",50,"(Intercept)",431.4123,3925.7116,0.1099,0.913
"552","TJR","McCoy North","Halophyte Cover",50,"Year",-0.1853,1.9468,-0.0952,0.9246
"553","TJR","McCoy North","Halophyte Cover",50,"Vegetation_ZoneUp",-5890.3383,8778.158,-0.671,0.5056
"554","TJR","McCoy North","Halophyte Cover",50,"Year:Vegetation_ZoneUp",2.8956,4.3532,0.6652,0.5093
"555","TJR","McCoy South","Halophyte Cover",240,"(Intercept)",2605.1809,2413.3908,1.0795,0.2815
"556","TJR","McCoy South","Halophyte Cover",240,"Year",-1.2693,1.1968,-1.0606,0.29
"557","TJR","McCoy South","Halophyte Cover",240,"Vegetation_ZoneMid",-1201.4989,3115.6741,-0.3856,0.7001
"558","TJR","McCoy South","Halophyte Cover",240,"Vegetation_ZoneUp",-1732.2737,3115.6741,-0.556,0.5788
"559","TJR","McCoy South","Halophyte Cover",240,"Year:Vegetation_ZoneMid",0.6151,1.5451,0.3981,0.6909
"560","TJR","McCoy South","Halophyte Cover",240,"Year:Vegetation_ZoneUp",0.8451,1.5451,0.547,0.5849
"561","TJR","South Beach","Halophyte Cover",210,"(Intercept)",1331.9568,1918.7429,0.6942,0.4884
"562","TJR","South Beach","Halophyte Cover",210,"Year",-0.6346,0.9515,-0.6669,0.5056
"563","TJR","South Beach","Halophyte Cover",210,"Vegetation_ZoneUp",-310.2113,5076.5167,-0.0611,0.9513
"564","TJR","South Beach","Halophyte Cover",210,"Year:Vegetation_ZoneUp",0.174,2.5175,0.0691,0.945
"565","TJR","V1","Halophyte Cover",270,"(Intercept)",-776.7545,1797.0375,-0.4322,0.6659
"566","TJR","V1","Halophyte Cover",270,"Year",0.4227,0.8912,0.4744,0.6356
"567","TJR","V1","Halophyte Cover",270,"Vegetation_ZoneMid",5048.3192,2009.1491,2.5127,0.0126
"568","TJR","V1","Halophyte Cover",270,"Vegetation_ZoneUp",1904.2663,2252.7058,0.8453,0.3987
"569","TJR","V1","Halophyte Cover",270,"Year:Vegetation_ZoneMid",-2.4986,0.9964,-2.5078,0.0128
"570","TJR","V1","Halophyte Cover",270,"Year:Vegetation_ZoneUp",-0.936,1.1171,-0.8378,0.4029
"571","TJR","V4","Halophyte Cover",240,"(Intercept)",-2862.8871,3945.2981,-0.7256,0.4688
"572","TJR","V4","Halophyte Cover",240,"Year",1.4655,1.9565,0.749,0.4546
"573","TJR","V4","Halophyte Cover",240,"Vegetation_ZoneMid",1318.5297,4030.1529,0.3272,0.7438
"574","TJR","V4","Halophyte Cover",240,"Year:Vegetation_ZoneMid",-0.6564,1.9986,-0.3285,0.7429
"575","TJR","Brazo Creek","Halophyte Cover",48,"(Intercept)",-2386.5295,4471.3943,-0.5337,0.5962
"576","TJR","Brazo Creek","Halophyte Cover",48,"Year",1.2285,2.2152,0.5546,0.582
"577","TJR","Brazo Creek","Halophyte Cover",48,"Vegetation_ZoneUp",-9106.783,10952.6346,-0.8315,0.4102
"578","TJR","Brazo Creek","Halophyte Cover",48,"Year:Vegetation_ZoneUp",4.504,5.4261,0.8301,0.411
"579","TJR","Model Marsh","Halophyte Cover",120,"(Intercept)",-8567.72,10315.2868,-0.8306,0.4079
"580","TJR","Model Marsh","Halophyte Cover",120,"Year",4.2733,5.1091,0.8364,0.4046
"581","TJR","Model Marsh","Halophyte Cover",120,"Vegetation_ZoneMid",4357.4286,11027.5055,0.3951,0.6935
"582","TJR","Model Marsh","Halophyte Cover",120,"Year:Vegetation_ZoneMid",-2.153,5.4619,-0.3942,0.6942
"583","WEL","WB","Halophyte Cover",265,"(Intercept)",833.3935,1507.6795,0.5528,0.5809
"584","WEL","WB","Halophyte Cover",265,"Year",-0.3708,0.7491,-0.4949,0.6211
"585","WEL","WB","Halophyte Cover",265,"Vegetation_ZoneMid",-1086.3669,1740.9184,-0.624,0.5332
"586","WEL","WB","Halophyte Cover",265,"Vegetation_ZoneUp",1804.4064,2132.1808,0.8463,0.3982
"587","WEL","WB","Halophyte Cover",265,"Year:Vegetation_ZoneMid",0.539,0.865,0.6231,0.5338
"588","WEL","WB","Halophyte Cover",265,"Year:Vegetation_ZoneUp",-0.905,1.0594,-0.8543,0.3937
"589","WQB","Section 2","Halophyte Cover",420,"(Intercept)",-801.8185,1244.5574,-0.6443,0.5198
"590","WQB","Section 2","Halophyte Cover",420,"Year",0.4186,0.6176,0.6779,0.4982
"591","WQB","Section 2","Halophyte Cover",420,"Vegetation_ZoneMid",2211.3488,1843.6011,1.1995,0.231
"592","WQB","Section 2","Halophyte Cover",420,"Vegetation_ZoneUp",4519.097,3997.0125,1.1306,0.2589
"593","WQB","Section 2","Halophyte Cover",420,"Year:Vegetation_ZoneMid",-1.0801,0.9148,-1.1807,0.2384
"594","WQB","Section 2","Halophyte Cover",420,"Year:Vegetation_ZoneUp",-2.2266,1.9831,-1.1228,0.2622
"595","WQB","Section 1","Halophyte Cover",307,"(Intercept)",2188.8522,1468.7578,1.4903,0.1372
"596","WQB","Section 1","Halophyte Cover",307,"Year",-1.0623,0.729,-1.4571,0.1461
"597","WQB","Section 1","Halophyte Cover",307,"Vegetation_ZoneMid",1975.0203,3716.2965,0.5314,0.5955
"598","WQB","Section 1","Halophyte Cover",307,"Vegetation_ZoneUp",4512.346,6009.7612,0.7508,0.4533
"599","WQB","Section 1","Halophyte Cover",307,"Year:Vegetation_ZoneMid",-0.9683,1.8442,-0.5251,0.5999
"600","WQB","Section 1","Halophyte Cover",307,"Year:Vegetation_ZoneUp",-2.2467,2.981,-0.7537,0.4516
"601","WQB","Section 3","Halophyte Cover",331,"(Intercept)",977.1269,2099.9903,0.4653,0.642
"602","WQB","Section 3","Halophyte Cover",331,"Year",-0.4697,1.0423,-0.4506,0.6526
"603","WQB","Section 3","Halophyte Cover",331,"Vegetation_ZoneMid",1353.8735,2511.0991,0.5392,0.5901
"604","WQB","Section 3","Halophyte Cover",331,"Vegetation_ZoneUp",-4983.4617,3434.4976,-1.451,0.1477
"605","WQB","Section 3","Halophyte Cover",331,"Year:Vegetation_ZoneMid",-0.6562,1.2463,-0.5265,0.5989
"606","WQB","Section 3","Halophyte Cover",331,"Year:Vegetation_ZoneUp",2.4903,1.7044,1.4611,0.145
"607","ACE","EIN","Freshwater Cover",142,"(Intercept)",0,0,NA,1
"608","ACE","EIN","Freshwater Cover",142,"Year",0,0,NA,1
"609","ACE","EIN","Freshwater Cover",142,"Vegetation_ZoneMid",0,0,NA,1
"610","ACE","EIN","Freshwater Cover",142,"Year:Vegetation_ZoneMid",0,0,NA,1
"611","ACE","EIS","Freshwater Cover",122,"(Intercept)",0,0,NA,1
"612","ACE","EIS","Freshwater Cover",122,"Year",0,0,NA,1
"613","ACE","EIS","Freshwater Cover",122,"Vegetation_ZoneMid",0,0,NA,1
"614","ACE","EIS","Freshwater Cover",122,"Year:Vegetation_ZoneMid",0,0,NA,1
"615","APA","PC","Freshwater Cover",346,"(Intercept)",3226.9291,783.2636,4.1199,0
"616","APA","PC","Freshwater Cover",346,"Year",-1.5981,0.3883,-4.1153,0
"617","APA","PC","Freshwater Cover",346,"Vegetation_ZoneMid",-3085.0414,1019.4113,-3.0263,0.0027
"618","APA","PC","Freshwater Cover",346,"Vegetation_ZoneUp",-3226.9291,2645.5553,-1.2198,0.2234
"619","APA","PC","Freshwater Cover",346,"Year:Vegetation_ZoneMid",1.5278,0.5054,3.023,0.0027
"620","APA","PC","Freshwater Cover",346,"Year:Vegetation_ZoneUp",1.5981,1.3115,1.2185,0.2239
"621","CBM","MB","Freshwater Cover",160,"(Intercept)",0,0,NA,1
"622","CBM","MB","Freshwater Cover",160,"Year",0,0,NA,1
"623","CBM","MB","Freshwater Cover",160,"Vegetation_ZoneMid",0,0,NA,1
"624","CBM","MB","Freshwater Cover",160,"Year:Vegetation_ZoneMid",0,0,NA,1
"625","CBM","OPC","Freshwater Cover",419,"(Intercept)",-6376.9919,847.7973,-7.5218,0
"626","CBM","OPC","Freshwater Cover",419,"Year",3.1918,0.4214,7.5746,0
"627","CBM","OPC","Freshwater Cover",419,"Vegetation_ZoneMid",2149.443,1069.3206,2.0101,0.0451
"628","CBM","OPC","Freshwater Cover",419,"Year:Vegetation_ZoneMid",-1.0699,0.5315,-2.013,0.0448
"629","DEL","SJR","Freshwater Cover",120,"(Intercept)",0,0,NA,1
"630","DEL","SJR","Freshwater Cover",120,"Year",0,0,NA,1
"631","DEL","SJR","Freshwater Cover",120,"Vegetation_ZoneMid",0,0,NA,1
"632","DEL","SJR","Freshwater Cover",120,"Vegetation_ZoneUp",0,0,NA,1
"633","DEL","SJR","Freshwater Cover",120,"Year:Vegetation_ZoneMid",0,0,NA,1
"634","DEL","SJR","Freshwater Cover",120,"Year:Vegetation_ZoneUp",0,0,NA,1
"635","ELK","Upper","Freshwater Cover",60,"(Intercept)",0,0,NA,1
"636","ELK","Upper","Freshwater Cover",60,"Year",0,0,NA,1
"637","ELK","Upper","Freshwater Cover",60,"Vegetation_ZoneMid",0,0,NA,1
"638","ELK","Upper","Freshwater Cover",60,"Vegetation_ZoneUp",0,0,NA,1
"639","ELK","Upper","Freshwater Cover",60,"Year:Vegetation_ZoneMid",0,0,NA,1
"640","ELK","Upper","Freshwater Cover",60,"Year:Vegetation_ZoneUp",0,0,NA,1
"641","ELK","Lower","Freshwater Cover",100,"(Intercept)",0,0,NA,1
"642","ELK","Lower","Freshwater Cover",100,"Year",0,0,NA,1
"643","ELK","Lower","Freshwater Cover",100,"Vegetation_ZoneMid",0,0,NA,1
"644","ELK","Lower","Freshwater Cover",100,"Vegetation_ZoneUp",0,0,NA,1
"645","ELK","Lower","Freshwater Cover",100,"Year:Vegetation_ZoneMid",0,0,NA,1
"646","ELK","Lower","Freshwater Cover",100,"Year:Vegetation_ZoneUp",0,0,NA,1
"647","GND","spalt","Freshwater Cover",162,"(Intercept)",0,0,NA,1
"648","GND","spalt","Freshwater Cover",162,"Year",0,0,NA,1
"649","GND","spalt","Freshwater Cover",162,"Vegetation_ZoneMid",0,0,NA,1
"650","GND","spalt","Freshwater Cover",162,"Year:Vegetation_ZoneMid",0,0,NA,1
"651","GND","juro low","Freshwater Cover",210,"(Intercept)",0,0,NA,1
"652","GND","juro low","Freshwater Cover",210,"Year",0,0,NA,1
"653","GND","juro low","Freshwater Cover",210,"Vegetation_ZoneMid",0,0,NA,1
"654","GND","juro low","Freshwater Cover",210,"Year:Vegetation_ZoneMid",0,0,NA,1
"655","GND","juro high","Freshwater Cover",128,"(Intercept)",-360.0595,1647.9805,-0.2185,0.8274
"656","GND","juro high","Freshwater Cover",128,"Year",0.1786,0.8168,0.2186,0.8273
"657","GND","juro high","Freshwater Cover",128,"Vegetation_ZoneMid",225.8357,1732.4255,0.1304,0.8965
"658","GND","juro high","Freshwater Cover",128,"Year:Vegetation_ZoneMid",-0.1109,0.8587,-0.1292,0.8974
"659","GND","juro mid","Freshwater Cover",240,"(Intercept)",0,2353.8509,0,1
"660","GND","juro mid","Freshwater Cover",240,"Year",0,1.1667,0,1
"661","GND","juro mid","Freshwater Cover",240,"Vegetation_ZoneMid",-825.1611,2455.5023,-0.336,0.7371
"662","GND","juro mid","Freshwater Cover",240,"Vegetation_ZoneUp",14151.1111,3328.8478,4.2511,0
"663","GND","juro mid","Freshwater Cover",240,"Year:Vegetation_ZoneMid",0.4097,1.2171,0.3366,0.7367
"664","GND","juro mid","Freshwater Cover",240,"Year:Vegetation_ZoneUp",-7,1.65,-4.2425,0
"665","GRB","SP","Freshwater Cover",491,"(Intercept)",0,523.8448,0,1
"666","GRB","SP","Freshwater Cover",491,"Year",0,0.2598,0,1
"667","GRB","SP","Freshwater Cover",491,"Vegetation_ZoneMid",90.2619,569.4793,0.1585,0.8741
"668","GRB","SP","Freshwater Cover",491,"Vegetation_ZoneUp",417.7504,769.4769,0.5429,0.5874
"669","GRB","SP","Freshwater Cover",491,"Year:Vegetation_ZoneMid",-0.0446,0.2824,-0.1578,0.8747
"670","GRB","SP","Freshwater Cover",491,"Year:Vegetation_ZoneUp",-0.1971,0.3816,-0.5165,0.6057
"671","GRB","GBF","Freshwater Cover",429,"(Intercept)",71.8121,457.7212,0.1569,0.8754
"672","GRB","GBF","Freshwater Cover",429,"Year",-0.0356,0.227,-0.1567,0.8756
"673","GRB","GBF","Freshwater Cover",429,"Vegetation_ZoneMid",71.8474,506.0299,0.142,0.8872
"674","GRB","GBF","Freshwater Cover",429,"Vegetation_ZoneUp",1984.7207,647.3156,3.0661,0.0023
"675","GRB","GBF","Freshwater Cover",429,"Year:Vegetation_ZoneMid",-0.0355,0.2509,-0.1414,0.8876
"676","GRB","GBF","Freshwater Cover",429,"Year:Vegetation_ZoneUp",-0.9786,0.321,-3.0484,0.0024
"677","GRB","BC","Freshwater Cover",329,"(Intercept)",0,326.3177,0,1
"678","GRB","BC","Freshwater Cover",329,"Year",0,0.1618,0,1
"679","GRB","BC","Freshwater Cover",329,"Vegetation_ZoneMid",61.5889,424.9391,0.1449,0.8849
"680","GRB","BC","Freshwater Cover",329,"Vegetation_ZoneUp",2886.4857,528.545,5.4612,0
"681","GRB","BC","Freshwater Cover",329,"Year:Vegetation_ZoneMid",-0.0305,0.2107,-0.1447,0.8851
"682","GRB","BC","Freshwater Cover",329,"Year:Vegetation_ZoneUp",-1.426,0.2621,-5.4404,0
"683","GTM","46","Freshwater Cover",406,"(Intercept)",0,233.2795,0,1
"684","GTM","46","Freshwater Cover",406,"Year",0,0.1157,0,1
"685","GTM","46","Freshwater Cover",406,"Vegetation_ZoneMid",21.3333,3.269,6.5259,0
"686","GTM","46","Freshwater Cover",406,"Vegetation_ZoneUp",36.3333,1.5462,23.4982,0
"687","KAC","FR","Freshwater Cover",546,"(Intercept)",-146.4935,270.3468,-0.5419,0.5881
"688","KAC","FR","Freshwater Cover",546,"Year",0.0728,0.1342,0.5427,0.5875
"689","KAC","FR","Freshwater Cover",546,"Vegetation_ZoneMid",206.0258,304.7875,0.676,0.4994
"690","KAC","FR","Freshwater Cover",546,"Vegetation_ZoneUp",-5611.5244,729.98,-7.6872,0
"691","KAC","FR","Freshwater Cover",546,"Year:Vegetation_ZoneMid",-0.1021,0.1513,-0.6749,0.5
"692","KAC","FR","Freshwater Cover",546,"Year:Vegetation_ZoneUp",2.797,0.3624,7.7181,0
"693","KAC","BS","Freshwater Cover",346,"(Intercept)",0,118.7631,0,1
"694","KAC","BS","Freshwater Cover",346,"Year",0,0.059,0,1
"695","KAC","BS","Freshwater Cover",346,"Vegetation_ZoneMid",-8207.6991,624.8548,-13.1354,0
"696","KAC","BS","Freshwater Cover",346,"Vegetation_ZoneUp",-2272.8968,624.8548,-3.6375,3e-04
"697","KAC","BS","Freshwater Cover",346,"Year:Vegetation_ZoneMid",4.0805,0.3103,13.152,0
"698","KAC","BS","Freshwater Cover",346,"Year:Vegetation_ZoneUp",1.1734,0.3103,3.7819,2e-04
"699","KAC","CP","Freshwater Cover",463,"(Intercept)",0,86.9019,0,1
"700","KAC","CP","Freshwater Cover",463,"Year",0,0.0431,0,1
"701","KAC","CP","Freshwater Cover",463,"Vegetation_ZoneMid",50.9958,105.5786,0.483,0.6293
"702","KAC","CP","Freshwater Cover",463,"Year:Vegetation_ZoneMid",-0.0252,0.0524,-0.4804,0.6311
"703","KAC","SC","Freshwater Cover",161,"(Intercept)",0,0,NA,1
"704","KAC","SC","Freshwater Cover",161,"Year",0,0,NA,1
"705","KAC","SC","Freshwater Cover",161,"Vegetation_ZoneMid",0,0,NA,1
"706","KAC","SC","Freshwater Cover",161,"Year:Vegetation_ZoneMid",0,0,NA,1
"707","NAR","Nag","Freshwater Cover",312,"(Intercept)",0,0,NA,1
"708","NAR","Nag","Freshwater Cover",312,"Year",0,0,NA,1
"709","NAR","Nag","Freshwater Cover",312,"Vegetation_ZoneMid",0,0,NA,1
"710","NAR","Nag","Freshwater Cover",312,"Vegetation_ZoneUp",0,0,NA,1
"711","NAR","Nag","Freshwater Cover",312,"Year:Vegetation_ZoneMid",0,0,NA,1
"712","NAR","Nag","Freshwater Cover",312,"Year:Vegetation_ZoneUp",0,0,NA,1
"713","NAR","Coggeshall","Freshwater Cover",273,"(Intercept)",0,0,NA,1
"714","NAR","Coggeshall","Freshwater Cover",273,"Year",0,0,NA,1
"715","NAR","Coggeshall","Freshwater Cover",273,"Vegetation_ZoneMid",0,0,NA,1
"716","NAR","Coggeshall","Freshwater Cover",273,"Vegetation_ZoneUp",0,0,NA,1
"717","NAR","Coggeshall","Freshwater Cover",273,"Year:Vegetation_ZoneMid",0,0,NA,1
"718","NAR","Coggeshall","Freshwater Cover",273,"Year:Vegetation_ZoneUp",0,0,NA,1
"719","NIW","Segment A","Freshwater Cover",319,"(Intercept)",0,86.4668,0,1
"720","NIW","Segment A","Freshwater Cover",319,"Year",0,0.0429,0,1
"721","NIW","Segment A","Freshwater Cover",319,"Vegetation_ZoneMid",-38.7511,130.292,-0.2974,0.7663
"722","NIW","Segment A","Freshwater Cover",319,"Vegetation_ZoneUp",-870.6673,257.1991,-3.3852,8e-04
"723","NIW","Segment A","Freshwater Cover",319,"Year:Vegetation_ZoneMid",0.0195,0.0647,0.3013,0.7634
"724","NIW","Segment A","Freshwater Cover",319,"Year:Vegetation_ZoneUp",0.4331,0.1277,3.391,8e-04
"725","NIW","Segment B","Freshwater Cover",338,"(Intercept)",0,107.5028,0,1
"726","NIW","Segment B","Freshwater Cover",338,"Year",0,0.0534,0,1
"727","NIW","Segment B","Freshwater Cover",338,"Vegetation_ZoneMid",769.4387,223.785,3.4383,7e-04
"728","NIW","Segment B","Freshwater Cover",338,"Year:Vegetation_ZoneMid",-0.3815,0.1111,-3.4327,7e-04
"729","NOC","MI","Freshwater Cover",789,"(Intercept)",0,0,NA,1
"730","NOC","MI","Freshwater Cover",789,"Year",0,0,NA,1
"731","NOC","MI","Freshwater Cover",789,"Vegetation_ZoneMid",0,0,NA,1
"732","NOC","MI","Freshwater Cover",789,"Year:Vegetation_ZoneMid",0,0,NA,1
"733","SOS","DM","Freshwater Cover",70,"(Intercept)",948.0923,561.622,1.6881,0.0961
"734","SOS","DM","Freshwater Cover",70,"Year",-0.4699,0.2791,-1.6836,0.097
"735","SOS","DM","Freshwater Cover",70,"Vegetation_ZoneMid",-1230.0682,655.5133,-1.8765,0.065
"736","SOS","DM","Freshwater Cover",70,"Year:Vegetation_ZoneMid",0.6102,0.3256,1.8739,0.0654
"737","SOS","MM","Freshwater Cover",120,"(Intercept)",0,0,NA,1
"738","SOS","MM","Freshwater Cover",120,"Year",0,0,NA,1
"739","SOS","MM","Freshwater Cover",120,"Vegetation_ZoneMid",0,0,NA,1
"740","SOS","MM","Freshwater Cover",120,"Year:Vegetation_ZoneMid",0,0,NA,1
"741","SOS","HC","Freshwater Cover",122,"(Intercept)",0,389.1522,0,1
"742","SOS","HC","Freshwater Cover",122,"Year",0,0.193,0,1
"743","SOS","HC","Freshwater Cover",122,"Vegetation_ZoneMid",-426.051,441.5144,-0.965,0.3365
"744","SOS","HC","Freshwater Cover",122,"Year:Vegetation_ZoneMid",0.2121,0.219,0.9685,0.3348
"745","SOS","VM","Freshwater Cover",100,"(Intercept)",0,38.087,0,1
"746","SOS","VM","Freshwater Cover",100,"Year",0,0.0189,0,1
"747","SOS","VM","Freshwater Cover",100,"Vegetation_ZoneMid",-15.1241,60.2208,-0.2511,0.8022
"748","SOS","VM","Freshwater Cover",100,"Year:Vegetation_ZoneMid",0.0076,0.0299,0.2556,0.7988
"749","SOS","VI","Freshwater Cover",60,"(Intercept)",0,0,NA,1
"750","SOS","VI","Freshwater Cover",60,"Year",0,0,NA,1
"751","SOS","VI","Freshwater Cover",60,"Vegetation_ZoneMid",0,0,NA,1
"752","SOS","VI","Freshwater Cover",60,"Year:Vegetation_ZoneMid",0,0,NA,1
"753","TJR","McCoy North","Freshwater Cover",50,"(Intercept)",0,0,NA,1
"754","TJR","McCoy North","Freshwater Cover",50,"Year",0,0,NA,1
"755","TJR","McCoy North","Freshwater Cover",50,"Vegetation_ZoneUp",0,0,NA,1
"756","TJR","McCoy North","Freshwater Cover",50,"Year:Vegetation_ZoneUp",0,0,NA,1
"757","TJR","McCoy South","Freshwater Cover",240,"(Intercept)",0,0,NA,1
"758","TJR","McCoy South","Freshwater Cover",240,"Year",0,0,NA,1
"759","TJR","McCoy South","Freshwater Cover",240,"Vegetation_ZoneMid",0,0,NA,1
"760","TJR","McCoy South","Freshwater Cover",240,"Vegetation_ZoneUp",0,0,NA,1
"761","TJR","McCoy South","Freshwater Cover",240,"Year:Vegetation_ZoneMid",0,0,NA,1
"762","TJR","McCoy South","Freshwater Cover",240,"Year:Vegetation_ZoneUp",0,0,NA,1
"763","TJR","South Beach","Freshwater Cover",210,"(Intercept)",0,0,NA,1
"764","TJR","South Beach","Freshwater Cover",210,"Year",0,0,NA,1
"765","TJR","South Beach","Freshwater Cover",210,"Vegetation_ZoneUp",0,0,NA,1
"766","TJR","South Beach","Freshwater Cover",210,"Year:Vegetation_ZoneUp",0,0,NA,1
"767","TJR","V1","Freshwater Cover",270,"(Intercept)",0,0,NA,1
"768","TJR","V1","Freshwater Cover",270,"Year",0,0,NA,1
"769","TJR","V1","Freshwater Cover",270,"Vegetation_ZoneMid",0,0,NA,1
"770","TJR","V1","Freshwater Cover",270,"Vegetation_ZoneUp",0,0,NA,1
"771","TJR","V1","Freshwater Cover",270,"Year:Vegetation_ZoneMid",0,0,NA,1
"772","TJR","V1","Freshwater Cover",270,"Year:Vegetation_ZoneUp",0,0,NA,1
"773","TJR","V4","Freshwater Cover",240,"(Intercept)",0,0,NA,1
"774","TJR","V4","Freshwater Cover",240,"Year",0,0,NA,1
"775","TJR","V4","Freshwater Cover",240,"Vegetation_ZoneMid",0,0,NA,1
"776","TJR","V4","Freshwater Cover",240,"Year:Vegetation_ZoneMid",0,0,NA,1
"777","TJR","Brazo Creek","Freshwater Cover",48,"(Intercept)",0,0,NA,1
"778","TJR","Brazo Creek","Freshwater Cover",48,"Year",0,0,NA,1
"779","TJR","Brazo Creek","Freshwater Cover",48,"Vegetation_ZoneUp",0,0,NA,1
"780","TJR","Brazo Creek","Freshwater Cover",48,"Year:Vegetation_ZoneUp",0,0,NA,1
"781","TJR","Model Marsh","Freshwater Cover",120,"(Intercept)",0,0,NA,1
"782","TJR","Model Marsh","Freshwater Cover",120,"Year",0,0,NA,1
"783","TJR","Model Marsh","Freshwater Cover",120,"Vegetation_ZoneMid",0,0,NA,1
"784","TJR","Model Marsh","Freshwater Cover",120,"Year:Vegetation_ZoneMid",0,0,NA,1
"785","WEL","WB","Freshwater Cover",265,"(Intercept)",0,416.1735,0,1
"786","WEL","WB","Freshwater Cover",265,"Year",0,0.2068,0,1
"787","WEL","WB","Freshwater Cover",265,"Vegetation_ZoneMid",0,480.5558,0,1
"788","WEL","WB","Freshwater Cover",265,"Vegetation_ZoneUp",-147.2166,588.5582,-0.2501,0.8027
"789","WEL","WB","Freshwater Cover",265,"Year:Vegetation_ZoneMid",0,0.2388,0,1
"790","WEL","WB","Freshwater Cover",265,"Year:Vegetation_ZoneUp",0.0758,0.2924,0.2591,0.7958
"791","WQB","Section 2","Freshwater Cover",420,"(Intercept)",0,0,NA,1
"792","WQB","Section 2","Freshwater Cover",420,"Year",0,0,NA,1
"793","WQB","Section 2","Freshwater Cover",420,"Vegetation_ZoneMid",0,0,NA,1
"794","WQB","Section 2","Freshwater Cover",420,"Vegetation_ZoneUp",0,0,NA,1
"795","WQB","Section 2","Freshwater Cover",420,"Year:Vegetation_ZoneMid",0,0,NA,1
"796","WQB","Section 2","Freshwater Cover",420,"Year:Vegetation_ZoneUp",0,0,NA,1
"797","WQB","Section 1","Freshwater Cover",307,"(Intercept)",0,251.7322,0,1
"798","WQB","Section 1","Freshwater Cover",307,"Year",0,0.1249,0,1
"799","WQB","Section 1","Freshwater Cover",307,"Vegetation_ZoneMid",0,636.9406,0,1
"800","WQB","Section 1","Freshwater Cover",307,"Vegetation_ZoneUp",-5390.8488,1030.0202,-5.2337,0
"801","WQB","Section 1","Freshwater Cover",307,"Year:Vegetation_ZoneMid",0,0.3161,0,1
"802","WQB","Section 1","Freshwater Cover",307,"Year:Vegetation_ZoneUp",2.6833,0.5109,5.2519,0
"803","WQB","Section 3","Freshwater Cover",331,"(Intercept)",0,79.1511,0,1
"804","WQB","Section 3","Freshwater Cover",331,"Year",0,0.0393,0,1
"805","WQB","Section 3","Freshwater Cover",331,"Vegetation_ZoneMid",0,94.6463,0,1
"806","WQB","Section 3","Freshwater Cover",331,"Vegetation_ZoneUp",787.0923,129.4503,6.0803,0
"807","WQB","Section 3","Freshwater Cover",331,"Year:Vegetation_ZoneMid",0,0.047,0,1
"808","WQB","Section 3","Freshwater Cover",331,"Year:Vegetation_ZoneUp",-0.3897,0.0642,-6.0664,0
"809","ACE","EIN","EMI",142,"(Intercept)",-27.4059,33.3184,-0.8225,0.4122
"810","ACE","EIN","EMI",142,"Year",0.0139,0.0165,0.838,0.4035
